"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSMUSG00000086884.2",2226,1,2,1951,276,0.5
"ENSMUSG00000084986.2",864,1,2,453,412,0.5
"ENSMUSG00000085002.2",2170,1,3,1898,273,0.333333333333333
"ENSMUSG00000087016.2",715,1,2,126,590,0.5
"ENSMUSG00000086788.3",3543,1,3,581,2963,0.333333333333333
"ENSMUSG00000085714.2",7371,1,2,6865,507,0.5
"ENSMUSG00000097995.2",415,1,1,0,416,1
"ENSMUSG00000098155.2",1594,1,2,880,715,0.5
"ENSMUSG00000066178.5",1727,1,1,0,1728,1
"ENSMUSG00000085542.2",873,1,1,0,874,1
"ENSMUSG00000087417.2",1000,1,2,227,774,0.5
"ENSMUSG00000085833.3",5984,1,4,3081,2904,0.25
"ENSMUSG00000101493.2",1116,1,1,0,1117,1
"ENSMUSG00000086845.2",1816,1,4,989,828,0.25
"ENSMUSG00000087476.2",9627,1,2,9157,471,0.5
"ENSMUSG00000085823.8",1567,1,3,708,849,0.333333333333333
"ENSMUSG00000084804.2",923,1,2,187,737,0.5
"ENSMUSG00000078519.4",475,1,2,76,400,0.5
"ENSMUSG00000046109.7",2516,1,2,412,2105,0.5
"ENSMUSG00000110296.2",384,1,2,220,165,0.5
"ENSMUSG00000073739.4",5250,1,3,2927,2324,0.333333333333333
"ENSMUSG00000087646.2",1645,1,3,1088,558,0.333333333333333
"ENSMUSG00000087628.2",9821,1,2,9545,277,0.5
"ENSMUSG00000085928.2",17408,2,7,22030,1771,0.285714285714286
"ENSMUSG00000085968.2",1474,1,2,1234,241,0.5
"ENSMUSG00000086164.2",1760,1,3,1167,594,0.333333333333333
"ENSMUSG00000087084.2",4944,1,3,3225,1720,0.333333333333333
"ENSMUSG00000086960.2",5456,1,2,5057,400,0.5
"ENSMUSG00000086437.3",9407,1,4,9001,407,0.25
"ENSMUSG00000085047.2",23328,1,2,22721,608,0.5
"ENSMUSG00000086159.2",4864,1,4,3702,1163,0.25
"ENSMUSG00000085918.2",6518,1,3,4518,2001,0.333333333333333
"ENSMUSG00000087045.2",5362,1,3,4772,591,0.333333333333333
"ENSMUSG00000087698.2",10236,1,4,9313,924,0.25
"ENSMUSG00000097620.8",2427,1,3,314,2114,0.333333333333333
"ENSMUSG00000085774.2",4254,1,2,2294,1961,0.5
"ENSMUSG00000085395.2",1355,1,2,792,564,0.5
"ENSMUSG00000085836.2",3039,1,2,305,2735,0.5
"ENSMUSG00000086061.8",12362,1,4,10714,1621,0.25
"ENSMUSG00000073731.13",1578,1,3,371,880,0.333333333333333
"ENSMUSG00002075770.1",31301,1,5,30711,591,0.2
"ENSMUSG00000086818.2",2669,1,3,2348,322,0.333333333333333
"ENSMUSG00000100396.2",1326,1,1,0,1327,1
"ENSMUSG00000085922.2",11628,1,2,10684,945,0.5
"ENSMUSG00000085424.2",3805,1,4,2809,997,0.25
"ENSMUSG00000085761.2",11098,1,2,10469,630,0.5
"ENSMUSG00000085574.2",5666,1,3,5208,459,0.333333333333333
"ENSMUSG00000073728.11",4127,3,10,4365,7238,0.3
"ENSMUSG00000087525.2",3537,1,3,2976,562,0.333333333333333
"ENSMUSG00000085816.2",38710,1,4,37942,769,0.25
"ENSMUSG00000028590.7",1433,1,2,667,767,0.5
"ENSMUSG00000095213.3",2421,1,1,0,2422,1
"ENSMUSG00000085101.8",39511,1,3,38946,545,0.333333333333333
"ENSMUSG00000087513.2",2029,1,3,1090,940,0.333333333333333
"ENSMUSG00000086654.2",38210,1,2,37453,383,0.5
"ENSMUSG00000085525.8",26605,2,6,8868,1266,0.333333333333333
"ENSMUSG00000086046.2",27834,1,3,26766,1069,0.333333333333333
"ENSMUSG00000093617.2",5070,1,3,3378,1693,0.333333333333333
"ENSMUSG00000086130.2",2336,1,2,717,1620,0.5
"ENSMUSG00000093594.2",27521,1,3,25006,2516,0.333333333333333
"ENSMUSG00000086806.2",2923,1,3,2104,820,0.333333333333333
"ENSMUSG00000078494.6",4028,1,3,3214,600,0.333333333333333
"ENSMUSG00000087027.3",9716,1,4,8627,1090,0.25
"ENSMUSG00000086326.2",3081,1,2,2824,258,0.5
"ENSMUSG00000087217.2",1286,1,2,793,494,0.5
"ENSMUSG00000087273.2",2878,1,2,2359,520,0.5
"ENSMUSG00000086766.2",813,1,2,578,236,0.5
"ENSMUSG00000086606.2",1422,1,2,861,562,0.5
"ENSMUSG00000086740.2",24374,2,6,25328,5657,0.333333333333333
"ENSMUSG00000085286.2",1258,1,2,503,756,0.5
"ENSMUSG00000085807.2",444,1,2,128,317,0.5
"ENSMUSG00000085819.8",17392,2,6,25302,3513,0.333333333333333
"ENSMUSG00000086949.2",2170,1,2,1287,884,0.5
"ENSMUSG00000085403.2",1089,1,2,214,876,0.5
"ENSMUSG00000085368.2",7080,1,2,6661,420,0.5
"ENSMUSG00000084807.2",690,1,2,205,486,0.5
"ENSMUSG00000086767.2",4143,1,3,3376,768,0.333333333333333
"ENSMUSG00000086665.2",7963,1,2,7560,404,0.5
"ENSMUSG00000087094.2",5384,1,3,2900,2485,0.333333333333333
"ENSMUSG00000085213.2",1675,1,3,1207,469,0.333333333333333
"ENSMUSG00000085869.2",10544,1,3,9967,578,0.333333333333333
"ENSMUSG00000085097.2",13842,1,3,13086,757,0.333333333333333
"ENSMUSG00000078492.4",26724,1,4,26132,593,0.25
"ENSMUSG00000085593.2",3112,1,2,2029,1084,0.5
"ENSMUSG00000085724.2",541,1,2,291,251,0.5
"ENSMUSG00000085179.2",1443,1,2,745,699,0.5
"ENSMUSG00000090057.2",462,1,2,145,318,0.5
"ENSMUSG00000073699.4",2975,1,3,2092,884,0.333333333333333
"ENSMUSG00000085648.2",1353,1,2,913,441,0.5
"ENSMUSG00000087454.2",419,1,2,200,220,0.5
"ENSMUSG00000085390.2",1280,1,2,661,620,0.5
"ENSMUSG00000086272.2",2870,1,3,1500,1371,0.333333333333333
"ENSMUSG00000087071.2",4874,1,2,2683,2192,0.5
"ENSMUSG00000097871.2",13791,1,4,12916,876,0.25
"ENSMUSG00000086565.2",7363,1,4,6628,736,0.25
"ENSMUSG00000084987.2",3005,2,4,3271,1125,0.5
"ENSMUSG00000085069.3",7148,1,2,3607,3542,0.5
"ENSMUSG00000098424.2",618,1,2,107,512,0.5
"ENSMUSG00000086810.2",9564,1,2,6151,3414,0.5
"ENSMUSG00000087437.8",7497,1,5,3724,1258,0.2
"ENSMUSG00000092483.2",908,1,2,237,672,0.5
"ENSMUSG00000073686.3",3376,1,2,264,3113,0.5
"ENSMUSG00000098729.2",782,1,2,126,657,0.5
"ENSMUSG00000084803.9",22941,2,7,30701,5627,0.285714285714286
"ENSMUSG00000086682.2",16455,1,3,13966,2490,0.333333333333333
"ENSMUSG00000085063.2",378,1,2,208,171,0.5
"ENSMUSG00000096221.4",2182,1,1,0,2183,1
"ENSMUSG00000054514.4",8086,3,8,9393,2103,0.375
"ENSMUSG00000073679.3",686,1,1,0,687,1
"ENSMUSG00000087381.9",9635,2,7,5853,1290,0.285714285714286
"ENSMUSG00000086549.2",7087,1,2,5552,1536,0.5
"ENSMUSG00000078349.4",7293,2,3,4418,4724,0.666666666666667
"ENSMUSG00000111895.2",851,1,2,241,611,0.5
"ENSMUSG00000106658.2",14265,2,7,13637,1179,0.285714285714286
"ENSMUSG00000106588.2",8012,1,2,6781,1232,0.5
"ENSMUSG00000105534.2",1447,1,1,0,1448,1
"ENSMUSG00000105656.2",751,1,1,0,752,1
"ENSMUSG00000104891.2",1262,1,1,0,1263,1
"ENSMUSG00000105130.2",733,1,1,0,734,1
"ENSMUSG00000104950.2",1945,1,1,0,1946,1
"ENSMUSG00000106535.2",1886,1,1,0,1887,1
"ENSMUSG00000105560.2",14341,1,3,12195,2147,0.333333333333333
"ENSMUSG00000106212.2",3121,1,1,0,3122,1
"ENSMUSG00000105062.2",1753,1,1,0,1754,1
"ENSMUSG00000106472.2",1918,1,1,0,1919,1
"ENSMUSG00000106054.2",2662,1,1,0,2663,1
"ENSMUSG00000105287.2",3343,1,1,0,3344,1
"ENSMUSG00000105864.2",4758,1,1,0,4759,1
"ENSMUSG00000106202.2",2646,1,1,0,2647,1
"ENSMUSG00000104867.2",2621,1,1,0,2622,1
"ENSMUSG00000106064.2",12666,1,4,12087,580,0.25
"ENSMUSG00000105068.2",280238,1,6,279550,689,0.166666666666667
"ENSMUSG00000086528.2",15413,1,6,13219,2195,0.166666666666667
"ENSMUSG00000097279.2",24946,1,3,23613,1334,0.333333333333333
"ENSMUSG00000084923.2",1267,1,2,862,406,0.5
"ENSMUSG00000114430.2",26536,3,8,29459,4146,0.375
"ENSMUSG00000089926.2",1800,1,2,761,1040,0.5
"ENSMUSG00000073226.10",50024,1,3,47597,2287,0.333333333333333
"ENSMUSG00000105157.2",100316,2,8,190991,962,0.25
"ENSMUSG00000091422.9",5779,1,5,4708,1072,0.2
"ENSMUSG00000106652.2",16148,1,7,15179,970,0.142857142857143
"ENSMUSG00000105978.2",16679,1,5,15894,786,0.2
"ENSMUSG00000106506.2",16655,1,5,15870,786,0.2
"ENSMUSG00000104982.2",16288,1,7,15319,970,0.142857142857143
"ENSMUSG00000104811.2",16217,1,6,15428,790,0.166666666666667
"ENSMUSG00000106148.2",19493,1,4,18785,709,0.25
"ENSMUSG00000106034.2",14992,1,6,14312,681,0.166666666666667
"ENSMUSG00000105688.2",16117,1,7,15150,968,0.142857142857143
"ENSMUSG00000104789.2",16671,1,5,15886,786,0.2
"ENSMUSG00000105299.2",16656,1,5,15871,786,0.2
"ENSMUSG00000099391.3",80055,2,11,97574,1934,0.181818181818182
"ENSMUSG00000105479.2",16313,1,5,15522,792,0.2
"ENSMUSG00000106026.2",16353,1,7,15385,969,0.142857142857143
"ENSMUSG00000099516.2",8110,1,3,7659,452,0.333333333333333
"ENSMUSG00000104941.2",1090,1,2,187,904,0.5
"ENSMUSG00000104638.2",60232,1,3,59172,1061,0.333333333333333
"ENSMUSG00000085352.2",17719,1,4,17259,461,0.25
"ENSMUSG00000097976.2",19179,1,3,18452,728,0.333333333333333
"ENSMUSG00000098233.2",26679,2,6,34990,1384,0.333333333333333
"ENSMUSG00000106004.5",14705,2,5,13907,1884,0.4
"ENSMUSG00000094230.6",140190,2,5,144769,1951,0.4
"ENSMUSG00000105300.2",67064,1,6,66553,512,0.166666666666667
"ENSMUSG00000089871.2",33886,1,5,32804,1083,0.2
"ENSMUSG00000105185.5",19901,1,6,18871,968,0.166666666666667
"ENSMUSG00000096936.2",9651,1,2,8197,1455,0.5
"ENSMUSG00000104886.2",3882,1,2,540,3343,0.5
"ENSMUSG00000099854.2",1744,1,2,1256,489,0.5
"ENSMUSG00000104718.2",8489,1,6,7634,856,0.166666666666667
"ENSMUSG00000097626.6",24187,1,4,22032,2156,0.25
"ENSMUSG00000073174.7",3775,1,3,2894,879,0.333333333333333
"ENSMUSG00000101013.2",5409,1,1,0,5410,1
"ENSMUSG00000073152.5",43083,1,4,41288,1796,0.25
"ENSMUSG00000090226.2",1676,1,2,785,892,0.5
"ENSMUSG00000105106.2",3832,1,1,0,3833,1
"ENSMUSG00000097207.8",257418,4,13,558172,8818,0.307692307692308
"ENSMUSG00000105076.2",7997,2,4,6023,5053,0.5
"ENSMUSG00000104866.2",22876,1,5,22299,578,0.2
"ENSMUSG00000105254.2",16904,1,3,16221,684,0.333333333333333
"ENSMUSG00000073147.4",51961,4,16,92456,5134,0.25
"ENSMUSG00000106269.2",1492,1,2,803,690,0.5
"ENSMUSG00000105565.2",807,1,1,0,808,1
"ENSMUSG00000105987.5",14371,3,9,22265,3781,0.333333333333333
"ENSMUSG00000086697.3",16279,1,5,13765,2515,0.2
"ENSMUSG00000097180.6",4441,1,4,3067,1375,0.25
"ENSMUSG00000086729.2",3293,1,2,3023,271,0.5
"ENSMUSG00000086769.8",17422,2,8,27617,4202,0.25
"ENSMUSG00000105858.2",581,1,1,0,582,1
"ENSMUSG00000097275.2",7788,1,3,1958,5831,0.333333333333333
"ENSMUSG00000087314.2",2390,1,3,959,1432,0.333333333333333
"ENSMUSG00000086446.2",4281,1,7,3291,991,0.142857142857143
"ENSMUSG00000059631.7",12326,1,2,11462,865,0.5
"ENSMUSG00000043833.7",9126,2,6,6839,3838,0.333333333333333
"ENSMUSG00000101856.2",1453,1,1,0,1454,1
"ENSMUSG00000059244.7",1476,1,1,0,1470,1
"ENSMUSG00000106144.2",1466,1,1,0,1467,1
"ENSMUSG00000105052.5",6658,1,5,3684,2975,0.2
"ENSMUSG00000029044.10",33244,2,9,64346,2117,0.222222222222222
"ENSMUSG00000086505.2",1324,1,2,898,427,0.5
"ENSMUSG00000097673.2",51640,2,5,49834,3316,0.4
"ENSMUSG00000097726.8",475721,2,13,724146,3802,0.153846153846154
"ENSMUSG00000097561.2",11789,1,2,8553,3237,0.5
"ENSMUSG00000053121.5",602,1,1,0,603,1
"ENSMUSG00000105437.2",5236,1,2,2593,2644,0.5
"ENSMUSG00000105439.2",12657,1,3,12302,356,0.333333333333333
"ENSMUSG00000104667.2",4746,1,2,2498,2249,0.5
"ENSMUSG00000106311.2",444,1,2,37,408,0.5
"ENSMUSG00000106300.2",14373,1,2,11200,3131,0.5
"ENSMUSG00000053214.8",14632,1,3,0,0,0.333333333333333
"ENSMUSG00000106173.2",1445,1,2,705,741,0.5
"ENSMUSG00000106229.2",2857,1,1,0,2858,1
"ENSMUSG00000087258.2",4635,1,2,4401,235,0.5
"ENSMUSG00000107265.2",1591,1,3,631,961,0.333333333333333
"ENSMUSG00000055424.5",766,1,1,0,767,1
"ENSMUSG00000107142.2",8550,1,2,7012,1535,0.5
"ENSMUSG00000107352.2",8260,1,2,1713,6548,0.5
"ENSMUSG00000107355.2",1802,2,5,897,2193,0.4
"ENSMUSG00000105617.5",105034,1,2,87677,304,0.5
"ENSMUSG00000106894.2",4886,1,3,2204,2683,0.333333333333333
"ENSMUSG00000107078.2",34119,1,2,33870,250,0.5
"ENSMUSG00000107036.2",7861,1,2,2497,737,0.5
"ENSMUSG00000085234.2",143881,1,4,142345,1537,0.25
"ENSMUSG00000105647.2",276,1,2,81,196,0.5
"ENSMUSG00000092275.2",17536,1,7,15605,1932,0.142857142857143
"ENSMUSG00000107248.2",839,1,2,513,327,0.5
"ENSMUSG00000107043.2",1806,1,2,223,1584,0.5
"ENSMUSG00000106688.2",1410,1,1,0,1411,1
"ENSMUSG00000106902.2",16599,1,4,15525,1075,0.25
"ENSMUSG00000106702.2",1000,1,2,487,514,0.5
"ENSMUSG00000086291.2",1992,1,2,424,1569,0.5
"ENSMUSG00000106888.2",4822,1,2,2801,2022,0.5
"ENSMUSG00000107287.2",18318,1,2,17857,462,0.5
"ENSMUSG00000085166.2",1759,1,2,975,785,0.5
"ENSMUSG00000107246.2",27308,1,3,26286,1023,0.333333333333333
"ENSMUSG00000107040.2",1575,1,2,1108,468,0.5
"ENSMUSG00000106762.4",6136,2,7,8687,2783,0.285714285714286
"ENSMUSG00000055944.4",9324,1,2,5549,3776,0.5
"ENSMUSG00000055061.6",7536,1,4,4802,2735,0.25
"ENSMUSG00000087703.2",1930,1,4,1161,770,0.25
"ENSMUSG00000039563.7",17242,3,8,32223,3878,0.375
"ENSMUSG00000106797.2",28951,1,3,28300,652,0.333333333333333
"ENSMUSG00000107081.2",1819,1,2,1429,391,0.5
"ENSMUSG00000087487.2",3284,1,3,1794,1491,0.333333333333333
"ENSMUSG00000097686.2",3482,1,2,2228,1255,0.5
"ENSMUSG00000107131.2",772,1,2,90,683,0.5
"ENSMUSG00000106718.2",4145,2,5,4554,2173,0.4
"ENSMUSG00000107126.2",2377,1,2,110,2268,0.5
"ENSMUSG00000097029.3",3564,1,3,946,2619,0.333333333333333
"ENSMUSG00000106932.2",4762,1,3,4468,295,0.333333333333333
"ENSMUSG00000079528.10",11914,1,4,11476,439,0.25
"ENSMUSG00000106794.2",53134,1,3,52650,485,0.333333333333333
"ENSMUSG00000107031.2",6175,1,3,5623,553,0.333333333333333
"ENSMUSG00000106679.2",19582,1,2,17369,2214,0.5
"ENSMUSG00000106741.4",141825,1,6,140624,1159,0.166666666666667
"ENSMUSG00000107070.2",9957,1,4,7483,2475,0.25
"ENSMUSG00000107193.2",11688,1,4,11373,316,0.25
"ENSMUSG00000106501.2",4324,1,2,2023,2302,0.5
"ENSMUSG00000085720.9",83669,1,8,82237,1433,0.125
"ENSMUSG00000104846.2",2212,1,2,1841,372,0.5
"ENSMUSG00000107244.2",3190,1,2,2373,818,0.5
"ENSMUSG00000104691.2",4161,1,2,3825,337,0.5
"ENSMUSG00000087290.3",51802,2,7,50589,1699,0.285714285714286
"ENSMUSG00000104701.2",1038,1,1,0,1039,1
"ENSMUSG00000086479.3",1274,1,2,731,544,0.5
"ENSMUSG00000087281.2",670,1,3,281,390,0.333333333333333
"ENSMUSG00000105264.2",22656,2,4,25633,939,0.5
"ENSMUSG00000072962.4",2073,1,1,0,2074,1
"ENSMUSG00000105353.2",301,1,1,0,302,1
"ENSMUSG00000105503.2",4320,1,3,3634,687,0.333333333333333
"ENSMUSG00000104784.2",16961,1,2,15975,987,0.5
"ENSMUSG00000104800.2",14799,1,4,13877,923,0.25
"ENSMUSG00000104894.5",20669,2,6,27060,2686,0.333333333333333
"ENSMUSG00000105224.2",6014,1,2,4798,1217,0.5
"ENSMUSG00000106656.2",11989,1,3,11637,353,0.333333333333333
"ENSMUSG00000062496.10",12605,2,12,11199,2692,0.166666666666667
"ENSMUSG00000029092.10",415231,2,11,475354,4943,0.181818181818182
"ENSMUSG00000104781.2",59260,1,2,58592,669,0.5
"ENSMUSG00000105255.2",15749,1,2,15412,338,0.5
"ENSMUSG00000097825.6",6770,2,6,5448,5805,0.333333333333333
"ENSMUSG00000106602.2",5591,1,3,5007,585,0.333333333333333
"ENSMUSG00000092309.3",2642,1,2,2165,478,0.5
"ENSMUSG00000092559.2",2139,1,2,1877,263,0.5
"ENSMUSG00000093502.3",9105,1,2,6900,2206,0.5
"ENSMUSG00000104870.2",4762,1,3,4027,736,0.333333333333333
"ENSMUSG00000105423.5",95829,1,11,94075,1755,0.0909090909090909
"ENSMUSG00000105320.2",145579,1,3,142430,3150,0.333333333333333
"ENSMUSG00000104847.2",1211,1,2,105,1107,0.5
"ENSMUSG00000097145.6",88362,3,10,145407,1969,0.3
"ENSMUSG00000106464.2",16450,1,8,14379,2072,0.125
"ENSMUSG00000104751.2",274,1,1,0,275,1
"ENSMUSG00000106380.2",2093,1,2,418,1676,0.5
"ENSMUSG00000104829.2",1248,1,2,543,706,0.5
"ENSMUSG00000052295.5",11462,1,3,8612,2851,0.333333333333333
"ENSMUSG00000106352.5",21424,2,5,39471,1223,0.4
"ENSMUSG00000106538.2",13716,1,5,13065,652,0.2
"ENSMUSG00000090642.3",1501,1,2,642,860,0.5
"ENSMUSG00000106981.2",1699,1,1,0,1700,1
"ENSMUSG00000106808.2",11118,1,2,10926,193,0.5
"ENSMUSG00000106807.2",3471,1,2,1926,1546,0.5
"ENSMUSG00000107111.2",971,1,3,704,268,0.333333333333333
"ENSMUSG00000105912.2",8552,1,4,5800,2753,0.25
"ENSMUSG00000097216.4",150119,1,5,147110,729,0.2
"ENSMUSG00000105234.2",9760,1,3,9341,420,0.333333333333333
"ENSMUSG00000100557.2",2253,1,2,1497,757,0.5
"ENSMUSG00000106634.2",4540,1,2,2721,1820,0.5
"ENSMUSG00000106013.5",22885,1,5,21708,1167,0.2
"ENSMUSG00000105903.2",4711,1,2,4515,197,0.5
"ENSMUSG00000087552.3",1069,1,2,589,481,0.5
"ENSMUSG00000106219.2",5250,1,3,2624,2627,0.333333333333333
"ENSMUSG00000105730.2",3117,1,2,2770,348,0.5
"ENSMUSG00000105443.2",2751,1,2,2084,668,0.5
"ENSMUSG00000105105.2",39633,1,4,39093,541,0.25
"ENSMUSG00000100911.3",13130,1,3,12364,767,0.333333333333333
"ENSMUSG00000105352.5",6959,2,6,6586,1578,0.333333333333333
"ENSMUSG00000105402.5",16843,1,4,13965,2879,0.25
"ENSMUSG00000105183.2",2027,1,2,1446,582,0.5
"ENSMUSG00000104928.2",1776,1,2,1205,572,0.5
"ENSMUSG00000097668.3",3060,1,3,869,2192,0.333333333333333
"ENSMUSG00000097640.8",95910,3,10,107795,1751,0.3
"ENSMUSG00000107102.2",3724,1,2,2439,1286,0.5
"ENSMUSG00000106978.2",3388,2,4,3855,934,0.5
"ENSMUSG00000097092.3",23733,1,6,22621,1113,0.166666666666667
"ENSMUSG00000107014.2",24729,1,3,24325,405,0.333333333333333
"ENSMUSG00000087601.4",50003,2,9,68056,2190,0.222222222222222
"ENSMUSG00000085839.2",550,1,2,425,126,0.5
"ENSMUSG00000086964.2",2391,1,3,1989,403,0.333333333333333
"ENSMUSG00000107319.2",1291,1,1,0,1292,1
"ENSMUSG00000107266.2",6212,1,2,540,555,0.5
"ENSMUSG00000097840.2",10310,1,3,9017,1294,0.333333333333333
"ENSMUSG00000107385.4",13735,2,10,23395,3734,0.2
"ENSMUSG00000085363.2",4375,1,2,2204,2172,0.5
"ENSMUSG00000087261.3",61948,2,7,114811,4481,0.285714285714286
"ENSMUSG00000106880.2",9473,1,4,8729,745,0.25
"ENSMUSG00000105489.2",19556,1,3,18431,1126,0.333333333333333
"ENSMUSG00000093400.2",51694,1,4,50838,857,0.25
"ENSMUSG00000093771.2",904,1,2,518,387,0.5
"ENSMUSG00000106136.3",2142,1,2,1414,729,0.5
"ENSMUSG00000086376.3",870,1,2,504,367,0.5
"ENSMUSG00000090561.3",2487,1,2,1843,645,0.5
"ENSMUSG00000107087.2",5557,1,2,5278,280,0.5
"ENSMUSG00000100175.7",15606,1,5,14858,725,0.2
"ENSMUSG00000107027.2",7525,1,2,6993,533,0.5
"ENSMUSG00000106968.2",1995,1,2,1148,848,0.5
"ENSMUSG00000087250.3",15465,1,2,14958,508,0.5
"ENSMUSG00000086234.4",7735,1,2,6899,831,0.5
"ENSMUSG00000106943.3",2346,2,4,686,2921,0.5
"ENSMUSG00000085657.8",26007,1,7,24474,1534,0.142857142857143
"ENSMUSG00000085497.3",2935,1,2,2593,343,0.5
"ENSMUSG00000106987.2",4556,1,2,2883,1674,0.5
"ENSMUSG00000072874.5",17178,1,5,15742,1437,0.2
"ENSMUSG00000107192.2",36786,1,4,35421,1366,0.25
"ENSMUSG00000106760.2",598,1,2,143,456,0.5
"ENSMUSG00000107386.2",11597,1,4,10865,733,0.25
"ENSMUSG00000106754.2",8362,1,2,650,488,0.5
"ENSMUSG00000106726.2",5330,1,3,4657,674,0.333333333333333
"ENSMUSG00000107061.2",2610,1,4,1416,1195,0.25
"ENSMUSG00000100936.2",3720,1,3,2998,723,0.333333333333333
"ENSMUSG00000106756.2",12801,1,4,12262,540,0.25
"ENSMUSG00000098449.2",651,1,1,0,652,1
"ENSMUSG00000087037.2",10647,1,6,9040,1608,0.166666666666667
"ENSMUSG00000086632.2",12414,1,4,11622,793,0.25
"ENSMUSG00000087541.2",7771,1,2,6111,1661,0.5
"ENSMUSG00000085858.2",5538,1,3,5023,516,0.333333333333333
"ENSMUSG00000106783.2",1781,1,2,1131,651,0.5
"ENSMUSG00000106828.2",7084,1,3,6747,338,0.333333333333333
"ENSMUSG00000106906.2",39185,1,5,38772,414,0.2
"ENSMUSG00000107232.2",3363,1,2,2806,558,0.5
"ENSMUSG00000106985.2",8634,1,2,7897,738,0.5
"ENSMUSG00000087431.2",6517,1,3,4699,1819,0.333333333333333
"ENSMUSG00000106598.2",3815,1,1,0,3816,1
"ENSMUSG00000104878.2",1977,1,1,0,1978,1
"ENSMUSG00000106507.2",2790,1,1,0,2791,1
"ENSMUSG00000089851.2",30837,1,2,28272,2566,0.5
"ENSMUSG00000105704.2",88200,1,5,87322,879,0.2
"ENSMUSG00000104937.2",15892,1,3,15464,429,0.333333333333333
"ENSMUSG00000104839.2",3529,1,2,2695,835,0.5
"ENSMUSG00000099605.2",70772,1,5,69990,783,0.2
"ENSMUSG00000105888.2",5392,1,5,4963,430,0.2
"ENSMUSG00000055961.8",2867,1,1,0,2868,1
"ENSMUSG00000105640.2",19574,1,2,18859,716,0.5
"ENSMUSG00000054945.5",1868,1,1,0,1869,1
"ENSMUSG00000106788.2",16843,1,2,16473,371,0.5
"ENSMUSG00000106863.4",35878,2,6,52580,1258,0.333333333333333
"ENSMUSG00000107044.2",3623,1,2,967,2657,0.5
"ENSMUSG00000107218.2",2170,1,2,1621,550,0.5
"ENSMUSG00000107350.2",22902,1,2,22495,408,0.5
"ENSMUSG00000107198.2",25850,1,6,22650,3201,0.166666666666667
"ENSMUSG00000099468.2",4589,1,2,4239,351,0.5
"ENSMUSG00000101978.2",1058,1,3,567,492,0.333333333333333
"ENSMUSG00000107301.2",2003,1,2,1694,310,0.5
"ENSMUSG00000029409.8",5515,2,7,9985,1044,0.285714285714286
"ENSMUSG00000106698.2",12708,1,2,12181,528,0.5
"ENSMUSG00000092266.2",1237,1,2,917,321,0.5
"ENSMUSG00000106263.2",1354,1,2,854,501,0.5
"ENSMUSG00000106526.2",3817,1,2,3017,801,0.5
"ENSMUSG00000104955.2",3433,1,2,2779,655,0.5
"ENSMUSG00000106319.2",11830,1,4,10290,1541,0.25
"ENSMUSG00000105283.2",11834,1,3,11346,489,0.333333333333333
"ENSMUSG00000106357.2",13595,1,3,13134,462,0.333333333333333
"ENSMUSG00000105006.2",1158,1,1,0,1159,1
"ENSMUSG00000104736.2",6822,1,3,4129,2694,0.333333333333333
"ENSMUSG00000105850.2",12378,1,2,11713,666,0.5
"ENSMUSG00000104717.2",22535,1,3,22148,388,0.333333333333333
"ENSMUSG00000097516.8",249762,2,8,442342,3100,0.25
"ENSMUSG00000045238.10",2863,1,2,0,0,0.5
"ENSMUSG00000067101.6",13375,1,4,3220,1003,0.25
"ENSMUSG00000105579.3",132358,1,9,129647,2712,0.111111111111111
"ENSMUSG00000105686.2",5189,1,4,1938,3252,0.25
"ENSMUSG00000104753.2",2648,1,1,0,2649,1
"ENSMUSG00000090006.2",738,1,2,176,563,0.5
"ENSMUSG00000090146.2",1226,1,2,436,791,0.5
"ENSMUSG00000089743.8",33364,3,8,73029,1578,0.375
"ENSMUSG00000029331.4",2035,1,2,1120,916,0.5
"ENSMUSG00000105218.5",23119,2,14,31515,2696,0.142857142857143
"ENSMUSG00000091623.3",2485,1,2,475,2011,0.5
"ENSMUSG00000086259.8",17311,1,5,15972,1216,0.2
"ENSMUSG00000103927.2",4113,1,2,1998,2116,0.5
"ENSMUSG00000100157.7",7357,1,4,6251,1107,0.25
"ENSMUSG00000097772.8",8693,2,7,10447,4112,0.285714285714286
"ENSMUSG00000085269.2",7246,1,4,6371,876,0.25
"ENSMUSG00000105755.2",423,1,1,0,424,1
"ENSMUSG00000087611.2",6370,1,2,3316,3055,0.5
"ENSMUSG00000106255.2",3706,1,3,2785,922,0.333333333333333
"ENSMUSG00000092503.2",3061,1,2,2831,231,0.5
"ENSMUSG00000105097.2",5930,1,2,5294,637,0.5
"ENSMUSG00000106164.2",2264,1,2,1087,1178,0.5
"ENSMUSG00000092354.8",8994,2,7,14164,1578,0.285714285714286
"ENSMUSG00000106492.2",1564,2,4,906,1150,0.5
"ENSMUSG00000106586.2",8999,2,4,8317,1481,0.5
"ENSMUSG00000104956.2",68654,1,7,67031,1624,0.142857142857143
"ENSMUSG00000105426.2",1705,1,2,1356,350,0.5
"ENSMUSG00000104684.2",2392,1,1,0,2393,1
"ENSMUSG00000104580.2",19576,1,4,18947,630,0.25
"ENSMUSG00000097877.3",10470,2,7,6761,5846,0.285714285714286
"ENSMUSG00000105615.2",7389,1,3,6329,1061,0.333333333333333
"ENSMUSG00000097237.2",5725,1,3,3477,2249,0.333333333333333
