"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSG00000185909.15",4888,1,6,2917,1972,0.166666666666667
"ENSG00000236980.10",14224,2,6,27039,1373,0.333333333333333
"ENSG00000173421.17",59678,4,16,213629,9724,0.25
"ENSG00000188315.8",8636,1,3,4889,3748,0.333333333333333
"ENSG00000114316.13",63568,4,27,166388,10282,0.148148148148148
"ENSG00000233276.8",1177,5,8,1094,3911,0.625
"ENSG00000067560.14",53859,6,14,304867,12702,0.428571428571429
"ENSG00000145022.4",4269,1,3,2124,2146,0.333333333333333
"ENSG00000283189.2",12537,1,11,10251,2266,0.0909090909090909
"ENSG00000145020.16",5907,12,23,46722,21177,0.521739130434783
"ENSG00000145029.14",6993,3,8,12065,6419,0.375
"ENSG00000173402.12",66915,4,14,420178,38232,0.285714285714286
"ENSG00000164061.5",117072,1,12,101102,15971,0.0833333333333333
"ENSG00000164062.13",9957,2,25,13469,5128,0.08
"ENSG00000173531.15",5554,1,18,2486,2621,0.0555555555555556
"ENSG00000164068.16",31991,4,45,61195,8687,0.0888888888888889
"ENSG00000176020.9",2855,1,1,0,2856,1
"ENSG00000173540.14",7129,6,20,5852,18687,0.3
"ENSG00000176095.12",62248,5,12,289069,16469,0.416666666666667
"ENSG00000187492.9",9141,3,22,7522,4733,0.136363636363636
"ENSG00000185614.7",1769,1,2,737,1033,0.5
"ENSG00000182179.13",8744,1,24,5441,3304,0.0416666666666667
"ENSG00000183763.9",27973,2,17,52115,3168,0.117647058823529
"ENSG00000164076.17",11947,6,23,55811,16282,0.260869565217391
"ENSG00000164078.13",16871,4,27,66881,16509,0.148148148148148
"ENSG00000164077.14",23013,5,15,94224,14127,0.333333333333333
"ENSG00000004534.15",160038,5,28,546648,12908,0.178571428571429
"ENSG00000003756.17",30102,2,26,37486,5893,0.0769230769230769
"ENSG00000001617.12",34030,3,24,87431,10360,0.125
"ENSG00000114349.10",6086,2,11,6110,4823,0.181818181818182
"ENSG00000188338.15",16240,1,16,13263,2953,0.0625
"ENSG00000114353.17",33070,5,17,106830,9944,0.294117647058824
"ENSG00000012171.20",9988,6,30,26021,15142,0.2
"ENSG00000179564.4",9027,1,4,7594,1434,0.25
"ENSG00000214706.12",5186,2,17,5656,4218,0.117647058823529
"ENSG00000186792.17",6574,5,12,29194,8206,0.416666666666667
"ENSG00000243477.6",3014,4,6,5647,5777,0.666666666666667
"ENSG00000114378.17",12491,6,16,21129,12369,0.375
"ENSG00000068001.14",4992,4,11,8412,10390,0.363636363636364
"ENSG00000114383.10",8224,1,3,1646,1669,0.333333333333333
"ENSG00000068028.18",11198,5,13,40416,8967,0.384615384615385
"ENSG00000004838.14",4622,2,14,5709,3531,0.142857142857143
"ENSG00000114388.14",3496,1,11,1904,1542,0.0909090909090909
"ENSG00000114395.11",7615,4,10,7704,5112,0.4
"ENSG00000272104.1",17031,1,3,16624,408,0.333333333333333
"ENSG00000126062.4",4771,1,2,2665,2107,0.5
"ENSG00000007402.12",141631,6,48,812741,30530,0.125
"ENSG00000088543.15",13002,5,14,34028,9549,0.357142857142857
"ENSG00000114735.10",27016,3,15,29286,35556,0.2
"ENSG00000114737.16",5285,2,6,6377,4186,0.333333333333333
"ENSG00000114738.11",37771,3,17,93617,8025,0.176470588235294
"ENSG00000088538.13",709271,1,53,700203,9069,0.0188679245283019
"ENSG00000145050.19",4106,1,4,3198,909,0.25
"ENSG00000259956.2",6623,1,1,0,6624,1
"ENSG00000145041.16",104148,4,33,374775,21660,0.121212121212121
"ENSG00000164080.14",129948,2,25,237297,19733,0.08
"ENSG00000164081.13",41630,5,15,221027,10588,0.333333333333333
"ENSG00000164082.15",11545,2,10,15534,5420,0.2
"ENSG00000214686.7",680,4,7,741,1901,0.571428571428571
"ENSG00000285749.2",34586,1,8,11568,1685,0.125
"ENSG00000229972.8",3973,4,9,7215,3466,0.444444444444444
"ENSG00000184345.5",1809,1,3,1209,601,0.333333333333333
"ENSG00000214681.4",1880,1,2,1352,529,0.5
"ENSG00000173389.16",8477,1,4,7765,713,0.25
"ENSG00000114767.7",8475,1,15,6934,1542,0.0666666666666667
"ENSG00000041880.15",6522,5,20,19725,11250,0.25
"ENSG00000180929.6",2118,1,1,0,2119,1
"ENSG00000090097.22",16562,5,22,34650,11763,0.227272727272727
"ENSG00000114779.20",14899,6,17,31628,10144,0.352941176470588
"ENSG00000248487.9",9773,3,12,15547,2853,0.25
"ENSG00000114786.16",14477,1,14,12410,1705,0.0714285714285714
"ENSG00000243989.9",5857,4,8,26072,8215,0.5
"ENSG00000162244.12",2373,7,14,9822,5220,0.5
"ENSG00000164086.10",7652,1,3,4292,3361,0.333333333333333
"ENSG00000164087.8",79464,3,16,231859,5695,0.1875
"ENSG00000023330.15",16241,4,18,55548,9142,0.222222222222222
"ENSG00000239732.4",4565,1,2,1214,3352,0.5
"ENSG00000173366.11",10109,1,5,6415,3695,0.2
"ENSG00000247596.10",18176,5,13,52194,8013,0.384615384615385
"ENSG00000164088.18",4840,3,14,7206,6450,0.214285714285714
"ENSG00000164091.12",33586,1,9,19930,4286,0.111111111111111
"ENSG00000168237.18",8168,6,15,23391,9282,0.4
"ENSG00000114841.18",84173,1,78,71069,13105,0.0128205128205128
"ENSG00000163930.10",9000,3,21,10856,7523,0.142857142857143
"ENSG00000010318.21",12981,4,20,40648,6348,0.2
"ENSG00000010319.7",12068,1,16,7076,4993,0.0625
"ENSG00000114854.8",2941,1,6,2255,687,0.166666666666667
"ENSG00000010322.16",37950,4,26,111939,16069,0.153846153846154
"ENSG00000010327.10",29157,1,69,21230,7928,0.0144927536231884
"ENSG00000168268.11",10669,3,17,23884,5563,0.176470588235294
"ENSG00000168273.8",45224,3,5,49278,2565,0.6
"ENSG00000163939.18",140565,7,41,1020352,42313,0.170731707317073
"ENSG00000163938.17",13341,2,17,12969,3974,0.117647058823529
"ENSG00000016864.19",11546,4,17,36136,6880,0.235294117647059
"ENSG00000114902.14",6193,3,8,4895,5690,0.375
"ENSG00000114904.13",62502,3,19,144021,11081,0.157894736842105
"ENSG00000055957.11",14473,3,26,24329,6519,0.115384615384615
"ENSG00000162267.12",14241,3,28,34190,8265,0.107142857142857
"ENSG00000055955.17",17726,3,28,43362,9144,0.107142857142857
"ENSG00000243696.5",22447,1,7,16808,5640,0.142857142857143
"ENSG00000272573.6",1905,2,4,2556,1145,0.5
"ENSG00000248592.7",64441,1,9,63008,1405,0.111111111111111
"ENSG00000213533.13",61329,1,2,56072,4744,0.5
"ENSG00000163935.14",143178,1,21,137949,4553,0.0476190476190476
"ENSG00000272305.5",130334,1,5,79748,690,0.2
"ENSG00000163933.10",41970,2,14,73861,6881,0.142857142857143
"ENSG00000163932.15",36708,5,27,136092,13147,0.185185185185185
"ENSG00000163931.16",31340,4,25,113486,9833,0.16
"ENSG00000272886.6",64157,2,12,116492,7779,0.166666666666667
"ENSG00000157388.20",484770,6,58,2045822,48004,0.103448275862069
"ENSG00000016391.11",34084,1,9,26391,7694,0.111111111111111
"ENSG00000056736.10",19226,1,11,17211,2016,0.0909090909090909
"ENSG00000113812.14",15086,2,16,22740,5670,0.125
"ENSG00000113811.11",7545,2,9,11895,2311,0.222222222222222
"ENSG00000157445.15",952010,5,47,4739860,17974,0.106382978723404
"ENSG00000144771.8",48857,2,5,55853,2732,0.4
"ENSG00000114251.15",24824,3,9,44042,13182,0.333333333333333
"ENSG00000187672.14",960156,1,18,953918,6239,0.0555555555555556
"ENSG00000180376.17",64676,2,20,123077,6161,0.1
"ENSG00000163946.14",63133,5,33,222315,29576,0.151515151515152
"ENSG00000163947.12",351911,6,22,761619,17428,0.272727272727273
"ENSG00000186451.2",14768,1,2,12579,2190,0.5
"ENSG00000144730.19",80324,3,18,182223,15520,0.166666666666667
"ENSG00000163666.10",29768,3,10,30891,3042,0.3
"ENSG00000157500.12",50379,1,22,39674,6069,0.0454545454545455
"ENSG00000239388.9",24343,2,17,42314,6362,0.117647058823529
"ENSG00000174844.14",250645,3,82,596973,25856,0.0365853658536585
"ENSG00000174840.9",10574,2,5,3417,11820,0.4
"ENSG00000168374.11",26857,3,10,73430,4423,0.3
"ENSG00000174839.13",67623,1,20,62978,4646,0.05
"ENSG00000163681.16",174553,7,36,1178200,39268,0.194444444444444
"ENSG00000136068.16",163853,5,53,857124,53056,0.0943396226415094
"ENSG00000163687.14",22440,3,13,54666,4834,0.230769230769231
"ENSG00000163686.15",58161,2,11,109555,4591,0.181818181818182
"ENSG00000163684.12",18450,3,11,31796,12056,0.272727272727273
"ENSG00000255154.9",13931,3,7,32010,6036,0.428571428571429
"ENSG00000168297.16",93247,7,33,623380,17439,0.212121212121212
"ENSG00000168291.13",6227,4,18,18825,5885,0.222222222222222
"ENSG00000168301.13",10264,3,8,19319,5739,0.375
"ENSG00000168306.13",32147,2,17,59558,4645,0.117647058823529
"ENSG00000168309.18",63493,6,16,169591,16124,0.375
"ENSG00000198643.7",32888,1,10,31584,1245,0.1
"ENSG00000163689.20",332719,4,25,930423,10904,0.16
"ENSG00000189283.10",1504182,4,15,4503156,5957,0.266666666666667
"ENSG00000144724.20",736040,2,32,1453451,14007,0.0625
"ENSG00000114405.11",17198,4,8,54562,8352,0.5
"ENSG00000153266.13",4643,3,9,5807,6031,0.333333333333333
"ENSG00000163618.18",477070,6,44,2207927,25216,0.136363636363636
"ENSG00000163630.11",388609,7,19,1470241,12313,0.368421052631579
"ENSG00000188817.8",26345,2,6,33541,5320,0.333333333333333
"ENSG00000163632.14",29337,3,12,52797,3452,0.25
"ENSG00000163634.12",29998,2,10,58206,1728,0.2
"ENSG00000163635.20",140307,6,22,590943,26940,0.272727272727273
"ENSG00000163636.11",13460,4,15,46816,5382,0.266666666666667
"ENSG00000163637.13",353240,3,13,633176,25897,0.230769230769231
"ENSG00000163638.13",172346,3,44,364708,17555,0.0681818181818182
"ENSG00000151276.23",685309,5,32,3225074,32773,0.15625
"ENSG00000144741.18",254506,4,17,688336,5982,0.235294117647059
"ENSG00000144749.14",122466,2,22,233795,10646,0.0909090909090909
"ENSG00000163376.11",12903,2,5,17774,5664,0.4
"ENSG00000172340.15",294152,3,15,814669,5378,0.2
"ENSG00000183662.11",541374,3,8,1077038,4055,0.375
"ENSG00000163377.16",221531,1,6,198553,2229,0.166666666666667
"ENSG00000163378.14",38467,4,23,129828,13428,0.173913043478261
"ENSG00000144747.17",32512,3,21,77199,18292,0.142857142857143
"ENSG00000144744.17",25678,5,24,88414,6740,0.208333333333333
"ENSG00000144746.7",21155,2,6,38617,3583,0.333333333333333
"ENSG00000163380.16",16967,3,8,35383,9381,0.375
"ENSG00000114541.15",373801,2,25,237305,10044,0.08
"ENSG00000187098.17",228872,8,24,829068,24647,0.333333333333333
"ENSG00000242120.4",118159,1,4,115055,3105,0.25
"ENSG00000114861.23",629281,29,73,9906904,82772,0.397260273972603
"ENSG00000285708.1",795003,1,7,791976,3028,0.142857142857143
"ENSG00000163412.13",79359,5,11,290091,25811,0.454545454545455
"ENSG00000170837.3",2641,1,1,0,2642,1
"ENSG00000163421.9",13551,2,6,23941,3104,0.333333333333333
"ENSG00000163602.11",74798,1,4,67582,7217,0.25
"ENSG00000144736.14",112637,2,13,190663,4911,0.153846153846154
"ENSG00000172986.13",110092,1,7,85594,3276,0.142857142857143
"ENSG00000163605.15",72395,2,12,86030,5516,0.166666666666667
"ENSG00000255423.1",1678,1,1,0,1679,1
"ENSG00000121440.15",242510,5,18,766508,13829,0.277777777777778
"ENSG00000113805.8",258572,1,22,253625,4948,0.0454545454545455
"ENSG00000172969.8",2892,2,7,1629,4108,0.285714285714286
"ENSG00000227124.11",106923,3,10,146001,8967,0.3
"ENSG00000185008.17",1743269,4,33,3101873,27964,0.121212121212121
"ENSG00000169855.20",1170759,5,45,3237626,39844,0.111111111111111
"ENSG00000114480.13",271942,2,18,520186,5454,0.111111111111111
"ENSG00000175161.14",1115440,3,15,2550817,12216,0.2
"ENSG00000206538.9",114761,2,6,69478,12913,0.333333333333333
"ENSG00000083937.10",28285,5,15,128214,11588,0.333333333333333
"ENSG00000064835.12",17180,2,9,47227,3701,0.222222222222222
"ENSG00000179097.7",201133,1,3,197748,3386,0.333333333333333
"ENSG00000163320.12",97941,5,12,100683,16365,0.416666666666667
"ENSG00000288654.1",77,1,1,0,78,1
"ENSG00000175105.8",85405,1,9,78946,6460,0.111111111111111
"ENSG00000179021.10",18770,2,5,11292,3673,0.4
"ENSG00000283434.2",129178,1,2,126444,2695,0.5
"ENSG00000044524.11",374513,3,22,1027839,11343,0.136363636363636
"ENSG00000184500.16",106952,6,27,591819,18879,0.222222222222222
"ENSG00000169379.17",75539,13,32,931761,38313,0.40625
"ENSG00000178750.3",14232,1,2,13084,1149,0.5
"ENSG00000178700.9",15553,2,6,4745,9391,0.333333333333333
"ENSG00000178694.10",68852,1,6,62341,6431,0.166666666666667
"ENSG00000269028.3",1048,1,1,0,1049,1
"ENSG00000080224.17",937879,4,27,1771585,9293,0.148148148148148
"ENSG00000113966.10",36708,2,12,97294,7208,0.166666666666667
"ENSG00000080200.10",122973,1,22,112195,10779,0.0454545454545455
"ENSG00000170854.18",30639,3,14,76349,12433,0.214285714285714
"ENSG00000183185.9",48631,2,11,94002,2937,0.181818181818182
"ENSG00000196578.4",929,1,1,0,930,1
"ENSG00000231192.3",7827,1,2,1829,5999,0.5
"ENSG00000236032.3",9135,2,3,1813,8403,0.666666666666667
"ENSG00000233412.5",3078,2,4,1954,2159,0.5
"ENSG00000230301.6",2104,3,4,979,3123,0.75
"ENSG00000197938.6",1565,1,1,0,1566,1
"ENSG00000196098.2",965,1,1,0,966,1
"ENSG00000206536.1",965,1,1,0,966,1
"ENSG00000232382.2",9723,2,3,6258,4563,0.666666666666667
"ENSG00000231861.3",950,1,1,0,951,1
"ENSG00000080822.17",25154,10,24,86984,17090,0.416666666666667
"ENSG00000285635.1",64365,1,3,63774,592,0.333333333333333
"ENSG00000154165.5",2703,1,1,0,2704,1
"ENSG00000080819.9",14202,1,6,11457,2709,0.166666666666667
"ENSG00000064225.12",88965,4,17,258213,12933,0.235294117647059
"ENSG00000057019.16",105754,2,19,199212,10087,0.105263157894737
"ENSG00000144810.16",160751,3,9,465265,14249,0.333333333333333
"ENSG00000184220.12",363895,2,12,422183,5358,0.166666666666667
"ENSG00000168386.19",285702,7,16,1115071,23991,0.4375
"ENSG00000036054.13",64259,3,23,163323,9427,0.130434782608696
"ENSG00000114021.12",26896,1,10,19646,7233,0.1
"ENSG00000154174.8",37658,1,12,33559,4100,0.0833333333333333
"ENSG00000206535.8",54787,2,7,105795,3677,0.285714285714286
"ENSG00000181458.10",84825,2,10,166131,3477,0.2
"ENSG00000144820.8",85878,2,18,140377,5163,0.111111111111111
"ENSG00000114354.15",39669,17,31,995621,51201,0.548387096774194
"ENSG00000154175.18",244359,4,74,890162,18905,0.0540540540540541
"ENSG00000081148.12",98029,1,19,89678,8352,0.0526315789473684
"ENSG00000138468.16",189036,6,32,927308,23601,0.1875
"ENSG00000174173.7",4578,1,2,2766,1813,0.5
"ENSG00000081154.12",20285,3,9,41526,4449,0.333333333333333
"ENSG00000066422.5",28243,2,13,26978,7772,0.153846153846154
"ENSG00000114391.13",5627,3,10,14055,1837,0.3
"ENSG00000182504.11",45969,2,14,76731,10542,0.142857142857143
"ENSG00000144815.16",49029,4,16,137132,21924,0.25
"ENSG00000144802.11",33031,3,17,44781,9768,0.176470588235294
"ENSG00000170044.9",380597,2,21,458547,9541,0.0952380952380952
"ENSG00000170017.12",209991,3,20,470031,10708,0.15
"ENSG00000114423.23",214091,2,22,576320,13336,0.0909090909090909
"ENSG00000138483.3",1196,1,1,0,1197,1
"ENSG00000114439.19",288403,5,28,1321480,27771,0.178571428571429
"ENSG00000196776.17",48771,2,12,85356,10520,0.166666666666667
"ENSG00000114446.5",61623,1,11,58556,3057,0.0909090909090909
"ENSG00000114455.13",81795,6,20,440538,12895,0.3
"ENSG00000144821.10",148954,1,42,141880,7075,0.0238095238095238
"ENSG00000163507.14",39780,4,30,106440,10929,0.133333333333333
"ENSG00000198919.13",105135,2,35,184106,9550,0.0571428571428571
"ENSG00000163515.7",13986,1,3,1072,701,0.333333333333333
"ENSG00000163519.14",32235,2,8,60889,3427,0.25
"ENSG00000138472.11",46087,3,8,127376,2510,0.375
"ENSG00000114487.10",159886,2,30,312343,6803,0.0666666666666667
"ENSG00000241224.8",33149,1,4,12876,1807,0.25
"ENSG00000163530.4",22729,1,9,21347,1383,0.111111111111111
"ENSG00000121570.12",11431,1,7,8615,2817,0.142857142857143
"ENSG00000177707.11",205492,3,13,240618,8622,0.230769230769231
"ENSG00000153283.13",373031,3,18,275012,10138,0.166666666666667
"ENSG00000177494.6",2446,1,2,233,2214,0.5
"ENSG00000240891.8",171771,2,6,383944,11921,0.333333333333333
"ENSG00000144824.21",244020,8,33,795384,40561,0.242424242424242
"ENSG00000144827.9",14358,2,8,23426,3405,0.25
"ENSG00000144834.14",15148,5,14,67204,6050,0.357142857142857
"ENSG00000176040.13",46426,3,21,119823,7310,0.142857142857143
"ENSG00000114529.13",44669,3,10,100758,5371,0.3
"ENSG00000174500.13",12431,3,11,27426,4940,0.272727272727273
"ENSG00000172139.15",153329,2,31,298544,8098,0.0645161290322581
"ENSG00000091972.18",30465,3,10,82591,5650,0.3
"ENSG00000186265.10",35506,2,7,64906,3852,0.285714285714286
"ENSG00000144848.11",29536,2,14,54282,4578,0.142857142857143
"ENSG00000138459.9",23870,3,14,56573,7650,0.214285714285714
"ENSG00000091986.16",52733,2,10,64689,15858,0.2
"ENSG00000206531.10",31147,4,12,77202,4405,0.333333333333333
"ENSG00000163606.11",53898,4,13,241126,10761,0.307692307692308
"ENSG00000163607.17",24076,5,20,43927,7290,0.25
"ENSG00000163608.15",17417,2,10,25026,9492,0.2
"ENSG00000144857.15",76456,6,30,356184,21233,0.2
"ENSG00000206530.11",154680,2,37,219695,13615,0.0540540540540541
"ENSG00000285943.1",153250,1,22,146414,6837,0.0454545454545455
"ENSG00000163611.11",72469,1,2,67022,5417,0.5
"ENSG00000072858.11",97020,2,28,184391,7390,0.0714285714285714
"ENSG00000176542.10",48261,3,10,93880,24298,0.3
"ENSG00000121579.13",29842,8,23,162428,15591,0.347826086956522
"ENSG00000114573.10",65023,1,15,60447,4575,0.0666666666666667
"ENSG00000178075.20",118992,3,22,204066,9158,0.136363636363636
"ENSG00000184307.17",17500,3,13,31604,12179,0.230769230769231
"ENSG00000163617.11",92457,1,17,88501,3889,0.0588235294117647
"ENSG00000151576.10",82589,4,17,111586,10109,0.235294117647059
"ENSG00000151577.13",71827,4,15,215139,7422,0.266666666666667
"ENSG00000174255.8",2947,1,1,0,2948,1
"ENSG00000181847.12",33375,3,9,42895,9785,0.333333333333333
"ENSG00000181722.17",832788,9,31,4067257,76171,0.290322580645161
"ENSG00000172020.13",97980,2,5,192556,3399,0.4
"ENSG00000185565.12",1337026,2,9,909076,18237,0.222222222222222
"ENSG00000144847.13",245511,6,20,1077754,17013,0.3
"ENSG00000163424.9",13891,1,3,3492,1800,0.333333333333333
"ENSG00000251012.2",40432,1,2,40187,246,0.5
"ENSG00000114638.8",31626,3,13,75600,4946,0.230769230769231
"ENSG00000121578.13",29214,5,16,121082,13619,0.3125
"ENSG00000031081.11",126331,1,12,117025,9307,0.0833333333333333
"ENSG00000176142.13",39881,1,9,29814,4853,0.111111111111111
"ENSG00000163389.12",25745,1,11,22238,3508,0.0909090909090909
"ENSG00000113845.10",26543,2,8,48732,3089,0.25
"ENSG00000121594.12",35321,3,11,92374,4999,0.272727272727273
"ENSG00000144843.11",10677,4,10,24515,10851,0.4
"ENSG00000144837.9",31936,3,15,118568,6669,0.2
"ENSG00000121577.14",28867,3,9,50335,4846,0.333333333333333
"ENSG00000138495.7",22941,3,7,17119,1557,0.428571428571429
"ENSG00000183833.16",64080,2,20,71611,5372,0.1
"ENSG00000285585.1",104494,1,2,101825,2670,0.5
"ENSG00000144852.20",38003,3,13,100314,9851,0.230769230769231
"ENSG00000082701.17",273673,4,19,1061446,23188,0.210526315789474
"ENSG00000175697.11",120577,2,13,189806,7098,0.153846153846154
"ENSG00000163428.4",24845,1,4,16928,7918,0.25
"ENSG00000163430.12",58700,2,13,106141,7078,0.153846153846154
"ENSG00000065518.8",6179,3,7,15760,2386,0.428571428571429
"ENSG00000113924.12",54097,1,14,52394,1674,0.0714285714285714
"ENSG00000144840.10",58055,2,10,104020,6365,0.2
"ENSG00000153767.10",40432,1,5,37326,3000,0.2
"ENSG00000145087.13",516689,4,33,2503333,28004,0.121212121212121
"ENSG00000051341.15",114557,1,30,105801,8757,0.0333333333333333
"ENSG00000186103.5",22673,2,6,32566,10017,0.333333333333333
"ENSG00000163833.8",36916,1,4,31248,5669,0.25
"ENSG00000180353.11",29528,2,16,55137,3552,0.125
"ENSG00000173230.15",86568,3,28,226160,33500,0.107142857142857
"ENSG00000173226.17",65318,2,17,125845,4496,0.117647058823529
"ENSG00000145088.9",51343,2,8,87287,1958,0.25
"ENSG00000163406.11",49787,2,24,88775,7826,0.0833333333333333
"ENSG00000145103.15",34924,3,11,96609,6970,0.272727272727273
"ENSG00000114013.16",65777,5,14,270721,9935,0.357142857142857
"ENSG00000036828.17",107961,4,13,320232,24174,0.307692307692308
"ENSG00000121552.4",16721,2,5,28166,1565,0.4
"ENSG00000160124.9",23640,3,8,69010,1703,0.375
"ENSG00000114023.15",28158,3,10,72794,4868,0.3
"ENSG00000196981.4",4216,1,1,0,4217,1
"ENSG00000114030.13",93043,1,14,86150,6888,0.0714285714285714
"ENSG00000138496.17",36653,6,20,193709,21017,0.3
"ENSG00000163840.10",10865,2,7,11732,6455,0.285714285714286
"ENSG00000173200.13",61419,3,16,151696,12270,0.1875
"ENSG00000173193.15",50001,1,17,42308,7694,0.0588235294117647
"ENSG00000169087.11",53832,1,8,51869,1964,0.125
"ENSG00000138463.9",86070,1,9,82749,3322,0.111111111111111
"ENSG00000082684.16",119523,6,33,562665,28486,0.181818181818182
"ENSG00000065485.20",158202,1,17,93236,1844,0.0588235294117647
"ENSG00000121542.12",72209,3,11,199642,8302,0.272727272727273
"ENSG00000173175.15",166794,3,27,420380,13446,0.111111111111111
"ENSG00000206527.10",94233,1,7,89375,4125,0.142857142857143
"ENSG00000065534.19",274283,6,45,810143,35439,0.133333333333333
"ENSG00000175455.16",64103,6,21,249225,29051,0.285714285714286
"ENSG00000065371.17",23657,7,19,99542,9534,0.368421052631579
"ENSG00000160145.16",692956,15,90,3845340,88933,0.166666666666667
"ENSG00000114491.14",18840,2,8,13048,6880,0.25
"ENSG00000082781.12",139470,1,15,120978,4440,0.0666666666666667
"ENSG00000173702.7",48377,1,12,26431,2879,0.0833333333333333
"ENSG00000173706.14",90287,1,17,81093,9195,0.0588235294117647
"ENSG00000221955.11",130228,3,18,287323,9763,0.166666666666667
"ENSG00000163848.20",149656,5,20,702810,19400,0.25
"ENSG00000114520.11",73552,1,14,71041,2512,0.0714285714285714
"ENSG00000144909.8",66639,1,13,62042,4598,0.0769230769230769
"ENSG00000114547.10",14294,5,14,43418,5625,0.357142857142857
"ENSG00000114544.17",95204,5,19,369337,9494,0.263157894736842
"ENSG00000144908.14",94432,6,34,444148,18092,0.176470588235294
"ENSG00000163884.4",14773,1,3,12234,2540,0.333333333333333
"ENSG00000163885.12",41647,3,22,96562,4592,0.136363636363636
"ENSG00000070476.15",38290,2,12,47118,5956,0.166666666666667
"ENSG00000159650.9",36607,2,24,66508,5999,0.0833333333333333
"ENSG00000180767.10",19136,2,6,34621,3063,0.333333333333333
"ENSG00000180697.9",31966,1,4,8293,948,0.25
"ENSG00000197763.20",83345,2,18,90416,5272,0.111111111111111
"ENSG00000159685.11",256180,2,11,507715,2159,0.181818181818182
"ENSG00000114554.12",54696,1,32,44966,9309,0.03125
"ENSG00000214324.5",5054,1,2,3315,1740,0.5
"ENSG00000239620.3",4263,1,3,3179,1085,0.333333333333333
"ENSG00000163870.16",27035,5,21,75975,13480,0.238095238095238
"ENSG00000073111.14",24026,1,16,20592,3434,0.0625
"ENSG00000114631.11",43617,1,8,41443,2175,0.125
"ENSG00000114626.18",7991,3,17,16754,5988,0.176470588235294
"ENSG00000074416.15",363128,6,21,917722,22158,0.285714285714286
"ENSG00000187715.13",72439,4,12,254072,19418,0.333333333333333
"ENSG00000058262.10",20042,3,16,47688,8677,0.1875
"ENSG00000175792.12",89136,2,13,128108,4025,0.153846153846154
"ENSG00000132394.11",255165,2,9,506244,4064,0.222222222222222
"ENSG00000179407.3",4809,2,5,3507,5830,0.4
"ENSG00000179348.12",13774,3,12,21272,7786,0.25
"ENSG00000163902.12",61106,2,12,87346,4421,0.166666666666667
"ENSG00000075785.14",132273,10,20,632369,19725,0.5
"ENSG00000177646.20",44407,5,28,150812,13030,0.178571428571429
"ENSG00000114656.12",92824,4,21,202916,13982,0.19047619047619
"ENSG00000114654.8",39438,2,10,72843,5710,0.2
"ENSG00000169704.5",1627,1,3,751,877,0.333333333333333
"ENSG00000172780.17",35232,7,13,208701,23729,0.538461538461538
"ENSG00000261796.1",73461,1,12,68594,4868,0.0833333333333333
"ENSG00000240682.10",33648,3,8,90041,6304,0.375
"ENSG00000169714.17",16095,6,17,89533,12290,0.352941176470588
"ENSG00000181789.14",28167,1,24,25090,3078,0.0416666666666667
"ENSG00000183624.14",27358,4,13,98850,7690,0.307692307692308
"ENSG00000184897.6",1515,1,1,0,1516,1
"ENSG00000172771.12",27330,2,13,50354,4292,0.153846153846154
"ENSG00000129071.10",9232,5,19,33051,10841,0.263157894736842
"ENSG00000163913.13",80471,6,42,457998,23001,0.142857142857143
"ENSG00000163914.5",6705,1,5,3938,2768,0.2
"ENSG00000178804.8",8292,2,6,9282,2093,0.333333333333333
"ENSG00000004399.13",51462,2,37,46014,7459,0.0540540540540541
"ENSG00000172765.18",245919,4,18,754756,23668,0.222222222222222
"ENSG00000170893.4",3247,2,5,3324,3140,0.4
"ENSG00000251287.8",31396,1,8,15591,969,0.125
"ENSG00000172752.14",139328,1,43,130115,9214,0.0232558139534884
"ENSG00000206384.10",117821,1,36,108241,9581,0.0277777777777778
"ENSG00000196455.8",67895,1,20,62880,5016,0.05
"ENSG00000017260.20",166117,12,43,1483249,48837,0.27906976744186
"ENSG00000034533.12",13774,2,8,20678,5191,0.25
"ENSG00000114670.14",323615,7,28,1725732,15538,0.25
"ENSG00000198585.12",7159,3,8,2269,13603,0.375
"ENSG00000114686.9",40771,2,13,78023,3165,0.153846153846154
"ENSG00000196353.12",751855,6,31,3250281,19589,0.193548387096774
"ENSG00000014257.16",50929,3,14,125730,6199,0.214285714285714
"ENSG00000138246.17",121530,1,56,113777,7754,0.0178571428571429
"ENSG00000240303.8",101944,2,22,138142,5122,0.0909090909090909
"ENSG00000274810.4",164317,1,30,156534,7784,0.0333333333333333
"ENSG00000129048.7",21697,1,2,3065,2310,0.5
"ENSG00000081307.15",25348,6,23,94903,18685,0.260869565217391
"ENSG00000113971.21",41823,3,6,36641,7823,0.5
"ENSG00000144868.14",359384,4,13,1241571,13195,0.307692307692308
"ENSG00000170819.5",75166,1,7,73641,1512,0.142857142857143
"ENSG00000091527.16",16575,6,16,76089,10447,0.375
"ENSG00000163781.14",64205,2,31,111901,11913,0.0645161290322581
"ENSG00000091513.16",50601,1,16,30083,20166,0.0625
"ENSG00000144867.13",41749,1,8,34633,2837,0.125
"ENSG00000154917.11",71647,4,17,265493,12195,0.235294117647059
"ENSG00000174640.15",119483,2,16,186544,5985,0.125
"ENSG00000163785.13",185556,2,18,181347,5991,0.111111111111111
"ENSG00000114019.15",20132,4,16,57793,16377,0.25
"ENSG00000129055.13",9010,4,8,28192,5326,0.5
