"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSMUSG00000048142.10",9932,1,3,3404,6529,0.333333333333333
"ENSMUSG00000045102.13",162269,2,28,478199,8447,0.0714285714285714
"ENSMUSG00000079555.3",15647,1,5,13575,2073,0.2
"ENSMUSG00000037235.14",13837,2,8,19934,5032,0.25
"ENSMUSG00000037224.16",93556,1,13,89451,3983,0.0769230769230769
"ENSMUSG00000109572.2",38727,1,16,36605,2123,0.0625
"ENSMUSG00000029110.14",19340,3,12,41816,8885,0.25
"ENSMUSG00000037210.17",116523,2,23,166703,9232,0.0869565217391304
"ENSMUSG00000059866.14",17904,3,10,47940,5651,0.3
"ENSMUSG00000054520.16",37803,4,18,74173,11885,0.222222222222222
"ENSMUSG00000029106.15",58644,5,27,244702,18550,0.185185185185185
"ENSMUSG00000001082.13",3570,3,18,5092,5567,0.166666666666667
"ENSMUSG00000036693.13",21612,1,18,18911,2702,0.0555555555555556
"ENSMUSG00000052783.17",94926,2,17,129987,5642,0.117647058823529
"ENSMUSG00000029104.16",150794,1,67,137576,13215,0.0149253731343284
"ENSMUSG00000051246.4",15827,3,8,18219,4335,0.375
"ENSMUSG00000029101.17",90199,7,28,336606,25577,0.25
"ENSMUSG00000029102.10",6952,2,15,6453,2569,0.133333333333333
"ENSMUSG00000044716.13",31073,3,13,71345,7720,0.230769230769231
"ENSMUSG00000029103.17",14265,1,8,11285,2981,0.125
"ENSMUSG00000045318.7",3444,1,1,0,3445,1
"ENSMUSG00000067438.6",10622,1,2,2248,1526,0.5
"ENSMUSG00000036596.7",23480,1,11,21236,2245,0.0909090909090909
"ENSMUSG00000029097.12",18867,1,11,15078,3790,0.0909090909090909
"ENSMUSG00000029098.18",32312,5,27,133071,16644,0.185185185185185
"ENSMUSG00000029096.16",27759,2,11,41023,4651,0.181818181818182
"ENSMUSG00000036553.17",42807,2,20,66107,8795,0.1
"ENSMUSG00000029095.18",127093,8,33,827070,19409,0.242424242424242
"ENSMUSG00000029094.13",110604,1,17,103987,6618,0.0588235294117647
"ENSMUSG00000029093.15",380959,2,29,621086,7796,0.0689655172413793
"ENSMUSG00000043430.6",2547,1,1,0,2548,1
"ENSMUSG00000029198.4",9082,1,4,5555,3528,0.25
"ENSMUSG00000029196.10",10615,2,4,13875,5112,0.5
"ENSMUSG00000050677.3",3584,1,1,0,3585,1
"ENSMUSG00000029192.18",102672,8,28,594303,31656,0.285714285714286
"ENSMUSG00000029190.20",95539,2,10,111388,8691,0.2
"ENSMUSG00000060708.5",1272,1,1,0,1273,1
"ENSMUSG00000055302.6",1905,1,2,258,1648,0.5
"ENSMUSG00000029119.10",23732,1,19,20403,3330,0.0526315789473684
"ENSMUSG00000029120.11",86565,2,11,144612,4549,0.181818181818182
"ENSMUSG00000039474.14",23101,2,10,38858,7071,0.2
"ENSMUSG00000063646.19",122272,3,24,203469,8011,0.125
"ENSMUSG00000117286.2",144177,1,15,134642,9331,0.0666666666666667
"ENSMUSG00000113373.2",3689,1,2,3552,138,0.5
"ENSMUSG00000029121.17",50193,2,16,90435,5957,0.125
"ENSMUSG00000029122.12",47796,3,27,95652,10139,0.111111111111111
"ENSMUSG00000050248.12",86556,1,20,82466,4091,0.05
"ENSMUSG00000029123.9",270346,1,12,266889,3458,0.0833333333333333
"ENSMUSG00000062329.5",4301,1,4,3328,974,0.25
"ENSMUSG00000048450.11",4098,1,2,2164,1935,0.5
"ENSMUSG00000029125.15",99023,3,15,288236,5946,0.2
"ENSMUSG00000029126.8",22715,3,8,60071,4284,0.375
"ENSMUSG00000029127.16",30722,2,10,23172,5623,0.2
"ENSMUSG00000067367.10",13836,2,11,24389,3067,0.181818181818182
"ENSMUSG00000067365.12",9449,2,7,14957,2017,0.285714285714286
"ENSMUSG00000051596.16",28236,2,9,48791,6250,0.222222222222222
"ENSMUSG00000039358.4",3151,1,1,0,3152,1
"ENSMUSG00000005107.14",153870,6,22,825062,18170,0.272727272727273
"ENSMUSG00000005103.13",36408,2,18,63815,5228,0.111111111111111
"ENSMUSG00000046572.11",16342,2,6,18988,13620,0.333333333333333
"ENSMUSG00000039315.16",170350,1,21,337302,3400,0.0476190476190476
"ENSMUSG00000051022.8",141540,2,5,168867,3370,0.4
"ENSMUSG00000029128.13",83181,3,11,245311,4195,0.272727272727273
"ENSMUSG00000049691.9",3018,1,2,1301,1718,0.5
"ENSMUSG00000061755.11",56777,1,27,92617,20939,0.037037037037037
"ENSMUSG00000067285.5",148838,1,3,146309,2530,0.333333333333333
"ENSMUSG00000039782.16",56554,2,13,148359,21305,0.153846153846154
"ENSMUSG00000061535.12",103264,2,5,112777,5162,0.4
"ENSMUSG00000039765.16",78626,1,40,73143,5484,0.025
"ENSMUSG00000039753.17",77023,7,25,251618,19922,0.28
"ENSMUSG00000029082.18",25101,1,9,22240,2856,0.111111111111111
"ENSMUSG00000029084.6",43822,1,8,40553,3270,0.125
"ENSMUSG00000033036.10",773,2,3,129,1409,0.666666666666667
"ENSMUSG00000048373.9",2921,3,6,3438,4580,0.5
"ENSMUSG00000029086.16",108412,8,39,976647,33832,0.205128205128205
"ENSMUSG00000046985.12",51472,1,14,47956,3513,0.0714285714285714
"ENSMUSG00000039706.12",327548,4,14,1300086,9922,0.285714285714286
"ENSMUSG00000015806.13",16215,6,14,87132,7455,0.428571428571429
"ENSMUSG00000049530.7",10398,1,3,9455,944,0.333333333333333
"ENSMUSG00000039682.13",19317,1,13,17051,2267,0.0769230769230769
"ENSMUSG00000015804.15",9047,3,8,13757,5930,0.375
"ENSMUSG00000015879.9",109909,1,16,105674,4236,0.0625
"ENSMUSG00000015880.14",30627,1,21,26925,3703,0.0476190476190476
"ENSMUSG00000015882.19",160434,4,14,701888,28426,0.285714285714286
"ENSMUSG00000031558.16",324595,2,41,1258433,33237,0.0487804878048781
"ENSMUSG00000029089.9",86342,1,10,28118,4916,0.1
"ENSMUSG00000029088.17",1135405,5,15,3865727,11322,0.333333333333333
"ENSMUSG00000029090.13",99050,1,19,94571,4480,0.0526315789473684
"ENSMUSG00000029167.14",113476,2,15,186692,9218,0.133333333333333
"ENSMUSG00000029169.12",40311,2,16,71516,5560,0.125
"ENSMUSG00000072941.6",7627,1,2,3890,3738,0.5
"ENSMUSG00000045790.11",96870,2,13,187939,5765,0.153846153846154
"ENSMUSG00000039252.12",32945,2,10,53004,12729,0.2
"ENSMUSG00000029173.13",29621,1,11,24370,5252,0.0909090909090909
"ENSMUSG00000029186.13",27766,2,12,49325,6173,0.166666666666667
"ENSMUSG00000029179.15",49256,2,14,73902,8228,0.142857142857143
"ENSMUSG00000029176.14",33785,1,28,29932,3854,0.0357142857142857
"ENSMUSG00000029188.15",33583,1,13,18137,4176,0.0769230769230769
"ENSMUSG00000029189.11",106844,1,24,101858,4512,0.0416666666666667
"ENSMUSG00000061461.12",11457,1,3,10481,922,0.333333333333333
"ENSMUSG00000039191.13",191210,5,19,341121,26597,0.263157894736842
"ENSMUSG00000029193.8",9929,2,7,12539,6160,0.285714285714286
"ENSMUSG00000039178.10",94359,1,21,92066,2273,0.0476190476190476
"ENSMUSG00000039156.20",122558,2,14,235226,9826,0.142857142857143
"ENSMUSG00000029108.15",415263,4,10,1009694,18807,0.4
"ENSMUSG00000089992.4",2347,1,1,0,2348,1
"ENSMUSG00000037999.14",163714,1,33,156370,7306,0.0303030303030303
"ENSMUSG00000090326.3",76634,2,11,145817,5304,0.181818181818182
"ENSMUSG00000090061.10",161444,1,7,152905,8534,0.142857142857143
"ENSMUSG00000060512.8",87262,1,4,85255,2008,0.25
"ENSMUSG00000047881.15",60000,1,7,56760,3241,0.142857142857143
"ENSMUSG00000029171.13",35401,1,14,33033,2369,0.0714285714285714
"ENSMUSG00000029174.19",195181,4,26,673985,22082,0.153846153846154
"ENSMUSG00000029178.15",29513,2,9,39875,6783,0.222222222222222
"ENSMUSG00000044827.11",8884,2,6,11157,5808,0.333333333333333
"ENSMUSG00000051498.8",8066,2,4,8680,6280,0.5
"ENSMUSG00000029185.15",71815,1,14,68878,2938,0.0714285714285714
"ENSMUSG00000037913.13",37786,4,16,98275,5203,0.25
"ENSMUSG00000054920.13",60649,3,15,124610,10139,0.2
"ENSMUSG00000037890.14",60719,2,39,110749,10680,0.0512820512820513
"ENSMUSG00000029191.17",73820,4,32,276230,18091,0.125
"ENSMUSG00000029195.11",35693,1,5,32154,3540,0.2
"ENSMUSG00000047215.15",3080,4,14,6361,5301,0.285714285714286
"ENSMUSG00000029199.12",19196,2,14,32201,4664,0.142857142857143
"ENSMUSG00000029201.15",22728,1,12,20179,2550,0.0833333333333333
"ENSMUSG00000105835.2",65406,1,3,65042,365,0.333333333333333
"ENSMUSG00000037822.13",90340,2,6,84199,5616,0.333333333333333
"ENSMUSG00000029203.17",61755,7,15,398929,20061,0.466666666666667
"ENSMUSG00000029202.13",92552,2,35,161965,13080,0.0571428571428571
"ENSMUSG00000037795.15",66587,2,22,114756,14363,0.0909090909090909
"ENSMUSG00000029204.8",35487,2,6,58567,7358,0.333333333333333
"ENSMUSG00000029205.13",42405,1,5,8360,1843,0.2
"ENSMUSG00000054598.14",24927,2,9,26356,1946,0.222222222222222
"ENSMUSG00000070780.12",156569,6,18,737304,27791,0.333333333333333
"ENSMUSG00000029206.14",38129,3,17,104233,8752,0.176470588235294
"ENSMUSG00000029207.17",320081,5,30,1880682,32755,0.166666666666667
"ENSMUSG00000029223.13",11143,1,9,9967,1177,0.111111111111111
"ENSMUSG00000037736.21",311331,5,40,1232473,32781,0.125
"ENSMUSG00000012520.11",4902,2,5,2727,4190,0.4
"ENSMUSG00000037720.17",30896,4,14,77884,18397,0.285714285714286
"ENSMUSG00000029221.16",51488,2,19,91616,11359,0.105263157894737
"ENSMUSG00000092060.5",36163,2,8,55613,16203,0.25
"ENSMUSG00000050010.9",15670,1,2,2351,3760,0.5
"ENSMUSG00000037685.16",229294,4,42,794840,25063,0.0952380952380952
"ENSMUSG00000095346.2",19160,1,2,19074,87,0.5
"ENSMUSG00000094719.5",35401,1,4,34859,543,0.25
"ENSMUSG00000068082.14",134563,1,4,133493,1071,0.25
"ENSMUSG00000037653.8",232394,2,4,273145,4719,0.5
"ENSMUSG00000029158.10",25977,1,6,24759,1219,0.166666666666667
"ENSMUSG00000029208.17",19050,2,19,25686,5202,0.105263157894737
"ENSMUSG00000029209.16",19232,4,14,58760,6254,0.285714285714286
"ENSMUSG00000001260.11",91570,1,9,86800,4771,0.111111111111111
"ENSMUSG00000000560.10",138252,1,10,132401,5852,0.1
"ENSMUSG00000049387.11",105381,1,3,104840,542,0.333333333333333
"ENSMUSG00000029211.12",88559,3,14,254207,6955,0.214285714285714
"ENSMUSG00000029212.12",490924,1,9,435369,13737,0.111111111111111
"ENSMUSG00000029213.12",11614,1,5,7720,3895,0.2
"ENSMUSG00000005220.11",204448,3,26,599142,12444,0.115384615384615
"ENSMUSG00000072889.10",46383,1,23,42672,3712,0.0434782608695652
"ENSMUSG00000063935.4",4448,1,4,2712,1429,0.25
"ENSMUSG00000060204.7",5913,1,3,4532,1380,0.333333333333333
"ENSMUSG00000067220.13",40579,4,14,101405,9561,0.285714285714286
"ENSMUSG00000067219.10",23283,1,6,19078,4206,0.166666666666667
"ENSMUSG00000054892.15",56799,4,20,201950,9065,0.2
"ENSMUSG00000029217.17",112767,3,23,330363,7812,0.130434782608696
"ENSMUSG00000036087.19",64525,2,11,119308,9661,0.181818181818182
"ENSMUSG00000063656.7",8894,1,2,8643,252,0.5
"ENSMUSG00000029219.11",6072,2,4,8601,3525,0.5
"ENSMUSG00000070733.14",236632,2,65,342032,21192,0.0307692307692308
"ENSMUSG00000029152.14",21285,6,21,106003,9126,0.285714285714286
"ENSMUSG00000029153.12",18829,5,13,71681,10551,0.384615384615385
"ENSMUSG00000029154.14",47360,2,18,89528,5032,0.111111111111111
"ENSMUSG00000051674.16",79794,3,15,207067,12256,0.2
"ENSMUSG00000067206.4",25884,1,5,22687,3198,0.2
"ENSMUSG00000029156.12",15041,1,6,11256,3786,0.166666666666667
"ENSMUSG00000029155.17",28133,2,18,46481,3601,0.111111111111111
"ENSMUSG00000054814.15",69978,2,11,130379,9295,0.181818181818182
"ENSMUSG00000049907.9",4195,1,4,2384,1812,0.25
"ENSMUSG00000062110.15",326943,3,13,718310,9785,0.230769230769231
"ENSMUSG00000029227.16",63351,4,25,230738,13551,0.16
"ENSMUSG00000029228.16",110465,7,22,594085,17911,0.318181818181818
"ENSMUSG00000029229.9",46786,1,6,37088,9699,0.166666666666667
"ENSMUSG00000035946.8",2292,2,4,1470,2847,0.5
"ENSMUSG00000029231.16",45923,4,29,130289,20347,0.137931034482759
"ENSMUSG00000005672.13",81806,2,23,153120,10455,0.0869565217391304
"ENSMUSG00000062960.11",45631,1,30,39708,5924,0.0333333333333333
"ENSMUSG00000029233.16",15233,3,10,26757,4346,0.3
"ENSMUSG00000029234.14",25365,1,6,23469,1897,0.166666666666667
"ENSMUSG00000029238.12",94924,3,28,224727,22730,0.107142857142857
"ENSMUSG00000029235.15",19041,2,8,35819,2230,0.25
"ENSMUSG00000029236.5",30293,1,10,29466,828,0.1
"ENSMUSG00000091204.9",32609,2,6,63509,1355,0.333333333333333
"ENSMUSG00000036435.14",40983,3,24,112863,10014,0.125
"ENSMUSG00000036403.16",57768,2,28,101668,10850,0.0714285714285714
"ENSMUSG00000036377.20",217042,7,24,406221,32065,0.291666666666667
"ENSMUSG00000055923.17",31855,2,18,48707,7075,0.111111111111111
"ENSMUSG00000029246.15",38329,1,11,34322,3981,0.0909090909090909
"ENSMUSG00000029247.18",16202,3,14,41618,6689,0.214285714285714
"ENSMUSG00000036323.15",25254,2,21,43443,5922,0.0952380952380952
"ENSMUSG00000063820.12",6551,1,4,5022,402,0.25
"ENSMUSG00000029248.15",45506,3,13,97343,4106,0.230769230769231
"ENSMUSG00000059325.15",28133,3,5,41099,3591,0.6
"ENSMUSG00000053030.12",6364,3,8,16923,1868,0.375
"ENSMUSG00000029249.16",20941,2,5,27251,13928,0.4
"ENSMUSG00000036285.11",15902,1,7,13615,2288,0.142857142857143
"ENSMUSG00000029250.6",39177,1,25,35033,4145,0.04
"ENSMUSG00000036256.14",58801,2,8,115279,2316,0.25
"ENSMUSG00000037605.17",804995,9,47,9991171,101213,0.191489361702128
"ENSMUSG00000099863.2",2305,4,8,3245,2906,0.5
"ENSMUSG00000049537.11",77050,1,12,74701,2350,0.0833333333333333
"ENSMUSG00000029245.17",362621,4,23,2102868,31763,0.173913043478261
"ENSMUSG00000029253.13",53559,1,19,50368,3192,0.0526315789473684
"ENSMUSG00000029254.17",34379,2,11,62174,4259,0.181818181818182
"ENSMUSG00000035898.14",63516,2,35,113593,10094,0.0571428571428571
"ENSMUSG00000029255.9",17147,3,7,41365,4951,0.428571428571429
"ENSMUSG00000061184.9",57827,2,12,112465,2872,0.166666666666667
"ENSMUSG00000061259.12",71203,2,11,91752,4972,0.181818181818182
"ENSMUSG00000072845.4",58580,1,9,55924,2657,0.111111111111111
"ENSMUSG00000079451.10",32724,2,12,59743,5187,0.166666666666667
"ENSMUSG00000048764.17",110526,1,11,106922,3605,0.0909090909090909
"ENSMUSG00000035861.7",18731,1,10,14561,4171,0.1
"ENSMUSG00000054537.9",40629,1,10,37214,3416,0.1
"ENSMUSG00000035851.15",32438,3,20,87504,9451,0.15
"ENSMUSG00000029260.16",17170,1,7,26979,7363,0.142857142857143
"ENSMUSG00000035836.3",9892,1,6,7320,2573,0.166666666666667
"ENSMUSG00000035811.11",12415,1,6,9057,3359,0.166666666666667
"ENSMUSG00000070704.11",26628,1,6,24741,1888,0.166666666666667
"ENSMUSG00000054630.8",15358,1,6,13501,1858,0.166666666666667
"ENSMUSG00000057425.4",14311,1,6,12418,1894,0.166666666666667
"ENSMUSG00000035780.3",12223,1,6,10107,2117,0.166666666666667
"ENSMUSG00000061906.6",14261,1,6,12371,1891,0.166666666666667
"ENSMUSG00000029268.15",22770,2,9,41203,3468,0.222222222222222
"ENSMUSG00000106677.2",31381,1,2,28812,2570,0.5
"ENSMUSG00000107180.2",26566,1,3,24270,2297,0.333333333333333
"ENSMUSG00000029269.12",24856,3,12,61743,6429,0.25
"ENSMUSG00000029273.11",14382,1,8,11963,2420,0.125
"ENSMUSG00000029272.9",15625,1,8,14384,1242,0.125
"ENSMUSG00000070702.10",16370,2,36,29927,2770,0.0555555555555556
"ENSMUSG00000063157.10",7006,6,19,31949,5764,0.315789473684211
"ENSMUSG00000061937.8",14230,3,17,53316,3396,0.176470588235294
"ENSMUSG00000061388.12",16344,4,19,55265,3850,0.210526315789474
"ENSMUSG00000002240.13",20701,1,6,38754,2650,0.166666666666667
"ENSMUSG00000009580.16",9145,2,14,13955,2242,0.142857142857143
"ENSMUSG00000001622.16",7086,3,9,15084,3845,0.333333333333333
"ENSMUSG00000007457.4",3411,1,3,1809,1603,0.333333333333333
"ENSMUSG00000100704.2",38760,1,4,38261,500,0.25
"ENSMUSG00000007907.5",2105,1,2,601,1505,0.5
"ENSMUSG00000029280.14",5985,2,5,10863,1102,0.4
"ENSMUSG00000029281.14",22497,2,6,76815,2845,0.333333333333333
"ENSMUSG00000079439.2",963,1,2,910,54,0.5
"ENSMUSG00000079438.2",76,1,2,23,54,0.5
"ENSMUSG00000090302.2",13916,1,3,13232,685,0.333333333333333
"ENSMUSG00000064156.9",11502,1,3,10340,1163,0.333333333333333
"ENSMUSG00000029282.4",9808,1,9,8787,1022,0.111111111111111
"ENSMUSG00000029288.12",12540,2,14,21289,3424,0.142857142857143
"ENSMUSG00000029286.13",18074,2,12,25170,9654,0.166666666666667
"ENSMUSG00000067149.7",8082,1,4,5987,1393,0.25
"ENSMUSG00000070697.5",1628,1,1,0,1629,1
"ENSMUSG00000029291.12",86352,5,27,322173,15547,0.185185185185185
"ENSMUSG00000044221.15",16723,2,12,28109,4824,0.166666666666667
"ENSMUSG00000006262.16",43365,2,9,68813,11672,0.222222222222222
"ENSMUSG00000029366.11",18285,1,7,15208,3078,0.142857142857143
"ENSMUSG00000060961.17",353167,6,37,1593717,24759,0.162162162162162
"ENSMUSG00000035540.13",40376,1,13,38576,1801,0.0769230769230769
"ENSMUSG00000035528.5",56311,1,4,54669,1643,0.25
"ENSMUSG00000043635.13",206247,2,25,451099,9704,0.08
"ENSMUSG00000035505.15",9277,2,8,15887,2640,0.25
"ENSMUSG00000055204.16",139411,5,44,598609,40831,0.113636363636364
"ENSMUSG00000029368.11",15705,1,15,13672,2034,0.0666666666666667
"ENSMUSG00000054932.7",18170,1,15,16108,2063,0.0666666666666667
"ENSMUSG00000029369.18",34611,2,17,60218,4503,0.117647058823529
"ENSMUSG00000070690.8",36764,2,16,50155,3999,0.125
"ENSMUSG00000029370.11",37581,2,14,106596,5055,0.142857142857143
"ENSMUSG00000029371.8",2264,1,4,672,1575,0.25
"ENSMUSG00000029372.8",1545,1,3,463,1083,0.333333333333333
"ENSMUSG00000029373.8",948,2,5,594,999,0.4
"ENSMUSG00000029379.11",3497,1,4,975,1016,0.25
"ENSMUSG00000029375.7",8533,1,4,6407,2127,0.25
"ENSMUSG00000029380.12",1874,1,4,922,953,0.25
"ENSMUSG00000058427.11",2067,2,6,1166,2968,0.333333333333333
"ENSMUSG00000029376.9",90251,2,10,89408,2847,0.2
"ENSMUSG00000035020.12",7751,2,7,11937,2565,0.285714285714286
"ENSMUSG00000029377.6",19024,1,5,14897,4128,0.2
"ENSMUSG00000029378.6",8833,1,6,7619,1215,0.166666666666667
"ENSMUSG00000082361.7",45733,1,6,42858,2876,0.166666666666667
"ENSMUSG00000034981.10",109279,1,4,104212,5068,0.25
"ENSMUSG00000029397.16",14164,2,11,24516,3384,0.181818181818182
"ENSMUSG00000096035.3",7845,1,2,7086,760,0.5
"ENSMUSG00000029403.15",37809,4,19,130566,13114,0.210526315789474
"ENSMUSG00000029405.17",31573,5,19,135406,16040,0.263157894736842
"ENSMUSG00000029407.11",64860,2,26,122106,7605,0.0769230769230769
"ENSMUSG00000029410.12",29599,2,19,50634,5152,0.105263157894737
"ENSMUSG00000029413.15",20511,2,14,36202,4043,0.142857142857143
"ENSMUSG00000029415.5",26469,2,25,41993,7176,0.08
"ENSMUSG00000029417.10",6732,1,4,3844,2889,0.25
"ENSMUSG00000034842.17",82801,4,19,287845,10129,0.210526315789474
"ENSMUSG00000034855.14",2251,2,6,1883,2447,0.333333333333333
"ENSMUSG00000034826.15",19679,1,12,17328,2352,0.0833333333333333
"ENSMUSG00000029426.9",65519,1,12,59626,4698,0.0833333333333333
"ENSMUSG00000057068.16",36210,5,17,108391,5369,0.294117647058824
"ENSMUSG00000047963.8",3538,2,4,2800,2508,0.5
"ENSMUSG00000050050.18",67317,3,28,102922,10381,0.107142857142857
"ENSMUSG00000029381.17",281883,5,21,863556,30973,0.238095238095238
"ENSMUSG00000045314.6",3899,1,1,0,3900,1
"ENSMUSG00000058013.12",83010,5,20,392153,14106,0.25
"ENSMUSG00000063015.13",24562,1,7,21759,2804,0.142857142857143
"ENSMUSG00000029384.6",6957,1,3,6409,549,0.333333333333333
"ENSMUSG00000029385.15",8974,2,10,11506,5380,0.2
"ENSMUSG00000096044.5",58371,3,11,67826,5240,0.272727272727273
"ENSMUSG00000070686.11",36558,2,6,68005,4699,0.333333333333333
"ENSMUSG00000107392.2",12331,1,4,9859,2473,0.25
"ENSMUSG00000096230.5",4275,2,6,3777,3294,0.333333333333333
"ENSMUSG00000072822.3",4394,1,4,2498,1897,0.25
"ENSMUSG00000072821.5",4612,2,6,2579,2985,0.333333333333333
"ENSMUSG00000096259.3",4005,1,3,1623,2383,0.333333333333333
"ENSMUSG00000094560.2",4277,1,4,2430,1848,0.25
"ENSMUSG00000095718.3",2820,2,6,2579,2751,0.333333333333333
"ENSMUSG00000073497.7",45330,2,5,49203,3822,0.4
"ENSMUSG00000074011.5",2869,2,6,2579,3025,0.333333333333333
"ENSMUSG00000095074.5",20136,3,8,30488,4797,0.375
"ENSMUSG00000095503.5",4273,2,6,3772,3069,0.333333333333333
"ENSMUSG00000094195.3",2869,2,6,2579,2800,0.333333333333333
"ENSMUSG00000092073.9",37971,2,6,36759,3595,0.333333333333333
"ENSMUSG00000095954.5",19952,3,8,30135,4797,0.375
"ENSMUSG00000096742.2",37910,1,4,35447,2464,0.25
"ENSMUSG00000092166.3",4454,2,7,9045,4086,0.285714285714286
"ENSMUSG00000095996.5",12718,2,6,11495,5317,0.333333333333333
"ENSMUSG00000096066.5",4275,2,6,3777,3069,0.333333333333333
"ENSMUSG00000079424.9",38006,3,8,72807,5428,0.375
"ENSMUSG00000070677.9",28781,2,6,35863,4931,0.333333333333333
"ENSMUSG00000079423.7",12195,3,6,15688,5289,0.5
"ENSMUSG00000094043.3",4276,1,4,2429,1848,0.25
"ENSMUSG00000096139.5",4384,2,6,3839,3343,0.333333333333333
"ENSMUSG00000072814.11",4603,2,6,2579,2979,0.333333333333333
"ENSMUSG00000072813.6",28718,1,4,26243,2476,0.25
"ENSMUSG00000023078.7",4117,1,4,2968,1150,0.25
"ENSMUSG00000034724.19",93838,3,17,248601,13823,0.176470588235294
"ENSMUSG00000029486.14",57234,3,14,134834,8537,0.214285714285714
"ENSMUSG00000034687.9",410773,1,74,394926,15848,0.0135135135135135
"ENSMUSG00000029484.13",52627,3,17,85279,3571,0.176470588235294
"ENSMUSG00000034663.14",94178,2,17,155509,10631,0.117647058823529
"ENSMUSG00000055725.12",29267,3,10,57810,5507,0.3
"ENSMUSG00000046000.6",10181,1,2,6758,3424,0.5
"ENSMUSG00000050553.4",1879,1,1,0,1880,1
"ENSMUSG00000029338.14",148260,2,20,255456,8395,0.1
"ENSMUSG00000035456.10",21793,2,7,20402,7869,0.285714285714286
"ENSMUSG00000029337.3",22846,2,5,40796,3101,0.4
"ENSMUSG00000057816.8",472743,1,6,471855,861,0.166666666666667
"ENSMUSG00000079416.2",1049,1,3,951,99,0.333333333333333
"ENSMUSG00000029335.6",29981,3,7,63354,15896,0.428571428571429
"ENSMUSG00000029334.15",107578,3,23,125133,5315,0.130434782608696
"ENSMUSG00000089809.10",511639,6,27,1379706,18593,0.222222222222222
"ENSMUSG00000105078.3",44838,1,6,44100,677,0.166666666666667
"ENSMUSG00000000568.16",23003,4,15,65180,12018,0.266666666666667
"ENSMUSG00000029328.16",6087,1,8,2894,2752,0.125
"ENSMUSG00000029326.14",28775,2,9,54240,3253,0.222222222222222
"ENSMUSG00000050640.17",81936,1,8,78853,3084,0.125
"ENSMUSG00000035325.17",54585,2,30,100833,8275,0.0666666666666667
"ENSMUSG00000118665.1",58593,2,15,106088,9038,0.133333333333333
"ENSMUSG00000035297.15",29494,1,10,27740,1755,0.1
"ENSMUSG00000029322.13",18520,3,9,34645,2706,0.333333333333333
"ENSMUSG00000029319.9",20417,1,7,17819,1743,0.142857142857143
"ENSMUSG00000035273.15",40232,2,14,70283,5075,0.142857142857143
"ENSMUSG00000035266.17",36453,1,18,32765,3689,0.0555555555555556
"ENSMUSG00000016833.15",5844,3,10,15377,1918,0.3
"ENSMUSG00000035234.19",15773,2,12,27716,3796,0.166666666666667
"ENSMUSG00000029314.15",53389,3,17,149612,8978,0.176470588235294
"ENSMUSG00000035187.11",6857,1,3,3720,3138,0.333333333333333
"ENSMUSG00000029330.9",58728,1,13,54805,3924,0.0769230769230769
"ENSMUSG00000043940.16",236965,3,73,629132,39252,0.0410958904109589
"ENSMUSG00000057315.15",416546,6,15,1585785,18756,0.4
"ENSMUSG00000046709.19",303386,7,23,1763147,42848,0.304347826086957
"ENSMUSG00000034573.15",173111,1,48,164888,7915,0.0208333333333333
"ENSMUSG00000029321.2",23692,1,6,21569,2124,0.166666666666667
"ENSMUSG00000029320.12",7971,4,10,25425,3960,0.4
"ENSMUSG00000029313.19",162948,2,21,185276,16635,0.0952380952380952
"ENSMUSG00000029312.13",49286,2,12,89178,8668,0.166666666666667
"ENSMUSG00000034528.16",21970,3,10,45605,4136,0.3
"ENSMUSG00000029311.17",32157,2,9,48206,4059,0.222222222222222
"ENSMUSG00000029310.14",19073,1,8,17023,1488,0.125
"ENSMUSG00000091034.9",7544,3,14,20029,1379,0.214285714285714
"ENSMUSG00000029309.8",34622,1,11,31864,2759,0.0909090909090909
"ENSMUSG00000053268.8",9415,1,5,4985,4431,0.2
"ENSMUSG00000029307.8",11489,1,6,8726,2764,0.166666666666667
"ENSMUSG00000029306.9",12298,1,7,10231,2068,0.142857142857143
"ENSMUSG00000053863.4",13282,1,3,11601,1682,0.333333333333333
"ENSMUSG00000029304.15",5932,4,13,16859,5784,0.307692307692308
"ENSMUSG00000034462.10",46369,1,15,41151,5219,0.0666666666666667
"ENSMUSG00000097392.5",45857,2,11,81572,24176,0.181818181818182
"ENSMUSG00000072774.11",46901,2,7,57257,4260,0.285714285714286
"ENSMUSG00000029299.15",47661,2,17,84115,5703,0.117647058823529
"ENSMUSG00000034438.17",125390,2,12,157450,4059,0.166666666666667
"ENSMUSG00000029298.16",61909,2,13,85807,7082,0.153846153846154
"ENSMUSG00000079363.8",23819,1,11,19282,4538,0.0909090909090909
"ENSMUSG00000079362.6",78788,1,11,74479,4310,0.0909090909090909
"ENSMUSG00000105096.2",23834,1,11,20307,3528,0.0909090909090909
"ENSMUSG00000104713.5",22996,1,2,18682,2604,0.5
"ENSMUSG00000070639.6",74299,1,5,67574,6726,0.2
"ENSMUSG00000054720.13",93630,1,4,86655,6976,0.25
"ENSMUSG00000046079.17",132467,2,5,221817,7852,0.4
"ENSMUSG00000029290.13",39253,1,12,36584,2667,0.0833333333333333
"ENSMUSG00000034384.12",5643,1,3,3330,2314,0.333333333333333
"ENSMUSG00000091096.2",103,1,2,35,69,0.5
