ENSMUSG00000089699.2	ENSMUST00000161581.2
ENSMUSG00000099854.2	ENSMUST00000186866.2
ENSMUSG00000104718.2	ENSMUST00000199456.2
ENSMUSG00000097626.6	ENSMUST00000180594.6
ENSMUSG00000073174.7	ENSMUST00000101556.5
ENSMUSG00000101013.2	ENSMUST00000190567.2
ENSMUSG00000073152.5	ENSMUST00000084713.5
ENSMUSG00000090226.2	ENSMUST00000161473.2
ENSMUSG00000105106.2	ENSMUST00000200336.2
ENSMUSG00000097207.8	ENSMUST00000195898.5
ENSMUSG00000097207.8	ENSMUST00000181764.8
ENSMUSG00000097207.8	ENSMUST00000181374.8
ENSMUSG00000097207.8	ENSMUST00000181209.2
ENSMUSG00000105076.2	ENSMUST00000199056.2
ENSMUSG00000105076.2	ENSMUST00000197486.2
ENSMUSG00000104866.2	ENSMUST00000199085.2
ENSMUSG00000105254.2	ENSMUST00000199688.2
ENSMUSG00000073147.4	ENSMUST00000185943.2
ENSMUSG00000073147.4	ENSMUST00000188328.2
ENSMUSG00000073147.4	ENSMUST00000191186.2
ENSMUSG00000073147.4	ENSMUST00000101522.3
ENSMUSG00000106269.2	ENSMUST00000197377.2
ENSMUSG00000105565.2	ENSMUST00000196851.2
ENSMUSG00000105987.5	ENSMUST00000198461.2
ENSMUSG00000105987.5	ENSMUST00000199941.5
ENSMUSG00000105987.5	ENSMUST00000197153.2
ENSMUSG00000086697.3	ENSMUST00000122963.2
ENSMUSG00000097180.6	ENSMUST00000181574.6
ENSMUSG00000086729.2	ENSMUST00000144193.2
ENSMUSG00000086769.8	ENSMUST00000146326.8
ENSMUSG00000086769.8	ENSMUST00000156403.2
ENSMUSG00000105858.2	ENSMUST00000198276.2
ENSMUSG00000097275.2	ENSMUST00000181925.2
ENSMUSG00000087314.2	ENSMUST00000123610.2
ENSMUSG00000086446.2	ENSMUST00000134633.2
ENSMUSG00000059631.7	ENSMUST00000075081.7
ENSMUSG00000043833.7	ENSMUST00000171190.2
ENSMUSG00000043833.7	ENSMUST00000128569.2
ENSMUSG00000101856.2	ENSMUST00000188465.2
ENSMUSG00000059244.7	ENSMUST00000072180.5
ENSMUSG00000106144.2	ENSMUST00000181398.3
ENSMUSG00000105052.5	ENSMUST00000199295.5
ENSMUSG00000029044.10	ENSMUST00000198070.5
ENSMUSG00000029044.10	ENSMUST00000197091.5
ENSMUSG00000086505.2	ENSMUST00000124392.2
ENSMUSG00000097673.2	ENSMUST00000180740.2
ENSMUSG00000097673.2	ENSMUST00000181503.2
ENSMUSG00000097726.8	ENSMUST00000180878.8
ENSMUSG00000097726.8	ENSMUST00000181202.2
ENSMUSG00000097561.2	ENSMUST00000181005.2
ENSMUSG00000053121.5	ENSMUST00000238564.2
ENSMUSG00000105437.2	ENSMUST00000199286.2
ENSMUSG00000105439.2	ENSMUST00000200055.2
ENSMUSG00000104667.2	ENSMUST00000197982.2
ENSMUSG00000106311.2	ENSMUST00000200001.2
ENSMUSG00000106300.2	ENSMUST00000200017.2
ENSMUSG00000053214.8	ENSMUST00000065519.7
ENSMUSG00000106173.2	ENSMUST00000197835.2
ENSMUSG00000106229.2	ENSMUST00000198244.2
ENSMUSG00000087258.2	ENSMUST00000143488.2
ENSMUSG00000107265.2	ENSMUST00000201750.2
ENSMUSG00000055424.5	ENSMUST00000238448.2
ENSMUSG00000107142.2	ENSMUST00000201177.2
ENSMUSG00000107352.2	ENSMUST00000200956.2
ENSMUSG00000107355.2	ENSMUST00000201790.2
ENSMUSG00000107355.2	ENSMUST00000200738.2
ENSMUSG00000105617.5	ENSMUST00000202033.2
ENSMUSG00000106894.2	ENSMUST00000201542.2
ENSMUSG00000107078.2	ENSMUST00000202688.2
ENSMUSG00000107036.2	ENSMUST00000202171.2
ENSMUSG00000085234.2	ENSMUST00000155976.2
ENSMUSG00000105647.2	ENSMUST00000196545.2
ENSMUSG00000092275.2	ENSMUST00000174768.2
ENSMUSG00000107248.2	ENSMUST00000200726.2
ENSMUSG00000107043.2	ENSMUST00000202834.2
ENSMUSG00000106688.2	ENSMUST00000201325.2
ENSMUSG00000106902.2	ENSMUST00000202325.2
ENSMUSG00000106702.2	ENSMUST00000201771.2
ENSMUSG00000086291.2	ENSMUST00000140646.2
ENSMUSG00000106888.2	ENSMUST00000201477.2
ENSMUSG00000107287.2	ENSMUST00000200791.2
ENSMUSG00000085166.2	ENSMUST00000134467.2
ENSMUSG00000107246.2	ENSMUST00000201216.2
ENSMUSG00000107040.2	ENSMUST00000202914.2
ENSMUSG00000106762.4	ENSMUST00000202026.4
ENSMUSG00000106762.4	ENSMUST00000201921.2
ENSMUSG00000055944.4	ENSMUST00000069741.4
ENSMUSG00000055061.6	ENSMUST00000124643.2
ENSMUSG00000087703.2	ENSMUST00000135451.2
ENSMUSG00000039563.7	ENSMUST00000149687.2
ENSMUSG00000039563.7	ENSMUST00000122882.2
ENSMUSG00000039563.7	ENSMUST00000044964.6
ENSMUSG00000106797.2	ENSMUST00000174019.2
ENSMUSG00000107081.2	ENSMUST00000202047.2
ENSMUSG00000087487.2	ENSMUST00000152862.2
ENSMUSG00000097686.2	ENSMUST00000180816.2
ENSMUSG00000107131.2	ENSMUST00000201761.2
ENSMUSG00000106718.2	ENSMUST00000200831.2
ENSMUSG00000106718.2	ENSMUST00000202443.2
ENSMUSG00000107126.2	ENSMUST00000201470.2
ENSMUSG00000097029.3	ENSMUST00000181240.3
ENSMUSG00000106932.2	ENSMUST00000201983.2
ENSMUSG00000079528.10	ENSMUST00000114080.9
ENSMUSG00000106794.2	ENSMUST00000202596.2
ENSMUSG00000107031.2	ENSMUST00000202383.2
ENSMUSG00000106679.2	ENSMUST00000202881.2
ENSMUSG00000106741.4	ENSMUST00000202800.4
ENSMUSG00000107070.2	ENSMUST00000200925.2
ENSMUSG00000107193.2	ENSMUST00000200967.2
ENSMUSG00000106501.2	ENSMUST00000197060.2
ENSMUSG00000085720.9	ENSMUST00000187409.3
ENSMUSG00000104846.2	ENSMUST00000197178.2
ENSMUSG00000107244.2	ENSMUST00000201312.2
ENSMUSG00000104691.2	ENSMUST00000198692.2
ENSMUSG00000087290.3	ENSMUST00000149048.3
ENSMUSG00000087290.3	ENSMUST00000152116.3
ENSMUSG00000104701.2	ENSMUST00000199304.2
ENSMUSG00000086479.3	ENSMUST00000123363.3
ENSMUSG00000087281.2	ENSMUST00000154897.2
ENSMUSG00000105264.2	ENSMUST00000196003.2
ENSMUSG00000105264.2	ENSMUST00000197140.2
ENSMUSG00000072962.4	ENSMUST00000197463.2
ENSMUSG00000105353.2	ENSMUST00000198677.2
ENSMUSG00000105503.2	ENSMUST00000198574.2
ENSMUSG00000104784.2	ENSMUST00000195990.2
ENSMUSG00000104800.2	ENSMUST00000199005.2
ENSMUSG00000104894.5	ENSMUST00000196411.5
ENSMUSG00000104894.5	ENSMUST00000200281.2
ENSMUSG00000105224.2	ENSMUST00000196016.2
ENSMUSG00000106656.2	ENSMUST00000199745.2
ENSMUSG00000062496.10	ENSMUST00000199309.5
ENSMUSG00000062496.10	ENSMUST00000079389.6
ENSMUSG00000029092.10	ENSMUST00000197016.5
ENSMUSG00000029092.10	ENSMUST00000198493.2
ENSMUSG00000104781.2	ENSMUST00000200133.2
ENSMUSG00000105255.2	ENSMUST00000196216.2
ENSMUSG00000097825.6	ENSMUST00000181335.3
ENSMUSG00000097825.6	ENSMUST00000181083.6
ENSMUSG00000106602.2	ENSMUST00000198088.2
ENSMUSG00000092309.3	ENSMUST00000172700.3
ENSMUSG00000092559.2	ENSMUST00000174884.2
ENSMUSG00000093502.3	ENSMUST00000176749.3
ENSMUSG00000104870.2	ENSMUST00000197958.2
ENSMUSG00000105423.5	ENSMUST00000197457.5
ENSMUSG00000105320.2	ENSMUST00000196628.2
ENSMUSG00000104847.2	ENSMUST00000197032.2
ENSMUSG00000097145.6	ENSMUST00000199547.5
ENSMUSG00000097145.6	ENSMUST00000199805.5
ENSMUSG00000097145.6	ENSMUST00000198720.2
ENSMUSG00000106464.2	ENSMUST00000197171.2
ENSMUSG00000104751.2	ENSMUST00000198797.2
ENSMUSG00000106380.2	ENSMUST00000196113.2
ENSMUSG00000104829.2	ENSMUST00000198876.2
ENSMUSG00000052295.5	ENSMUST00000064097.5
ENSMUSG00000106352.5	ENSMUST00000198248.5
ENSMUSG00000106352.5	ENSMUST00000198580.2
ENSMUSG00000106538.2	ENSMUST00000199474.2
ENSMUSG00000090642.3	ENSMUST00000163795.3
ENSMUSG00000106981.2	ENSMUST00000200940.2
ENSMUSG00000106808.2	ENSMUST00000200904.2
ENSMUSG00000106807.2	ENSMUST00000200950.2
ENSMUSG00000107111.2	ENSMUST00000202154.2
ENSMUSG00000105912.2	ENSMUST00000197424.2
ENSMUSG00000097216.4	ENSMUST00000180708.3
ENSMUSG00000105234.2	ENSMUST00000199751.2
ENSMUSG00000100557.2	ENSMUST00000189036.2
ENSMUSG00000106634.2	ENSMUST00000198676.2
ENSMUSG00000106013.5	ENSMUST00000198882.2
ENSMUSG00000105903.2	ENSMUST00000199566.2
ENSMUSG00000087552.3	ENSMUST00000153089.3
ENSMUSG00000106219.2	ENSMUST00000198687.2
ENSMUSG00000105730.2	ENSMUST00000196357.2
ENSMUSG00000105443.2	ENSMUST00000200306.2
ENSMUSG00000105105.2	ENSMUST00000199362.2
ENSMUSG00000100911.3	ENSMUST00000189767.3
ENSMUSG00000105352.5	ENSMUST00000196527.5
ENSMUSG00000105352.5	ENSMUST00000196829.2
ENSMUSG00000105402.5	ENSMUST00000198582.5
ENSMUSG00000105183.2	ENSMUST00000196013.2
ENSMUSG00000104928.2	ENSMUST00000197839.2
ENSMUSG00000097668.3	ENSMUST00000180650.3
ENSMUSG00000097640.8	ENSMUST00000180912.6
ENSMUSG00000097640.8	ENSMUST00000180799.3
ENSMUSG00000097640.8	ENSMUST00000180470.2
ENSMUSG00000107102.2	ENSMUST00000202274.2
ENSMUSG00000106978.2	ENSMUST00000202673.2
ENSMUSG00000106978.2	ENSMUST00000201547.2
ENSMUSG00000097092.3	ENSMUST00000180652.3
ENSMUSG00000107014.2	ENSMUST00000201903.2
ENSMUSG00000087601.4	ENSMUST00000152002.4
ENSMUSG00000087601.4	ENSMUST00000177319.2
ENSMUSG00000085839.2	ENSMUST00000129485.2
ENSMUSG00000086964.2	ENSMUST00000150616.2
ENSMUSG00000107319.2	ENSMUST00000201816.2
ENSMUSG00000107266.2	ENSMUST00000202864.2
ENSMUSG00000097840.2	ENSMUST00000181689.2
ENSMUSG00000107385.4	ENSMUST00000202634.4
ENSMUSG00000107385.4	ENSMUST00000202828.2
ENSMUSG00000085363.2	ENSMUST00000145914.2
ENSMUSG00000087261.3	ENSMUST00000143945.3
ENSMUSG00000087261.3	ENSMUST00000140578.3
ENSMUSG00000106880.2	ENSMUST00000201190.2
ENSMUSG00000105489.2	ENSMUST00000199398.2
ENSMUSG00000093400.2	ENSMUST00000176396.2
ENSMUSG00000093771.2	ENSMUST00000176972.2
ENSMUSG00000106136.3	ENSMUST00000199037.3
ENSMUSG00000086376.3	ENSMUST00000146728.3
ENSMUSG00000090561.3	ENSMUST00000168686.3
ENSMUSG00000107087.2	ENSMUST00000201180.2
ENSMUSG00000100175.7	ENSMUST00000191524.3
ENSMUSG00000107027.2	ENSMUST00000202487.2
ENSMUSG00000106968.2	ENSMUST00000202711.2
ENSMUSG00000087250.3	ENSMUST00000129275.3
ENSMUSG00000086234.4	ENSMUST00000152787.3
ENSMUSG00000106943.3	ENSMUST00000066220.4
ENSMUSG00000106943.3	ENSMUST00000120364.2
ENSMUSG00000085657.8	ENSMUST00000156466.8
ENSMUSG00000085497.3	ENSMUST00000137731.3
ENSMUSG00000106987.2	ENSMUST00000202942.2
ENSMUSG00000072874.5	ENSMUST00000101121.3
ENSMUSG00000107192.2	ENSMUST00000202993.2
ENSMUSG00000106760.2	ENSMUST00000202475.2
ENSMUSG00000107386.2	ENSMUST00000202494.2
ENSMUSG00000106754.2	ENSMUST00000201733.2
ENSMUSG00000106726.2	ENSMUST00000202985.2
ENSMUSG00000107061.2	ENSMUST00000201551.2
ENSMUSG00000100936.2	ENSMUST00000187685.2
ENSMUSG00000106756.2	ENSMUST00000201402.2
ENSMUSG00000098449.2	ENSMUST00000185173.2
ENSMUSG00000087037.2	ENSMUST00000132154.2
ENSMUSG00000086632.2	ENSMUST00000129353.2
ENSMUSG00000087541.2	ENSMUST00000148568.2
ENSMUSG00000085858.2	ENSMUST00000156195.2
ENSMUSG00000106783.2	ENSMUST00000201649.2
ENSMUSG00000106828.2	ENSMUST00000202460.2
ENSMUSG00000106906.2	ENSMUST00000201510.2
ENSMUSG00000107232.2	ENSMUST00000201654.2
ENSMUSG00000106985.2	ENSMUST00000201899.2
ENSMUSG00000087431.2	ENSMUST00000139469.2
ENSMUSG00000106598.2	ENSMUST00000199389.2
ENSMUSG00000104878.2	ENSMUST00000197581.2
ENSMUSG00000106507.2	ENSMUST00000197865.2
ENSMUSG00000089851.2	ENSMUST00000161985.2
ENSMUSG00000105704.2	ENSMUST00000198859.2
ENSMUSG00000104937.2	ENSMUST00000196789.2
ENSMUSG00000104839.2	ENSMUST00000197636.2
ENSMUSG00000099605.2	ENSMUST00000190123.2
ENSMUSG00000105888.2	ENSMUST00000196993.2
ENSMUSG00000055961.8	ENSMUST00000199477.2
ENSMUSG00000105640.2	ENSMUST00000197195.2
ENSMUSG00000054945.5	ENSMUST00000238484.2
ENSMUSG00000106788.2	ENSMUST00000202955.2
ENSMUSG00000106863.4	ENSMUST00000200893.4
ENSMUSG00000106863.4	ENSMUST00000200783.2
ENSMUSG00000107044.2	ENSMUST00000202536.2
ENSMUSG00000107218.2	ENSMUST00000202683.2
ENSMUSG00000107350.2	ENSMUST00000202894.2
ENSMUSG00000107198.2	ENSMUST00000200707.2
ENSMUSG00000099468.2	ENSMUST00000191369.2
ENSMUSG00000101978.2	ENSMUST00000187067.2
ENSMUSG00000107301.2	ENSMUST00000202249.2
ENSMUSG00000029409.8	ENSMUST00000201332.4
ENSMUSG00000029409.8	ENSMUST00000031356.5
ENSMUSG00000106698.2	ENSMUST00000202680.2
ENSMUSG00000092266.2	ENSMUST00000174621.2
ENSMUSG00000106263.2	ENSMUST00000198132.2
ENSMUSG00000106526.2	ENSMUST00000200077.2
ENSMUSG00000104955.2	ENSMUST00000198159.2
ENSMUSG00000106319.2	ENSMUST00000197025.2
ENSMUSG00000105283.2	ENSMUST00000195935.2
ENSMUSG00000106357.2	ENSMUST00000200139.2
ENSMUSG00000105006.2	ENSMUST00000195892.2
ENSMUSG00000104736.2	ENSMUST00000198559.2
ENSMUSG00000105850.2	ENSMUST00000199885.2
ENSMUSG00000104717.2	ENSMUST00000197615.2
ENSMUSG00000097516.8	ENSMUST00000181724.8
ENSMUSG00000097516.8	ENSMUST00000180634.2
ENSMUSG00000045238.10	ENSMUST00000205851.2
ENSMUSG00000067101.6	ENSMUST00000187592.2
ENSMUSG00000105579.3	ENSMUST00000198339.3
ENSMUSG00000105686.2	ENSMUST00000196434.2
ENSMUSG00000104753.2	ENSMUST00000196037.2
ENSMUSG00000090006.2	ENSMUST00000160088.2
ENSMUSG00000090146.2	ENSMUST00000159244.2
ENSMUSG00000089743.8	ENSMUST00000159950.8
ENSMUSG00000089743.8	ENSMUST00000162639.2
ENSMUSG00000089743.8	ENSMUST00000161197.2
ENSMUSG00000029331.4	ENSMUST00000031274.2
ENSMUSG00000105218.5	ENSMUST00000198449.5
ENSMUSG00000105218.5	ENSMUST00000197852.2
ENSMUSG00000091623.3	ENSMUST00000166606.3
ENSMUSG00000086259.8	ENSMUST00000143245.8
ENSMUSG00000103927.2	ENSMUST00000194154.2
ENSMUSG00000100157.7	ENSMUST00000185221.7
ENSMUSG00000097772.8	ENSMUST00000181873.8
ENSMUSG00000097772.8	ENSMUST00000180779.2
ENSMUSG00000085269.2	ENSMUST00000123463.2
ENSMUSG00000105755.2	ENSMUST00000198852.2
ENSMUSG00000087611.2	ENSMUST00000142871.2
ENSMUSG00000106255.2	ENSMUST00000199211.2
ENSMUSG00000092503.2	ENSMUST00000173738.2
ENSMUSG00000105097.2	ENSMUST00000196076.2
ENSMUSG00000106164.2	ENSMUST00000198824.2
ENSMUSG00000092354.8	ENSMUST00000174864.2
ENSMUSG00000092354.8	ENSMUST00000174528.8
ENSMUSG00000106492.2	ENSMUST00000198744.2
ENSMUSG00000106492.2	ENSMUST00000196325.2
ENSMUSG00000106586.2	ENSMUST00000197709.2
ENSMUSG00000106586.2	ENSMUST00000200080.2
ENSMUSG00000104956.2	ENSMUST00000198193.2
ENSMUSG00000105426.2	ENSMUST00000197576.2
ENSMUSG00000104684.2	ENSMUST00000200007.2
ENSMUSG00000104580.2	ENSMUST00000197715.2
ENSMUSG00000097877.3	ENSMUST00000181370.2
ENSMUSG00000097877.3	ENSMUST00000181506.2
ENSMUSG00000105615.2	ENSMUST00000196103.2
ENSMUSG00000097237.2	ENSMUST00000181193.2
ENSMUSG00000106438.2	ENSMUST00000196818.2
ENSMUSG00000106438.2	ENSMUST00000197905.2
ENSMUSG00000085771.2	ENSMUST00000150195.2
ENSMUSG00000084878.2	ENSMUST00000135958.2
ENSMUSG00000106483.2	ENSMUST00000200427.2
ENSMUSG00000105508.2	ENSMUST00000200592.2
ENSMUSG00000105531.2	ENSMUST00000198197.2
ENSMUSG00000106594.2	ENSMUST00000198220.2
ENSMUSG00000105618.2	ENSMUST00000197142.2
ENSMUSG00000097018.3	ENSMUST00000180862.3
ENSMUSG00000099061.2	ENSMUST00000131029.2
ENSMUSG00000099061.2	ENSMUST00000124394.3
ENSMUSG00000098302.2	ENSMUST00000149128.3
ENSMUSG00000101237.2	ENSMUST00000187692.2
ENSMUSG00000106554.2	ENSMUST00000199486.2
ENSMUSG00000106396.2	ENSMUST00000199508.2
ENSMUSG00000090558.2	ENSMUST00000171723.2
ENSMUSG00000085900.2	ENSMUST00000149156.2
ENSMUSG00000097035.3	ENSMUST00000180428.3
ENSMUSG00000106333.2	ENSMUST00000198537.2
ENSMUSG00000090030.2	ENSMUST00000162148.2
ENSMUSG00000104904.2	ENSMUST00000196846.2
ENSMUSG00000106304.2	ENSMUST00000196277.2
ENSMUSG00000072769.7	ENSMUST00000197854.2
ENSMUSG00000072769.7	ENSMUST00000196693.5
ENSMUSG00000072769.7	ENSMUST00000198585.2
ENSMUSG00000072769.7	ENSMUST00000100944.7
ENSMUSG00000101762.2	ENSMUST00000189659.2
ENSMUSG00000093479.2	ENSMUST00000176157.2
ENSMUSG00000105471.2	ENSMUST00000196262.2
ENSMUSG00000097140.2	ENSMUST00000181101.2
ENSMUSG00000097863.2	ENSMUST00000181488.2
ENSMUSG00000105541.2	ENSMUST00000200403.2
ENSMUSG00000086247.8	ENSMUST00000152014.2
ENSMUSG00000086247.8	ENSMUST00000130892.8
ENSMUSG00000086247.8	ENSMUST00000141008.2
ENSMUSG00000104720.2	ENSMUST00000199123.2
ENSMUSG00000104970.2	ENSMUST00000198052.2
ENSMUSG00000087439.2	ENSMUST00000140087.2
ENSMUSG00000087439.2	ENSMUST00000130123.2
ENSMUSG00000085606.2	ENSMUST00000137099.2
ENSMUSG00000105482.2	ENSMUST00000196305.2
ENSMUSG00000048215.15	ENSMUST00000141532.8
ENSMUSG00000048215.15	ENSMUST00000142879.2
ENSMUSG00000048215.15	ENSMUST00000141420.2
ENSMUSG00000048215.15	ENSMUST00000129007.2
ENSMUSG00000105161.2	ENSMUST00000196771.2
ENSMUSG00000086401.2	ENSMUST00000132267.2
ENSMUSG00000104559.2	ENSMUST00000199149.2
ENSMUSG00000052848.8	ENSMUST00000064930.8
ENSMUSG00000052848.8	ENSMUST00000199587.2
ENSMUSG00000104833.2	ENSMUST00000198964.2
ENSMUSG00000085271.8	ENSMUST00000137398.8
ENSMUSG00000085919.2	ENSMUST00000149538.2
ENSMUSG00000105376.5	ENSMUST00000198395.5
ENSMUSG00000106060.2	ENSMUST00000197648.2
ENSMUSG00000104538.2	ENSMUST00000197688.2
ENSMUSG00000101683.7	ENSMUST00000187272.2
ENSMUSG00000097767.9	ENSMUST00000182953.8
ENSMUSG00000097986.3	ENSMUST00000212599.2
ENSMUSG00000097986.3	ENSMUST00000212526.2
ENSMUSG00000097986.3	ENSMUST00000213051.2
ENSMUSG00000097986.3	ENSMUST00000212840.2
ENSMUSG00000093637.2	ENSMUST00000176660.2
ENSMUSG00000098027.2	ENSMUST00000183300.2
ENSMUSG00000097962.8	ENSMUST00000183186.8
ENSMUSG00000105152.2	ENSMUST00000198371.2
ENSMUSG00000104807.2	ENSMUST00000197981.2
ENSMUSG00000098230.8	ENSMUST00000182349.2
ENSMUSG00000106659.2	ENSMUST00000196278.2
ENSMUSG00000085713.2	ENSMUST00000141710.2
ENSMUSG00000090458.2	ENSMUST00000166047.2
ENSMUSG00000105664.2	ENSMUST00000197573.2
ENSMUSG00000086302.2	ENSMUST00000156209.2
ENSMUSG00000107340.2	ENSMUST00000202276.2
ENSMUSG00000092183.2	ENSMUST00000173208.2
ENSMUSG00000107108.3	ENSMUST00000238307.2
ENSMUSG00000087477.2	ENSMUST00000127563.2
ENSMUSG00000086054.3	ENSMUST00000129609.2
ENSMUSG00000086054.3	ENSMUST00000131845.2
ENSMUSG00000086140.2	ENSMUST00000138108.2
ENSMUSG00000086368.3	ENSMUST00000149609.2
ENSMUSG00000086368.3	ENSMUST00000201195.2
ENSMUSG00000086368.3	ENSMUST00000144202.2
ENSMUSG00000086368.3	ENSMUST00000124378.2
ENSMUSG00000086368.3	ENSMUST00000148916.2
ENSMUSG00000107288.2	ENSMUST00000202607.2
ENSMUSG00000086352.2	ENSMUST00000139500.2
ENSMUSG00000087292.2	ENSMUST00000146546.2
ENSMUSG00000087292.2	ENSMUST00000151159.2
ENSMUSG00000107353.2	ENSMUST00000202548.2
ENSMUSG00000086849.2	ENSMUST00000149608.2
ENSMUSG00000107121.2	ENSMUST00000201728.2
ENSMUSG00000085376.2	ENSMUST00000127049.2
ENSMUSG00000084992.2	ENSMUST00000156331.2
ENSMUSG00000086655.2	ENSMUST00000127792.2
ENSMUSG00000086122.2	ENSMUST00000156169.2
ENSMUSG00000086055.2	ENSMUST00000126326.2
ENSMUSG00000087124.2	ENSMUST00000151639.2
ENSMUSG00000084921.2	ENSMUST00000132130.2
ENSMUSG00000086715.2	ENSMUST00000128473.2
ENSMUSG00000086945.2	ENSMUST00000153818.2
ENSMUSG00000086219.8	ENSMUST00000126959.5
ENSMUSG00000106914.2	ENSMUST00000201262.2
ENSMUSG00000106909.2	ENSMUST00000202259.2
ENSMUSG00000106909.2	ENSMUST00000201752.2
ENSMUSG00000107237.2	ENSMUST00000201443.2
ENSMUSG00000086047.2	ENSMUST00000149413.2
ENSMUSG00000097163.3	ENSMUST00000181440.3
ENSMUSG00000072688.3	ENSMUST00000202768.2
ENSMUSG00000086075.2	ENSMUST00000140833.2
ENSMUSG00000098072.2	ENSMUST00000182216.2
ENSMUSG00000029360.4	ENSMUST00000031305.4
ENSMUSG00000106812.2	ENSMUST00000201179.2
ENSMUSG00000106708.2	ENSMUST00000202790.2
ENSMUSG00000106745.2	ENSMUST00000201027.2
ENSMUSG00000107144.2	ENSMUST00000202500.2
ENSMUSG00000100573.2	ENSMUST00000190550.2
ENSMUSG00000107334.2	ENSMUST00000200918.2
ENSMUSG00000106938.2	ENSMUST00000201435.2
ENSMUSG00000087516.8	ENSMUST00000202307.2
ENSMUSG00000087516.8	ENSMUST00000140101.2
ENSMUSG00000085708.2	ENSMUST00000156235.2
ENSMUSG00000085345.2	ENSMUST00000154997.2
ENSMUSG00000086847.2	ENSMUST00000135385.2
ENSMUSG00000107053.2	ENSMUST00000202665.2
ENSMUSG00000106795.4	ENSMUST00000238278.2
ENSMUSG00000106795.4	ENSMUST00000201152.3
ENSMUSG00000107084.2	ENSMUST00000202075.2
ENSMUSG00000107063.2	ENSMUST00000201639.2
ENSMUSG00000097368.3	ENSMUST00000180812.3
ENSMUSG00000097368.3	ENSMUST00000181905.2
ENSMUSG00000107141.2	ENSMUST00000200789.2
ENSMUSG00000098649.3	ENSMUST00000185026.3
ENSMUSG00000086165.2	ENSMUST00000128728.2
ENSMUSG00000107191.2	ENSMUST00000202387.2
ENSMUSG00000089830.2	ENSMUST00000161848.2
ENSMUSG00000107179.2	ENSMUST00000201006.2
ENSMUSG00000104985.2	ENSMUST00000200668.2
ENSMUSG00000106209.2	ENSMUST00000199249.2
ENSMUSG00000089729.2	ENSMUST00000162348.2
ENSMUSG00000104872.2	ENSMUST00000198145.2
ENSMUSG00000105795.2	ENSMUST00000198001.2
ENSMUSG00000087386.2	ENSMUST00000135544.2
ENSMUSG00000105895.2	ENSMUST00000198417.2
ENSMUSG00000105430.2	ENSMUST00000198918.2
ENSMUSG00000105311.2	ENSMUST00000172729.2
ENSMUSG00000056735.6	ENSMUST00000148466.2
ENSMUSG00000106555.5	ENSMUST00000173312.6
ENSMUSG00000090086.8	ENSMUST00000159072.2
ENSMUSG00000090086.8	ENSMUST00000160255.8
ENSMUSG00000090086.8	ENSMUST00000159637.8
ENSMUSG00000090086.8	ENSMUST00000160099.2
ENSMUSG00000104156.3	ENSMUST00000196428.2
ENSMUSG00000104156.3	ENSMUST00000192791.3
ENSMUSG00000105881.2	ENSMUST00000195992.2
ENSMUSG00000104606.2	ENSMUST00000195921.2
ENSMUSG00000087063.2	ENSMUST00000133476.2
ENSMUSG00000087336.3	ENSMUST00000197262.2
ENSMUSG00000087336.3	ENSMUST00000137257.2
ENSMUSG00000104830.2	ENSMUST00000198600.2
ENSMUSG00000086700.3	ENSMUST00000141216.2
ENSMUSG00000086700.3	ENSMUST00000151096.3
ENSMUSG00000106636.2	ENSMUST00000196847.2
ENSMUSG00000086753.2	ENSMUST00000134552.2
ENSMUSG00000106261.2	ENSMUST00000196486.2
ENSMUSG00000104818.2	ENSMUST00000199099.2
ENSMUSG00000085433.3	ENSMUST00000127989.3
ENSMUSG00000089842.3	ENSMUST00000159053.2
ENSMUSG00000089842.3	ENSMUST00000162577.2
ENSMUSG00000089842.3	ENSMUST00000198466.2
ENSMUSG00000090220.2	ENSMUST00000161697.2
ENSMUSG00000105759.2	ENSMUST00000197756.2
ENSMUSG00000106082.5	ENSMUST00000199356.2
ENSMUSG00000105583.2	ENSMUST00000197269.2
ENSMUSG00000105604.2	ENSMUST00000196503.2
ENSMUSG00000106663.2	ENSMUST00000198978.2
ENSMUSG00000105039.2	ENSMUST00000198586.2
ENSMUSG00000104932.2	ENSMUST00000200649.2
ENSMUSG00000072612.4	ENSMUST00000238478.2
ENSMUSG00000105274.2	ENSMUST00000199057.2
ENSMUSG00000106378.2	ENSMUST00000197523.2
ENSMUSG00000105593.5	ENSMUST00000197784.5
ENSMUSG00000105593.5	ENSMUST00000199324.5
ENSMUSG00000105593.5	ENSMUST00000198572.5
ENSMUSG00000105593.5	ENSMUST00000196393.2
ENSMUSG00000104825.2	ENSMUST00000196498.2
ENSMUSG00000105673.2	ENSMUST00000197543.2
ENSMUSG00000106235.2	ENSMUST00000200003.2
ENSMUSG00000105316.2	ENSMUST00000199363.2
ENSMUSG00000106644.2	ENSMUST00000198430.2
ENSMUSG00000105490.2	ENSMUST00000196374.2
ENSMUSG00000105490.2	ENSMUST00000196336.2
ENSMUSG00000105575.2	ENSMUST00000196673.2
ENSMUSG00000105308.5	ENSMUST00000196713.2
ENSMUSG00000104778.2	ENSMUST00000197873.2
ENSMUSG00000087104.8	ENSMUST00000154361.2
ENSMUSG00000106015.2	ENSMUST00000200582.2
ENSMUSG00000105857.2	ENSMUST00000198962.2
ENSMUSG00000106275.2	ENSMUST00000200324.2
ENSMUSG00000104727.2	ENSMUST00000199898.2
