ENSMUSG00000051951.6	ENSMUST00000070533.5
ENSMUSG00000052539.16	ENSMUST00000122303.2
ENSMUSG00000032913.14	ENSMUST00000046316.11
ENSMUSG00000032913.14	ENSMUST00000199070.5
ENSMUSG00000032913.14	ENSMUST00000198332.2
ENSMUSG00000032902.2	ENSMUST00000046212.2
ENSMUSG00000055865.9	ENSMUST00000139783.2
ENSMUSG00000002228.8	ENSMUST00000002298.7
ENSMUSG00000002233.14	ENSMUST00000196817.5
ENSMUSG00000002233.14	ENSMUST00000002303.12
ENSMUSG00000002233.14	ENSMUST00000106787.8
ENSMUSG00000002233.14	ENSMUST00000176347.6
ENSMUSG00000002227.16	ENSMUST00000002297.12
ENSMUSG00000002227.16	ENSMUST00000168015.8
ENSMUSG00000002227.16	ENSMUST00000106775.8
ENSMUSG00000002227.16	ENSMUST00000166979.8
ENSMUSG00000070372.12	ENSMUST00000094028.10
ENSMUSG00000045576.17	ENSMUST00000106769.8
ENSMUSG00000045576.17	ENSMUST00000059271.13
ENSMUSG00000045576.17	ENSMUST00000200132.5
ENSMUSG00000027840.6	ENSMUST00000029429.6
ENSMUSG00000062127.12	ENSMUST00000077548.12
ENSMUSG00000062127.12	ENSMUST00000098763.7
ENSMUSG00000051788.5	ENSMUST00000070584.5
ENSMUSG00000040896.17	ENSMUST00000098761.10
ENSMUSG00000040896.17	ENSMUST00000118360.8
ENSMUSG00000040896.17	ENSMUST00000079169.5
ENSMUSG00000027905.16	ENSMUST00000090680.11
ENSMUSG00000048458.9	ENSMUST00000066610.8
ENSMUSG00000048458.9	ENSMUST00000098273.3
ENSMUSG00000068798.11	ENSMUST00000090678.11
ENSMUSG00000068798.11	ENSMUST00000197094.5
ENSMUSG00000000562.6	ENSMUST00000164730.2
ENSMUSG00000000562.6	ENSMUST00000000574.3
ENSMUSG00000074344.8	ENSMUST00000010279.10
ENSMUSG00000074344.8	ENSMUST00000198080.5
ENSMUSG00000074344.8	ENSMUST00000199977.2
ENSMUSG00000118531.2	ENSMUST00000196748.2
ENSMUSG00000074342.5	ENSMUST00000098758.5
ENSMUSG00000000563.18	ENSMUST00000118209.8
ENSMUSG00000000561.15	ENSMUST00000010278.12
ENSMUSG00000074340.10	ENSMUST00000000573.9
ENSMUSG00000010136.15	ENSMUST00000010280.11
ENSMUSG00000010136.15	ENSMUST00000066319.8
ENSMUSG00000043873.12	ENSMUST00000200146.2
ENSMUSG00000062778.13	ENSMUST00000079132.12
ENSMUSG00000040809.11	ENSMUST00000063062.9
ENSMUSG00000063779.7	ENSMUST00000082219.6
ENSMUSG00000027902.9	ENSMUST00000029510.9
ENSMUSG00000027901.13	ENSMUST00000029508.11
ENSMUSG00000027901.13	ENSMUST00000183271.2
ENSMUSG00000040774.16	ENSMUST00000068301.11
ENSMUSG00000040774.16	ENSMUST00000121231.8
ENSMUSG00000040774.16	ENSMUST00000039153.14
ENSMUSG00000027900.16	ENSMUST00000067630.13
ENSMUSG00000027900.16	ENSMUST00000121034.8
ENSMUSG00000027900.16	ENSMUST00000029507.13
ENSMUSG00000056260.16	ENSMUST00000098751.10
ENSMUSG00000056260.16	ENSMUST00000106736.3
ENSMUSG00000056260.16	ENSMUST00000098750.5
ENSMUSG00000040747.10	ENSMUST00000038845.10
ENSMUSG00000043529.5	ENSMUST00000213616.3
ENSMUSG00000043529.5	ENSMUST00000216610.2
ENSMUSG00000043529.5	ENSMUST00000059486.3
ENSMUSG00000047959.5	ENSMUST00000052718.5
ENSMUSG00000040724.6	ENSMUST00000197470.5
ENSMUSG00000040724.6	ENSMUST00000038695.6
ENSMUSG00000040724.6	ENSMUST00000196403.2
ENSMUSG00000042861.8	ENSMUST00000055064.8
ENSMUSG00000046213.10	ENSMUST00000029504.9
ENSMUSG00000094613.3	ENSMUST00000179399.3
ENSMUSG00000070368.10	ENSMUST00000197758.5
ENSMUSG00000070368.10	ENSMUST00000049852.10
ENSMUSG00000087260.6	ENSMUST00000145735.6
ENSMUSG00000087260.6	ENSMUST00000199317.2
ENSMUSG00000027896.16	ENSMUST00000029502.14
ENSMUSG00000027896.16	ENSMUST00000106723.2
ENSMUSG00000048109.11	ENSMUST00000061772.11
ENSMUSG00000027895.11	ENSMUST00000009617.10
ENSMUSG00000027895.11	ENSMUST00000238670.2
ENSMUSG00000027894.15	ENSMUST00000169449.8
ENSMUSG00000027894.15	ENSMUST00000029499.15
ENSMUSG00000055891.8	ENSMUST00000052853.8
ENSMUSG00000014603.4	ENSMUST00000014747.3
ENSMUSG00000014601.14	ENSMUST00000064759.7
ENSMUSG00000078604.2	ENSMUST00000106703.2
ENSMUSG00000027893.15	ENSMUST00000029490.15
ENSMUSG00000014599.11	ENSMUST00000118593.8
ENSMUSG00000014599.11	ENSMUST00000014743.10
ENSMUSG00000014599.11	ENSMUST00000120654.8
ENSMUSG00000014599.11	ENSMUST00000120243.8
ENSMUSG00000040600.10	ENSMUST00000037375.10
ENSMUSG00000004032.11	ENSMUST00000004134.11
ENSMUSG00000004032.11	ENSMUST00000167387.8
ENSMUSG00000004032.11	ENSMUST00000169365.2
ENSMUSG00000004035.13	ENSMUST00000004137.11
ENSMUSG00000004035.13	ENSMUST00000106687.9
ENSMUSG00000004035.13	ENSMUST00000106688.8
ENSMUSG00000068762.12	ENSMUST00000106685.9
ENSMUSG00000068762.12	ENSMUST00000106684.8
ENSMUSG00000068762.12	ENSMUST00000106683.8
ENSMUSG00000004038.10	ENSMUST00000004136.10
ENSMUSG00000040562.13	ENSMUST00000012348.9
ENSMUSG00000040562.13	ENSMUST00000066530.7
ENSMUSG00000058135.13	ENSMUST00000004140.11
ENSMUSG00000058135.13	ENSMUST00000126593.3
ENSMUSG00000027890.18	ENSMUST00000029489.15
ENSMUSG00000027890.18	ENSMUST00000178808.8
ENSMUSG00000027890.18	ENSMUST00000106670.2
ENSMUSG00000027889.18	ENSMUST00000102638.8
ENSMUSG00000027889.18	ENSMUST00000102637.8
ENSMUSG00000027889.18	ENSMUST00000078912.7
ENSMUSG00000009108.16	ENSMUST00000058669.15
ENSMUSG00000000001.5	ENSMUST00000000001.5
ENSMUSG00000046793.9	ENSMUST00000062028.8
ENSMUSG00000050947.10	ENSMUST00000050909.7
ENSMUSG00000050947.10	ENSMUST00000106659.3
ENSMUSG00000050947.10	ENSMUST00000106656.2
ENSMUSG00000048796.8	ENSMUST00000106655.2
ENSMUSG00000048796.8	ENSMUST00000065664.7
ENSMUSG00000048796.8	ENSMUST00000106654.2
ENSMUSG00000048997.18	ENSMUST00000117409.8
ENSMUSG00000048997.18	ENSMUST00000102633.9
ENSMUSG00000048997.18	ENSMUST00000117784.8
ENSMUSG00000048997.18	ENSMUST00000119650.8
ENSMUSG00000027887.12	ENSMUST00000141387.4
ENSMUSG00000068749.10	ENSMUST00000090569.10
ENSMUSG00000068747.15	ENSMUST00000135636.6
ENSMUSG00000068747.15	ENSMUST00000102632.7
ENSMUSG00000068745.7	ENSMUST00000090563.7
ENSMUSG00000068744.13	ENSMUST00000090561.10
ENSMUSG00000068744.13	ENSMUST00000102629.8
ENSMUSG00000068740.15	ENSMUST00000090558.11
ENSMUSG00000068739.14	ENSMUST00000090553.12
ENSMUSG00000068739.14	ENSMUST00000102625.11
ENSMUSG00000040412.18	ENSMUST00000106625.10
ENSMUSG00000040412.18	ENSMUST00000048012.13
ENSMUSG00000027886.8	ENSMUST00000029485.6
ENSMUSG00000068732.6	ENSMUST00000106622.3
ENSMUSG00000068732.6	ENSMUST00000090546.6
ENSMUSG00000048100.14	ENSMUST00000143054.2
ENSMUSG00000040389.16	ENSMUST00000051145.15
ENSMUSG00000027884.17	ENSMUST00000106609.8
ENSMUSG00000027884.17	ENSMUST00000029483.15
ENSMUSG00000027884.17	ENSMUST00000106613.2
ENSMUSG00000027883.16	ENSMUST00000029482.16
ENSMUSG00000049565.17	ENSMUST00000133931.9
ENSMUSG00000027882.19	ENSMUST00000102621.11
ENSMUSG00000027882.19	ENSMUST00000138552.6
ENSMUSG00000027882.19	ENSMUST00000106596.4
ENSMUSG00000045326.14	ENSMUST00000180063.8
ENSMUSG00000045326.14	ENSMUST00000102620.10
ENSMUSG00000045326.14	ENSMUST00000053065.8
ENSMUSG00000027881.15	ENSMUST00000029480.9
ENSMUSG00000045662.18	ENSMUST00000059946.11
ENSMUSG00000045662.18	ENSMUST00000098680.9
ENSMUSG00000045662.18	ENSMUST00000106586.7
ENSMUSG00000045662.18	ENSMUST00000196533.2
ENSMUSG00000040339.11	ENSMUST00000046924.10
ENSMUSG00000040339.11	ENSMUST00000171143.2
ENSMUSG00000027880.7	ENSMUST00000029478.5
ENSMUSG00000040322.11	ENSMUST00000029477.11
ENSMUSG00000033721.17	ENSMUST00000046864.14
ENSMUSG00000033721.17	ENSMUST00000106576.3
ENSMUSG00000059857.16	ENSMUST00000156177.9
ENSMUSG00000059857.16	ENSMUST00000133268.9
ENSMUSG00000059857.16	ENSMUST00000138953.9
ENSMUSG00000059857.16	ENSMUST00000072596.12
ENSMUSG00000059857.16	ENSMUST00000138344.9
ENSMUSG00000059857.16	ENSMUST00000131027.9
ENSMUSG00000059857.16	ENSMUST00000106571.10
ENSMUSG00000059857.16	ENSMUST00000106575.10
ENSMUSG00000059857.16	ENSMUST00000106570.5
ENSMUSG00000059857.16	ENSMUST00000051253.4
ENSMUSG00000049300.12	ENSMUST00000190378.2
ENSMUSG00000049300.12	ENSMUST00000106567.2
ENSMUSG00000074268.5	ENSMUST00000098673.5
ENSMUSG00000096770.3	ENSMUST00000179568.3
ENSMUSG00000093931.3	ENSMUST00000179314.3
ENSMUSG00000096569.3	ENSMUST00000098667.5
ENSMUSG00000070360.6	ENSMUST00000132353.2
ENSMUSG00000074264.13	ENSMUST00000067980.12
ENSMUSG00000074264.13	ENSMUST00000106540.8
ENSMUSG00000027981.15	ENSMUST00000092154.10
ENSMUSG00000027981.15	ENSMUST00000106536.8
ENSMUSG00000027981.15	ENSMUST00000106535.2
ENSMUSG00000027966.21	ENSMUST00000092155.12
ENSMUSG00000027965.16	ENSMUST00000081752.13
ENSMUSG00000027965.16	ENSMUST00000051309.9
ENSMUSG00000045092.9	ENSMUST00000055676.4
ENSMUSG00000033554.18	ENSMUST00000189799.7
ENSMUSG00000033554.18	ENSMUST00000106505.8
ENSMUSG00000033554.18	ENSMUST00000043342.10
ENSMUSG00000054414.5	ENSMUST00000067485.4
ENSMUSG00000027963.15	ENSMUST00000029575.12
ENSMUSG00000027963.15	ENSMUST00000106501.8
ENSMUSG00000027963.15	ENSMUST00000106502.2
ENSMUSG00000027962.15	ENSMUST00000029574.13
ENSMUSG00000027962.15	ENSMUST00000196449.5
ENSMUSG00000068696.7	ENSMUST00000090473.7
ENSMUSG00000033502.16	ENSMUST00000106491.7
ENSMUSG00000033502.16	ENSMUST00000090464.7
ENSMUSG00000033502.16	ENSMUST00000239145.2
ENSMUSG00000000339.15	ENSMUST00000000348.15
ENSMUSG00000000340.11	ENSMUST00000000349.11
ENSMUSG00000027961.8	ENSMUST00000029573.8
ENSMUSG00000033439.13	ENSMUST00000041524.11
ENSMUSG00000033439.13	ENSMUST00000198454.2
ENSMUSG00000027959.15	ENSMUST00000198386.5
ENSMUSG00000027959.15	ENSMUST00000198311.5
ENSMUSG00000027959.15	ENSMUST00000197335.2
ENSMUSG00000089911.5	ENSMUST00000029570.9
ENSMUSG00000105103.2	ENSMUST00000140672.3
ENSMUSG00000027957.14	ENSMUST00000029569.9
ENSMUSG00000027957.14	ENSMUST00000120120.8
ENSMUSG00000033400.15	ENSMUST00000040603.14
ENSMUSG00000033400.15	ENSMUST00000162792.8
ENSMUSG00000033400.15	ENSMUST00000159742.8
ENSMUSG00000033386.11	ENSMUST00000040260.11
ENSMUSG00000033386.11	ENSMUST00000195905.5
ENSMUSG00000033377.15	ENSMUST00000040097.14
ENSMUSG00000033377.15	ENSMUST00000119557.8
ENSMUSG00000080907.2	ENSMUST00000117592.2
ENSMUSG00000044667.13	ENSMUST00000061071.13
ENSMUSG00000033342.16	ENSMUST00000239347.2
ENSMUSG00000033342.16	ENSMUST00000039564.11
ENSMUSG00000033342.16	ENSMUST00000238937.2
ENSMUSG00000033342.16	ENSMUST00000106473.5
ENSMUSG00000028007.14	ENSMUST00000029639.12
ENSMUSG00000028007.14	ENSMUST00000198499.5
ENSMUSG00000033308.17	ENSMUST00000039177.12
ENSMUSG00000033308.17	ENSMUST00000149101.3
ENSMUSG00000028134.12	ENSMUST00000029780.12
ENSMUSG00000028134.12	ENSMUST00000200097.5
ENSMUSG00000028134.12	ENSMUST00000197464.5
ENSMUSG00000028134.12	ENSMUST00000198403.2
ENSMUSG00000028133.18	ENSMUST00000106466.10
ENSMUSG00000028133.18	ENSMUST00000170781.2
ENSMUSG00000028133.18	ENSMUST00000039761.12
ENSMUSG00000028133.18	ENSMUST00000106467.8
ENSMUSG00000028132.16	ENSMUST00000135818.8
ENSMUSG00000028132.16	ENSMUST00000128909.8
ENSMUSG00000028132.16	ENSMUST00000029777.14
ENSMUSG00000028132.16	ENSMUST00000155309.8
ENSMUSG00000039887.12	ENSMUST00000039442.12
ENSMUSG00000039887.12	ENSMUST00000199554.2
ENSMUSG00000053931.12	ENSMUST00000029773.13
ENSMUSG00000053931.12	ENSMUST00000197135.5
ENSMUSG00000039865.9	ENSMUST00000039197.9
ENSMUSG00000074248.8	ENSMUST00000196899.5
ENSMUSG00000074248.8	ENSMUST00000098646.4
ENSMUSG00000028128.14	ENSMUST00000029771.13
ENSMUSG00000028127.11	ENSMUST00000197383.5
ENSMUSG00000028127.11	ENSMUST00000029770.8
ENSMUSG00000039831.17	ENSMUST00000037958.14
ENSMUSG00000028125.15	ENSMUST00000013995.13
ENSMUSG00000028125.15	ENSMUST00000141135.5
ENSMUSG00000028124.16	ENSMUST00000029769.14
ENSMUSG00000028124.16	ENSMUST00000178826.8
ENSMUSG00000039756.13	ENSMUST00000035776.10
ENSMUSG00000028121.9	ENSMUST00000029766.9
ENSMUSG00000039735.17	ENSMUST00000239148.2
ENSMUSG00000039735.17	ENSMUST00000162409.8
ENSMUSG00000039735.17	ENSMUST00000162947.3
ENSMUSG00000053965.11	ENSMUST00000066728.10
ENSMUSG00000053965.11	ENSMUST00000200389.2
ENSMUSG00000023057.6	ENSMUST00000023820.6
ENSMUSG00000078590.2	ENSMUST00000106431.2
ENSMUSG00000054091.10	ENSMUST00000106429.6
ENSMUSG00000039701.12	ENSMUST00000090379.7
ENSMUSG00000039701.12	ENSMUST00000197314.5
ENSMUSG00000028116.14	ENSMUST00000029761.14
ENSMUSG00000050315.15	ENSMUST00000106426.8
ENSMUSG00000050315.15	ENSMUST00000106427.8
ENSMUSG00000050315.15	ENSMUST00000051443.8
ENSMUSG00000050315.15	ENSMUST00000198584.2
ENSMUSG00000039234.12	ENSMUST00000047923.12
ENSMUSG00000039234.12	ENSMUST00000200333.2
ENSMUSG00000028114.17	ENSMUST00000090371.14
ENSMUSG00000028114.17	ENSMUST00000174323.6
ENSMUSG00000028114.17	ENSMUST00000029759.16
ENSMUSG00000027978.10	ENSMUST00000029603.10
ENSMUSG00000027977.16	ENSMUST00000132112.8
ENSMUSG00000027977.16	ENSMUST00000154668.8
ENSMUSG00000027977.16	ENSMUST00000029602.13
ENSMUSG00000027977.16	ENSMUST00000124803.8
ENSMUSG00000027977.16	ENSMUST00000172537.3
ENSMUSG00000044528.6	ENSMUST00000058994.6
ENSMUSG00000027973.12	ENSMUST00000029598.10
ENSMUSG00000039174.15	ENSMUST00000180162.8
ENSMUSG00000039174.15	ENSMUST00000047110.14
ENSMUSG00000039174.15	ENSMUST00000178485.8
ENSMUSG00000027971.17	ENSMUST00000173932.8
ENSMUSG00000027971.17	ENSMUST00000174648.6
ENSMUSG00000032854.13	ENSMUST00000057944.12
ENSMUSG00000032854.13	ENSMUST00000198610.2
ENSMUSG00000046561.10	ENSMUST00000093976.4
ENSMUSG00000053819.17	ENSMUST00000106402.8
ENSMUSG00000053819.17	ENSMUST00000106399.8
ENSMUSG00000053819.17	ENSMUST00000066466.13
ENSMUSG00000053819.17	ENSMUST00000163226.8
ENSMUSG00000053819.17	ENSMUST00000199300.5
ENSMUSG00000053819.17	ENSMUST00000106400.9
ENSMUSG00000053819.17	ENSMUST00000200171.5
ENSMUSG00000053819.17	ENSMUST00000171289.8
ENSMUSG00000053819.17	ENSMUST00000106401.8
ENSMUSG00000032826.20	ENSMUST00000044443.15
ENSMUSG00000032826.20	ENSMUST00000182078.9
ENSMUSG00000032826.20	ENSMUST00000182064.9
ENSMUSG00000032826.20	ENSMUST00000182008.8
ENSMUSG00000032826.20	ENSMUST00000182547.8
ENSMUSG00000032826.20	ENSMUST00000182994.8
ENSMUSG00000032826.20	ENSMUST00000182610.8
ENSMUSG00000032826.20	ENSMUST00000189368.2
ENSMUSG00000027968.12	ENSMUST00000029588.10
ENSMUSG00000051278.13	ENSMUST00000043108.9
ENSMUSG00000051278.13	ENSMUST00000196141.5
ENSMUSG00000051278.13	ENSMUST00000195955.2
ENSMUSG00000027967.9	ENSMUST00000029587.9
ENSMUSG00000028028.12	ENSMUST00000198955.5
ENSMUSG00000028028.12	ENSMUST00000029662.12
ENSMUSG00000046688.15	ENSMUST00000054483.14
ENSMUSG00000046688.15	ENSMUST00000163775.6
ENSMUSG00000046688.15	ENSMUST00000164447.3
ENSMUSG00000046688.15	ENSMUST00000171621.3
ENSMUSG00000074238.7	ENSMUST00000200409.5
ENSMUSG00000074238.7	ENSMUST00000051737.8
ENSMUSG00000050549.9	ENSMUST00000199273.2
ENSMUSG00000050549.9	ENSMUST00000057198.9
ENSMUSG00000028023.17	ENSMUST00000174661.9
ENSMUSG00000028023.17	ENSMUST00000029657.16
ENSMUSG00000028023.17	ENSMUST00000106382.11
ENSMUSG00000028023.17	ENSMUST00000172645.8
ENSMUSG00000028023.17	ENSMUST00000042587.12
ENSMUSG00000028023.17	ENSMUST00000174623.3
ENSMUSG00000028024.15	ENSMUST00000029658.14
ENSMUSG00000041220.11	ENSMUST00000199910.5
ENSMUSG00000041220.11	ENSMUST00000197070.5
ENSMUSG00000041220.11	ENSMUST00000071402.7
ENSMUSG00000028017.8	ENSMUST00000029653.7
ENSMUSG00000028017.8	ENSMUST00000197079.5
ENSMUSG00000028017.8	ENSMUST00000199615.5
ENSMUSG00000093865.8	ENSMUST00000185462.7
ENSMUSG00000093865.8	ENSMUST00000179187.2
ENSMUSG00000028012.16	ENSMUST00000171313.8
ENSMUSG00000028012.16	ENSMUST00000200079.5
ENSMUSG00000028012.16	ENSMUST00000029648.11
ENSMUSG00000028012.16	ENSMUST00000196902.5
ENSMUSG00000028010.17	ENSMUST00000029643.15
ENSMUSG00000058952.13	ENSMUST00000077918.7
ENSMUSG00000027999.16	ENSMUST00000029629.15
ENSMUSG00000027999.16	ENSMUST00000061165.9
ENSMUSG00000027997.10	ENSMUST00000029626.9
ENSMUSG00000027994.15	ENSMUST00000029624.15
ENSMUSG00000027994.15	ENSMUST00000153506.8
ENSMUSG00000001052.16	ENSMUST00000001079.15
ENSMUSG00000058897.19	ENSMUST00000080335.11
ENSMUSG00000058897.19	ENSMUST00000106353.2
ENSMUSG00000058897.19	ENSMUST00000238846.2
ENSMUSG00000019232.15	ENSMUST00000166187.8
ENSMUSG00000019232.15	ENSMUST00000072271.13
ENSMUSG00000019232.15	ENSMUST00000163620.8
ENSMUSG00000041084.9	ENSMUST00000043937.9
ENSMUSG00000062006.13	ENSMUST00000062601.14
ENSMUSG00000062006.13	ENSMUST00000079085.11
ENSMUSG00000062006.13	ENSMUST00000133802.6
ENSMUSG00000027985.15	ENSMUST00000029611.14
ENSMUSG00000027985.15	ENSMUST00000106341.9
ENSMUSG00000027985.15	ENSMUST00000066849.13
ENSMUSG00000027985.15	ENSMUST00000098611.4
ENSMUSG00000027984.9	ENSMUST00000029610.9
ENSMUSG00000027983.14	ENSMUST00000106337.7
ENSMUSG00000027983.14	ENSMUST00000200236.2
ENSMUSG00000050931.8	ENSMUST00000090246.5
ENSMUSG00000028032.14	ENSMUST00000029666.14
ENSMUSG00000028032.14	ENSMUST00000199878.5
ENSMUSG00000028032.14	ENSMUST00000200527.5
ENSMUSG00000028031.7	ENSMUST00000029665.7
ENSMUSG00000091721.5	ENSMUST00000212804.2
ENSMUSG00000091721.5	ENSMUST00000212852.2
ENSMUSG00000091721.5	ENSMUST00000212594.2
ENSMUSG00000091721.5	ENSMUST00000163241.4
ENSMUSG00000091721.5	ENSMUST00000196701.2
ENSMUSG00000028029.12	ENSMUST00000198513.6
ENSMUSG00000028029.12	ENSMUST00000029663.11
ENSMUSG00000028030.13	ENSMUST00000169172.5
ENSMUSG00000040998.19	ENSMUST00000042744.16
ENSMUSG00000040998.19	ENSMUST00000117811.8
ENSMUSG00000040998.19	ENSMUST00000042729.16
ENSMUSG00000040998.19	ENSMUST00000117456.8
ENSMUSG00000040998.19	ENSMUST00000117164.8
ENSMUSG00000040998.19	ENSMUST00000093971.5
ENSMUSG00000028018.16	ENSMUST00000029651.11
ENSMUSG00000028018.16	ENSMUST00000080583.6
ENSMUSG00000028016.10	ENSMUST00000029650.9
ENSMUSG00000040969.15	ENSMUST00000147041.10
ENSMUSG00000040969.15	ENSMUST00000054105.4
ENSMUSG00000040969.15	ENSMUST00000161022.9
ENSMUSG00000040969.15	ENSMUST00000161932.2
ENSMUSG00000028013.17	ENSMUST00000029644.16
ENSMUSG00000028013.17	ENSMUST00000122334.8
ENSMUSG00000040943.13	ENSMUST00000098603.8
ENSMUSG00000040943.13	ENSMUST00000196398.5
ENSMUSG00000044365.16	ENSMUST00000181904.3
ENSMUSG00000044365.16	ENSMUST00000166288.2
ENSMUSG00000028172.6	ENSMUST00000029822.6
ENSMUSG00000045328.12	ENSMUST00000062893.12
ENSMUSG00000028167.16	ENSMUST00000120397.8
ENSMUSG00000028167.16	ENSMUST00000029817.11
ENSMUSG00000037994.15	ENSMUST00000051849.10
ENSMUSG00000050150.17	ENSMUST00000078568.12
ENSMUSG00000028165.10	ENSMUST00000029815.8
ENSMUSG00000028165.10	ENSMUST00000120988.2
ENSMUSG00000078578.10	ENSMUST00000106291.10
ENSMUSG00000078578.10	ENSMUST00000199613.5
ENSMUSG00000078578.10	ENSMUST00000166033.6
ENSMUSG00000078578.10	ENSMUST00000197859.5
ENSMUSG00000078578.10	ENSMUST00000197539.5
ENSMUSG00000078578.10	ENSMUST00000197134.3
ENSMUSG00000028164.16	ENSMUST00000029814.10
ENSMUSG00000028163.18	ENSMUST00000029812.14
ENSMUSG00000028163.18	ENSMUST00000164430.7
ENSMUSG00000053897.16	ENSMUST00000081978.10
ENSMUSG00000053897.16	ENSMUST00000180196.8
ENSMUSG00000053897.16	ENSMUST00000167390.8
ENSMUSG00000053897.16	ENSMUST00000029810.6
ENSMUSG00000037922.14	ENSMUST00000196159.5
ENSMUSG00000037922.14	ENSMUST00000041577.13
ENSMUSG00000037922.14	ENSMUST00000198206.2
ENSMUSG00000028161.18	ENSMUST00000070198.14
ENSMUSG00000028161.18	ENSMUST00000056758.9
ENSMUSG00000054690.18	ENSMUST00000122064.8
ENSMUSG00000054690.18	ENSMUST00000119475.6
ENSMUSG00000046818.8	ENSMUST00000053855.8
ENSMUSG00000094856.2	ENSMUST00000166899.3
ENSMUSG00000037894.14	ENSMUST00000041045.14
ENSMUSG00000037894.14	ENSMUST00000174561.8
ENSMUSG00000037894.14	ENSMUST00000173790.8
ENSMUSG00000074212.8	ENSMUST00000090178.10
ENSMUSG00000091512.6	ENSMUST00000197064.5
ENSMUSG00000091512.6	ENSMUST00000168345.6
ENSMUSG00000028159.15	ENSMUST00000029806.13
ENSMUSG00000028159.15	ENSMUST00000136613.4
ENSMUSG00000049349.4	ENSMUST00000053318.4
ENSMUSG00000090066.3	ENSMUST00000163080.3
ENSMUSG00000028158.15	ENSMUST00000029805.13
ENSMUSG00000028158.15	ENSMUST00000098580.6
ENSMUSG00000004127.13	ENSMUST00000040321.13
ENSMUSG00000004127.13	ENSMUST00000162864.8
ENSMUSG00000012042.10	ENSMUST00000012186.9
ENSMUSG00000012042.10	ENSMUST00000199804.3
ENSMUSG00000012042.10	ENSMUST00000199293.2
ENSMUSG00000055301.9	ENSMUST00000090171.7
ENSMUSG00000074207.11	ENSMUST00000004232.10
ENSMUSG00000053054.14	ENSMUST00000013455.13
ENSMUSG00000053054.14	ENSMUST00000106247.2
ENSMUSG00000074206.8	ENSMUST00000199673.6
ENSMUSG00000037797.15	ENSMUST00000013458.9
ENSMUSG00000028138.9	ENSMUST00000005964.7
ENSMUSG00000005813.13	ENSMUST00000029804.13
ENSMUSG00000005813.13	ENSMUST00000197531.2
ENSMUSG00000028156.13	ENSMUST00000029803.12
ENSMUSG00000028156.13	ENSMUST00000196990.5
ENSMUSG00000028156.13	ENSMUST00000200239.5
ENSMUSG00000028156.13	ENSMUST00000200100.2
ENSMUSG00000028152.11	ENSMUST00000029800.9
ENSMUSG00000028152.11	ENSMUST00000119993.8
ENSMUSG00000028152.11	ENSMUST00000121826.3
ENSMUSG00000028149.13	ENSMUST00000098574.9
ENSMUSG00000028149.13	ENSMUST00000196280.5
ENSMUSG00000028149.13	ENSMUST00000029796.11
ENSMUSG00000028149.13	ENSMUST00000200396.2
ENSMUSG00000047940.14	ENSMUST00000106239.8
ENSMUSG00000047940.14	ENSMUST00000062306.7
ENSMUSG00000047674.3	ENSMUST00000057860.3
ENSMUSG00000059921.16	ENSMUST00000106236.9
ENSMUSG00000059921.16	ENSMUST00000075282.10
ENSMUSG00000059921.16	ENSMUST00000130636.8
ENSMUSG00000052430.16	ENSMUST00000029948.15
ENSMUSG00000052430.16	ENSMUST00000106232.8
ENSMUSG00000052430.16	ENSMUST00000098568.8
ENSMUSG00000052430.16	ENSMUST00000106230.2
ENSMUSG00000028273.16	ENSMUST00000029941.16
ENSMUSG00000028273.16	ENSMUST00000195975.5
ENSMUSG00000028273.16	ENSMUST00000200043.5
ENSMUSG00000028273.16	ENSMUST00000196220.5
ENSMUSG00000028273.16	ENSMUST00000198381.5
ENSMUSG00000028273.16	ENSMUST00000170361.9
ENSMUSG00000028273.16	ENSMUST00000090134.12
ENSMUSG00000028273.16	ENSMUST00000168967.9
ENSMUSG00000028273.16	ENSMUST00000196908.5
ENSMUSG00000028273.16	ENSMUST00000058626.9
ENSMUSG00000105504.5	ENSMUST00000090127.7
ENSMUSG00000040253.16	ENSMUST00000171263.8
ENSMUSG00000040253.16	ENSMUST00000045097.11
ENSMUSG00000028268.15	ENSMUST00000106222.9
ENSMUSG00000028268.15	ENSMUST00000029935.14
ENSMUSG00000028268.15	ENSMUST00000106221.8
ENSMUSG00000040264.11	ENSMUST00000029936.5
ENSMUSG00000028270.13	ENSMUST00000165774.8
ENSMUSG00000040213.14	ENSMUST00000106218.8
ENSMUSG00000040213.14	ENSMUST00000044392.11
ENSMUSG00000028271.10	ENSMUST00000029938.10
ENSMUSG00000004591.17	ENSMUST00000043812.15
ENSMUSG00000004591.17	ENSMUST00000174422.8
ENSMUSG00000004591.17	ENSMUST00000173830.8
ENSMUSG00000028266.18	ENSMUST00000121796.8
ENSMUSG00000028266.18	ENSMUST00000120539.8
ENSMUSG00000028266.18	ENSMUST00000121112.6
ENSMUSG00000028266.18	ENSMUST00000196264.5
ENSMUSG00000040151.10	ENSMUST00000043325.9
ENSMUSG00000037072.17	ENSMUST00000082437.11
ENSMUSG00000037072.17	ENSMUST00000106211.3
ENSMUSG00000037062.14	ENSMUST00000199531.5
ENSMUSG00000037062.14	ENSMUST00000198254.5
ENSMUSG00000037062.14	ENSMUST00000163279.6
ENSMUSG00000037062.14	ENSMUST00000199854.5
ENSMUSG00000056025.13	ENSMUST00000059091.6
