"gene_id","transcript_id","intron_length","exon_length"
"ENSMUSG00000054426.12","ENSMUST00000185681.2","5925","625"
"ENSMUSG00000054426.12","ENSMUST00000185424.2","5937","433"
"ENSMUSG00000054426.12","ENSMUST00000187055.2","5883","436"
"ENSMUSG00000054426.12","ENSMUST00000067500.6",0,"309"
"ENSMUSG00000104653.2","ENSMUST00000198269.2","11813","753"
"ENSMUSG00000097362.2","ENSMUST00000181404.2","12580","2763"
"ENSMUSG00000104607.2","ENSMUST00000198864.2","1746","560"
"ENSMUSG00000106005.2","ENSMUST00000196669.2","273","2513"
"ENSMUSG00000106415.2","ENSMUST00000198035.2","310","1502"
"ENSMUSG00000105339.2","ENSMUST00000197572.2","172","367"
"ENSMUSG00000106125.2","ENSMUST00000197000.2",0,"424"
"ENSMUSG00000028009.8","ENSMUST00000029642.8","15282","1962"
"ENSMUSG00000106342.2","ENSMUST00000199340.2","408","281"
"ENSMUSG00000104703.2","ENSMUST00000197578.2","2470","1927"
"ENSMUSG00000097311.8","ENSMUST00000180774.2","2941","695"
"ENSMUSG00000097311.8","ENSMUST00000180593.2","80131","700"
"ENSMUSG00000097311.8","ENSMUST00000181926.8","82048","742"
"ENSMUSG00000097311.8","ENSMUST00000181060.2","38947","355"
"ENSMUSG00000097311.8","ENSMUST00000181310.2","95534","523"
"ENSMUSG00000104178.2","ENSMUST00000192943.2",0,"1228"
"ENSMUSG00000106099.2","ENSMUST00000199417.2",0,"3239"
"ENSMUSG00000098097.8","ENSMUST00000182124.8","279434","3191"
"ENSMUSG00000098097.8","ENSMUST00000183276.8","195615","659"
"ENSMUSG00000098097.8","ENSMUST00000183168.8","191063","843"
"ENSMUSG00000098097.8","ENSMUST00000182099.2","113560","402"
"ENSMUSG00000097124.3","ENSMUST00000181070.3","928","3660"
"ENSMUSG00000044522.9","ENSMUST00000196621.5","6177","2370"
"ENSMUSG00000106036.2","ENSMUST00000197703.2","8059","687"
"ENSMUSG00000105767.2","ENSMUST00000199524.2","482","336"
"ENSMUSG00000057359.8","ENSMUST00000072769.7","35790","1800"
"ENSMUSG00000105057.2","ENSMUST00000196570.2","9704","471"
"ENSMUSG00000104554.2","ENSMUST00000198222.2","13810","905"
"ENSMUSG00000104574.2","ENSMUST00000197198.2","31890","728"
"ENSMUSG00000106194.2","ENSMUST00000196200.2","9132","559"
"ENSMUSG00000106365.2","ENSMUST00000199116.2","6644","1270"
"ENSMUSG00000106365.2","ENSMUST00000198427.2","784","476"
"ENSMUSG00000106583.2","ENSMUST00000196290.2","39498","497"
"ENSMUSG00000106583.2","ENSMUST00000198879.2","5734","1157"
"ENSMUSG00000097852.6","ENSMUST00000180557.6","57997","1383"
"ENSMUSG00000105784.2","ENSMUST00000199206.2","2692","428"
"ENSMUSG00000104960.2","ENSMUST00000196466.2","405","448"
"ENSMUSG00000104960.2","ENSMUST00000199645.2","249","528"
"ENSMUSG00000104531.2","ENSMUST00000196150.2","72082","666"
"ENSMUSG00000106413.2","ENSMUST00000197975.2","1441","256"
"ENSMUSG00000106423.2","ENSMUST00000198883.2","96629","723"
"ENSMUSG00000106503.2","ENSMUST00000197058.2","516","1515"
"ENSMUSG00000090427.2","ENSMUST00000172051.2","5890","497"
"ENSMUSG00000086679.3","ENSMUST00000132762.3","1181","535"
"ENSMUSG00000097456.8","ENSMUST00000180603.8","5220","1765"
"ENSMUSG00000097456.8","ENSMUST00000181792.3","5150","830"
"ENSMUSG00000105104.2","ENSMUST00000196949.2","835","499"
"ENSMUSG00000105447.2","ENSMUST00000198136.2","126","1608"
"ENSMUSG00000105550.2","ENSMUST00000195996.2","2093","1570"
"ENSMUSG00000104763.2","ENSMUST00000198240.2","34862","4187"
"ENSMUSG00000106437.2","ENSMUST00000199122.2","1462","711"
"ENSMUSG00000105816.5","ENSMUST00000197413.5","112243","2346"
"ENSMUSG00000105816.5","ENSMUST00000198478.2","8738","418"
"ENSMUSG00000105816.5","ENSMUST00000198275.2","37110","653"
"ENSMUSG00000106245.2","ENSMUST00000199042.2","273587","2588"
"ENSMUSG00000105527.2","ENSMUST00000200511.2",0,"2018"
"ENSMUSG00000099640.2","ENSMUST00000188986.2","2231","509"
"ENSMUSG00000098515.2","ENSMUST00000184283.2","814","681"
"ENSMUSG00000105837.5","ENSMUST00000197370.5","3988","655"
"ENSMUSG00000106120.2","ENSMUST00000198992.2","7252","4092"
"ENSMUSG00000105596.2","ENSMUST00000197038.2","4254","575"
"ENSMUSG00000105960.2","ENSMUST00000199846.2","6256","3871"
"ENSMUSG00000105789.2","ENSMUST00000200321.2",0,"985"
"ENSMUSG00000105789.2","ENSMUST00000196074.2","40125","918"
"ENSMUSG00000105716.2","ENSMUST00000200185.2","1346","442"
"ENSMUSG00000105716.2","ENSMUST00000196697.2",0,"1922"
"ENSMUSG00000106095.3","ENSMUST00000196438.3","98356","527"
"ENSMUSG00000104557.2","ENSMUST00000200449.2","1099","400"
"ENSMUSG00000105769.2","ENSMUST00000198737.2","2426","326"
"ENSMUSG00000106249.2","ENSMUST00000200047.2","852","503"
"ENSMUSG00000106086.2","ENSMUST00000196419.2",0,"3065"
"ENSMUSG00000097761.2","ENSMUST00000181438.2","11304","2715"
"ENSMUSG00000105331.2","ENSMUST00000197726.2","270488","451"
"ENSMUSG00000106280.2","ENSMUST00000198028.2","1417","459"
"ENSMUSG00000106230.2","ENSMUST00000197386.2","34724","1671"
"ENSMUSG00000105957.2","ENSMUST00000199187.2",0,"2491"
"ENSMUSG00000105085.2","ENSMUST00000199268.2","39605","352"
"ENSMUSG00000105952.2","ENSMUST00000197904.2","16947","637"
"ENSMUSG00000106069.2","ENSMUST00000198726.2","1618","372"
"ENSMUSG00000104645.2","ENSMUST00000200327.2","2151","449"
"ENSMUSG00000097911.3","ENSMUST00000200444.2","270919","479"
"ENSMUSG00000097911.3","ENSMUST00000181952.2","280839","4183"
"ENSMUSG00000097911.3","ENSMUST00000180471.3","83515","4401"
"ENSMUSG00000104556.2","ENSMUST00000198002.2","30975","637"
"ENSMUSG00000106139.2","ENSMUST00000200648.2","11196","1957"
"ENSMUSG00000105765.2","ENSMUST00000198231.2","18523","970"
"ENSMUSG00000097031.3","ENSMUST00000180764.3","167671","1008"
"ENSMUSG00000097032.3","ENSMUST00000182865.2","1946","511"
"ENSMUSG00000097032.3","ENSMUST00000181619.2","128","1406"
"ENSMUSG00000106306.5","ENSMUST00000200529.5","5367","1202"
"ENSMUSG00000106306.5","ENSMUST00000199058.2","5639","827"
"ENSMUSG00000104710.2","ENSMUST00000197498.2","24026","632"
"ENSMUSG00000104710.2","ENSMUST00000198354.2","238325","628"
"ENSMUSG00000099508.2","ENSMUST00000189233.2","13095","985"
"ENSMUSG00000106398.2","ENSMUST00000197132.2","2966","342"
"ENSMUSG00000104617.2","ENSMUST00000196582.2","1695","609"
"ENSMUSG00000104610.2","ENSMUST00000197127.2","10601","469"
"ENSMUSG00000055138.11","ENSMUST00000198629.5","1621","957"
"ENSMUSG00000106122.2","ENSMUST00000196557.2","7492","650"
"ENSMUSG00000105427.2","ENSMUST00000198262.2","7751","454"
"ENSMUSG00000105676.2","ENSMUST00000198011.2",0,"1786"
"ENSMUSG00000105676.2","ENSMUST00000198830.2","127","370"
"ENSMUSG00000106629.2","ENSMUST00000198291.2","1384","818"
"ENSMUSG00000104675.2","ENSMUST00000195951.2",0,"427"
"ENSMUSG00000105296.2","ENSMUST00000199386.2","14563","543"
"ENSMUSG00000104776.2","ENSMUST00000196625.2","10105","697"
"ENSMUSG00000099146.8","ENSMUST00000185122.8","28123","825"
"ENSMUSG00000099146.8","ENSMUST00000185046.2","9909","1429"
"ENSMUSG00000089635.2","ENSMUST00000160080.2","24051","1564"
"ENSMUSG00000105838.2","ENSMUST00000197761.2","14032","1418"
"ENSMUSG00000106505.2","ENSMUST00000196538.2","1205","2402"
"ENSMUSG00000105880.2","ENSMUST00000197774.2","326","328"
"ENSMUSG00000105777.2","ENSMUST00000198942.2","68108","559"
"ENSMUSG00000105777.2","ENSMUST00000198099.2","251","462"
"ENSMUSG00000118659.2","ENSMUST00000199504.2","2990","480"
"ENSMUSG00000118659.2","ENSMUST00000199442.2","7433","257"
"ENSMUSG00000106540.2","ENSMUST00000196030.2","536","836"
"ENSMUSG00000089737.2","ENSMUST00000161394.2","4940","2418"
"ENSMUSG00000089924.2","ENSMUST00000160604.2","18853","1159"
"ENSMUSG00000086561.2","ENSMUST00000136052.2","347","674"
"ENSMUSG00000106550.2","ENSMUST00000199962.2","16194","464"
"ENSMUSG00000097858.3","ENSMUST00000181882.3","9055","1372"
"ENSMUSG00000105652.2","ENSMUST00000200254.2","22570","452"
"ENSMUSG00000105652.2","ENSMUST00000197683.2","9520","619"
"ENSMUSG00000106052.2","ENSMUST00000197030.2","49439","517"
"ENSMUSG00000105923.5","ENSMUST00000197226.5","13290","1652"
"ENSMUSG00000105923.5","ENSMUST00000198056.2","13192","3165"
"ENSMUSG00000106162.2","ENSMUST00000199409.2",0,"1613"
"ENSMUSG00000105917.2","ENSMUST00000196087.2",0,"3207"
"ENSMUSG00000106210.2","ENSMUST00000199380.2","1650","482"
"ENSMUSG00000105000.2","ENSMUST00000199347.2","1060","409"
"ENSMUSG00000104939.2","ENSMUST00000200405.2","12101","456"
"ENSMUSG00000105511.2","ENSMUST00000199230.2","20364","407"
"ENSMUSG00000106109.2","ENSMUST00000196875.2",0,"1778"
"ENSMUSG00000105279.2","ENSMUST00000197170.2","40331","921"
"ENSMUSG00000105324.2","ENSMUST00000200176.2","81171","2465"
"ENSMUSG00000106524.2","ENSMUST00000199733.2",0,"1910"
"ENSMUSG00000105811.2","ENSMUST00000196668.2","75764","618"
"ENSMUSG00000105811.2","ENSMUST00000196620.2","40418","322"
"ENSMUSG00000104865.2","ENSMUST00000196332.2",0,"905"
"ENSMUSG00000106367.2","ENSMUST00000198202.2","33107","744"
"ENSMUSG00000104969.2","ENSMUST00000198564.2",0,"2091"
"ENSMUSG00000105197.2","ENSMUST00000197669.2",0,"1096"
"ENSMUSG00000106266.2","ENSMUST00000198471.2",0,"1535"
"ENSMUSG00000104903.2","ENSMUST00000196451.2",0,"3187"
"ENSMUSG00000106057.2","ENSMUST00000198100.2",0,"773"
"ENSMUSG00000106424.2","ENSMUST00000196146.2","91","515"
"ENSMUSG00000105900.2","ENSMUST00000198543.2","4533","630"
"ENSMUSG00000085773.4","ENSMUST00000136170.4","5695","1623"
"ENSMUSG00000106361.2","ENSMUST00000198898.2","8363","2074"
"ENSMUSG00000105619.2","ENSMUST00000197919.2","950","1083"
"ENSMUSG00000105959.2","ENSMUST00000199255.2",0,"1027"
"ENSMUSG00000097183.3","ENSMUST00000181247.3","462","1700"
"ENSMUSG00000105146.2","ENSMUST00000196412.2","294","1102"
"ENSMUSG00000105602.2","ENSMUST00000197639.2","9373","2419"
"ENSMUSG00000085810.8","ENSMUST00000141199.8","6610","3174"
"ENSMUSG00000103334.2","ENSMUST00000193142.2","31143","1423"
"ENSMUSG00000106023.2","ENSMUST00000196485.2","10653","631"
"ENSMUSG00000102569.2","ENSMUST00000195873.2","548","3853"
"ENSMUSG00000103349.2","ENSMUST00000195819.2","11892","2945"
"ENSMUSG00000106285.2","ENSMUST00000196226.2","10546","809"
"ENSMUSG00000104786.2","ENSMUST00000196445.2","14310","570"
"ENSMUSG00000105876.2","ENSMUST00000196494.2","1429","519"
"ENSMUSG00000070342.4","ENSMUST00000180599.2",0,"4059"
"ENSMUSG00000106515.5","ENSMUST00000199007.5","159058","1801"
"ENSMUSG00000106515.5","ENSMUST00000199503.2","130280","1858"
"ENSMUSG00000105797.2","ENSMUST00000199980.2","39762","1250"
"ENSMUSG00000105797.2","ENSMUST00000199768.2","1641","620"
"ENSMUSG00000104785.2","ENSMUST00000197948.2","96102","1413"
"ENSMUSG00000105190.2","ENSMUST00000196175.2","5046","454"
"ENSMUSG00000105190.2","ENSMUST00000198573.2","23132","227"
"ENSMUSG00000105125.2","ENSMUST00000199769.2","2775","397"
"ENSMUSG00000106157.2","ENSMUST00000196052.2","588","1556"
"ENSMUSG00000105401.2","ENSMUST00000197054.2","2088","2202"
"ENSMUSG00000104909.2","ENSMUST00000196418.2","7193","606"
"ENSMUSG00000104659.2","ENSMUST00000197267.2","2965","914"
"ENSMUSG00000105698.2","ENSMUST00000199455.2","386","559"
"ENSMUSG00000097745.2","ENSMUST00000181093.2","12667","1853"
"ENSMUSG00000090017.2","ENSMUST00000160076.2","521","639"
"ENSMUSG00000090163.2","ENSMUST00000160432.2","313","319"
"ENSMUSG00000105337.5","ENSMUST00000198047.5","19413","675"
"ENSMUSG00000105337.5","ENSMUST00000197695.2","8464","695"
"ENSMUSG00000105023.2","ENSMUST00000197231.2","1569","577"
"ENSMUSG00000104908.2","ENSMUST00000197297.2","10756","239"
"ENSMUSG00000062046.2","ENSMUST00000081193.2","949","1834"
"ENSMUSG00000086438.3","ENSMUST00000200329.2","15003","497"
"ENSMUSG00000086438.3","ENSMUST00000156292.2","1556","496"
"ENSMUSG00000105820.2","ENSMUST00000197294.2","2510","1254"
"ENSMUSG00000093738.3","ENSMUST00000177201.2","1703","1731"
"ENSMUSG00000103204.2","ENSMUST00000195806.2","22865","704"
"ENSMUSG00000092522.2","ENSMUST00000174217.2","1680","1006"
"ENSMUSG00000104553.2","ENSMUST00000196033.2","28788","3451"
"ENSMUSG00000104826.2","ENSMUST00000198230.2","5080","675"
"ENSMUSG00000085084.8","ENSMUST00000149387.8","13949","986"
"ENSMUSG00000085084.8","ENSMUST00000139363.2","10149","3112"
"ENSMUSG00000086708.2","ENSMUST00000144350.2","14625","2293"
"ENSMUSG00000105834.2","ENSMUST00000196791.2","5915","661"
"ENSMUSG00000106632.2","ENSMUST00000199819.2","4316","1689"
"ENSMUSG00000028177.14","ENSMUST00000029827.8","1309","300"
"ENSMUSG00000028177.14","ENSMUST00000196971.2","11195","1450"
"ENSMUSG00000104597.2","ENSMUST00000200255.2",0,"8927"
"ENSMUSG00000106053.2","ENSMUST00000197341.2","228885","2833"
"ENSMUSG00000085180.2","ENSMUST00000133960.2","9135","2953"
"ENSMUSG00000085394.2","ENSMUST00000139600.2","5729","872"
"ENSMUSG00000085996.2","ENSMUST00000131498.2","48718","1665"
"ENSMUSG00000087099.2","ENSMUST00000131675.2","3182","2804"
"ENSMUSG00000086066.8","ENSMUST00000156903.8","8752","1205"
"ENSMUSG00000085295.8","ENSMUST00000139214.8","4525","901"
"ENSMUSG00000086052.2","ENSMUST00000137749.2","15339","653"
"ENSMUSG00000086070.2","ENSMUST00000129988.2","12037","1077"
"ENSMUSG00000085630.2","ENSMUST00000127180.2","3865","396"
"ENSMUSG00000086233.2","ENSMUST00000149848.2","2706","714"
"ENSMUSG00000086233.2","ENSMUST00000142744.2","1154","353"
"ENSMUSG00000087564.2","ENSMUST00000155578.2","14554","685"
"ENSMUSG00000085558.8","ENSMUST00000124122.8","48858","2509"
"ENSMUSG00000085558.8","ENSMUST00000144703.2","8011","2018"
"ENSMUSG00000086080.8","ENSMUST00000145856.2","262518","425"
"ENSMUSG00000086080.8","ENSMUST00000146783.8","289204","577"
"ENSMUSG00000086080.8","ENSMUST00000141312.2","51149","660"
"ENSMUSG00000086455.2","ENSMUST00000139423.2","699","708"
"ENSMUSG00000086765.8","ENSMUST00000142297.2","1784","1257"
"ENSMUSG00000086625.2","ENSMUST00000141538.2","755","629"
"ENSMUSG00000086103.2","ENSMUST00000148576.2","3437","432"
"ENSMUSG00000085614.2","ENSMUST00000154194.2","27181","535"
"ENSMUSG00000085614.2","ENSMUST00000146154.2","26656","770"
"ENSMUSG00000085027.2","ENSMUST00000156947.2","8874","696"
"ENSMUSG00000085467.2","ENSMUST00000130117.2","12834","556"
"ENSMUSG00000085909.2","ENSMUST00000155156.2","42670","515"
"ENSMUSG00000086227.2","ENSMUST00000139614.2","20003","664"
"ENSMUSG00000086927.2","ENSMUST00000130582.2","72962","2278"
"ENSMUSG00000086068.2","ENSMUST00000150273.2","17464","491"
"ENSMUSG00000086587.8","ENSMUST00000136992.8","21494","876"
"ENSMUSG00000087241.2","ENSMUST00000129207.2","8947","459"
"ENSMUSG00000085112.2","ENSMUST00000151122.2","100264","1852"
"ENSMUSG00000086072.2","ENSMUST00000141571.2","44066","382"
"ENSMUSG00000085478.2","ENSMUST00000132219.2","597","692"
"ENSMUSG00000087402.2","ENSMUST00000133363.2","482585","1909"
"ENSMUSG00000086071.8","ENSMUST00000124319.8","2601","554"
"ENSMUSG00000086017.2","ENSMUST00000141819.2","1894","2219"
"ENSMUSG00000107859.2","ENSMUST00000203909.2","1754","825"
"ENSMUSG00000028244.7","ENSMUST00000123729.2","9813","456"
"ENSMUSG00000087098.2","ENSMUST00000131639.2","131079","641"
"ENSMUSG00000100395.2","ENSMUST00000188547.2","39","428"
"ENSMUSG00000099150.2","ENSMUST00000183964.2",0,"521"
"ENSMUSG00000087399.2","ENSMUST00000142373.2","6886","745"
"ENSMUSG00000046219.10","ENSMUST00000133431.2","3317","2510"
"ENSMUSG00000046219.10","ENSMUST00000130085.2","1755","2999"
"ENSMUSG00000085885.2","ENSMUST00000124792.2","303903","680"
"ENSMUSG00000086257.2","ENSMUST00000154459.2","69069","561"
"ENSMUSG00000086774.2","ENSMUST00000153669.2","422","358"
"ENSMUSG00000087316.2","ENSMUST00000154813.2","20360","373"
"ENSMUSG00000086339.2","ENSMUST00000132759.2","408","650"
"ENSMUSG00000087180.2","ENSMUST00000152306.2","89922","1750"
"ENSMUSG00000085522.2","ENSMUST00000128925.2","131177","891"
"ENSMUSG00000087049.2","ENSMUST00000133451.2","13594","481"
"ENSMUSG00000086150.2","ENSMUST00000126225.2","10322","1661"
"ENSMUSG00000086150.2","ENSMUST00000136149.2","7834","687"
"ENSMUSG00000085037.2","ENSMUST00000155691.2","335","3847"
"ENSMUSG00000086127.2","ENSMUST00000132553.2","5033","1536"
"ENSMUSG00000087602.2","ENSMUST00000152086.2","3294","653"
"ENSMUSG00000085824.8","ENSMUST00000149572.8","3802","1556"
"ENSMUSG00000085824.8","ENSMUST00000125820.2","742","951"
"ENSMUSG00000086792.2","ENSMUST00000144419.2","4199","547"
"ENSMUSG00000084828.2","ENSMUST00000149677.2","9328","658"
"ENSMUSG00000084828.2","ENSMUST00000146909.2","34186","2105"
"ENSMUSG00000084898.2","ENSMUST00000144029.2","33976","1091"
"ENSMUSG00000086026.2","ENSMUST00000147108.2","79814","3299"
"ENSMUSG00000085632.2","ENSMUST00000126314.2","281631","2186"
"ENSMUSG00000090839.2","ENSMUST00000169881.2","48871","3334"
"ENSMUSG00000087137.2","ENSMUST00000144039.2","2678","1810"
"ENSMUSG00000086355.2","ENSMUST00000146043.2","41891","818"
"ENSMUSG00000036162.4","ENSMUST00000151164.2","785","708"
"ENSMUSG00000087623.2","ENSMUST00000122839.2","3469","1661"
"ENSMUSG00000084761.2","ENSMUST00000155382.2","1342","697"
"ENSMUSG00000087054.2","ENSMUST00000141120.2","233","660"
"ENSMUSG00000085730.8","ENSMUST00000141375.8","48322","493"
"ENSMUSG00000085730.8","ENSMUST00000142990.2","30726","425"
"ENSMUSG00000095348.2","ENSMUST00000178043.2","31018","3539"
"ENSMUSG00000087577.2","ENSMUST00000133644.2","31398","425"
"ENSMUSG00000091542.2","ENSMUST00000169242.2","23262","5054"
"ENSMUSG00000096327.2","ENSMUST00000180032.2","263","143"
"ENSMUSG00000085910.2","ENSMUST00000144765.2","966","536"
"ENSMUSG00000096974.3","ENSMUST00000180426.3","6628","593"
"ENSMUSG00000115420.2","ENSMUST00000226420.2",0,"281"
"ENSMUSG00000087142.8","ENSMUST00000139119.2","2113","978"
"ENSMUSG00000085351.2","ENSMUST00000153232.2","19544","1140"
"ENSMUSG00000086043.2","ENSMUST00000137535.2","9416","579"
"ENSMUSG00000087326.2","ENSMUST00000146576.2","13553","3127"
"ENSMUSG00000086211.2","ENSMUST00000140826.2","17877","3056"
"ENSMUSG00000084854.2","ENSMUST00000154177.2","3886","692"
"ENSMUSG00000086000.2","ENSMUST00000150111.2","2887","441"
"ENSMUSG00000086205.2","ENSMUST00000123899.2","7108","636"
"ENSMUSG00000070997.5","ENSMUST00000186030.2",0,"3720"
"ENSMUSG00000086284.2","ENSMUST00000134640.2","8853","415"
"ENSMUSG00000085980.3","ENSMUST00000211577.2","4371","1983"
"ENSMUSG00000073860.13","ENSMUST00000123741.2","8885","465"
"ENSMUSG00000073860.13","ENSMUST00000146622.8","39028","722"
"ENSMUSG00000085305.2","ENSMUST00000124989.2","848","405"
"ENSMUSG00000085876.2","ENSMUST00000147231.2","1201","646"
"ENSMUSG00000087383.8","ENSMUST00000123933.8","42627","798"
"ENSMUSG00000087383.8","ENSMUST00000152069.2","16339","713"
"ENSMUSG00000085990.2","ENSMUST00000132432.2","2980","922"
"ENSMUSG00000048824.8","ENSMUST00000135777.2","1960","506"
"ENSMUSG00000087500.2","ENSMUST00000153083.2","10602","371"
"ENSMUSG00000085660.2","ENSMUST00000141580.2","1153","653"
"ENSMUSG00000084787.2","ENSMUST00000131099.2","61686","2959"
"ENSMUSG00000085515.2","ENSMUST00000141452.2","79630","3387"
"ENSMUSG00000085763.2","ENSMUST00000141473.2","8055","626"
"ENSMUSG00000087192.8","ENSMUST00000146501.8","11255","1241"
"ENSMUSG00000087192.8","ENSMUST00000139222.2","2638","663"
"ENSMUSG00000086947.2","ENSMUST00000155178.2","4473","447"
"ENSMUSG00000086712.3","ENSMUST00000123127.3","6844","2033"
"ENSMUSG00000086267.2","ENSMUST00000154377.2","1415","668"
"ENSMUSG00000084970.2","ENSMUST00000138377.2","655","1060"
"ENSMUSG00000086987.2","ENSMUST00000156311.2","11267","581"
"ENSMUSG00000099421.2","ENSMUST00000190821.2",0,"470"
"ENSMUSG00000086371.2","ENSMUST00000127709.2","42557","353"
"ENSMUSG00000087077.2","ENSMUST00000129576.2","3401","774"
"ENSMUSG00000087614.2","ENSMUST00000150455.2","147573","699"
"ENSMUSG00000087614.2","ENSMUST00000142782.2","3498","568"
"ENSMUSG00000087070.2","ENSMUST00000146041.2","7643","757"
"ENSMUSG00000086346.2","ENSMUST00000152190.2","14769","362"
"ENSMUSG00000066176.4","ENSMUST00000135987.2","34429","1603"
"ENSMUSG00000085375.2","ENSMUST00000123620.2","30947","806"
"ENSMUSG00000085643.2","ENSMUST00000134099.2","24024","693"
"ENSMUSG00000085020.2","ENSMUST00000128591.2","3146","759"
"ENSMUSG00000085967.2","ENSMUST00000152074.2","2725","1759"
"ENSMUSG00000085654.2","ENSMUST00000129102.2","6852","358"
"ENSMUSG00000087044.2","ENSMUST00000152001.2","2518","583"
"ENSMUSG00000073846.5","ENSMUST00000154462.2","5548","615"
"ENSMUSG00000086470.2","ENSMUST00000127456.2","8450","1751"
"ENSMUSG00000086660.2","ENSMUST00000132140.2","1888","499"
"ENSMUSG00000086952.2","ENSMUST00000124589.2","2546","673"
"ENSMUSG00000073843.4","ENSMUST00000133015.2","4292","647"
"ENSMUSG00000086253.2","ENSMUST00000156693.2","17746","583"
"ENSMUSG00000081207.5","ENSMUST00000153865.2","17413","751"
"ENSMUSG00000085404.2","ENSMUST00000134190.2","1617","620"
"ENSMUSG00000086530.2","ENSMUST00000135902.2","7275","724"
"ENSMUSG00000085177.2","ENSMUST00000130206.2","5605","431"
"ENSMUSG00000085223.2","ENSMUST00000150203.2","19335","422"
"ENSMUSG00000086139.2","ENSMUST00000143618.2","3663","359"
"ENSMUSG00000086953.2","ENSMUST00000144095.2","11557","1104"
"ENSMUSG00000086817.2","ENSMUST00000147067.2","4301","719"
"ENSMUSG00000073821.12","ENSMUST00000141428.8","167453","2618"
"ENSMUSG00000073821.12","ENSMUST00000138411.2","2720","671"
"ENSMUSG00000086755.2","ENSMUST00000125240.2","7928","354"
"ENSMUSG00000085032.2","ENSMUST00000141162.2","20822","1729"
"ENSMUSG00000086364.2","ENSMUST00000126187.2","113623","460"
"ENSMUSG00000086790.2","ENSMUST00000140639.2","8602","703"
"ENSMUSG00000084937.2","ENSMUST00000143796.2","54012","2013"
"ENSMUSG00000086696.2","ENSMUST00000141030.2","18238","845"
"ENSMUSG00000086027.2","ENSMUST00000142137.2","376","306"
"ENSMUSG00000084910.2","ENSMUST00000122923.2","11424","2581"
"ENSMUSG00000085034.2","ENSMUST00000142047.2","6376","751"
"ENSMUSG00000085482.2","ENSMUST00000126646.2","819","572"
"ENSMUSG00000110373.2","ENSMUST00000209960.2","37713","1170"
"ENSMUSG00000092492.2","ENSMUST00000173049.2","1819","404"
"ENSMUSG00000085840.2","ENSMUST00000132470.2","893","838"
"ENSMUSG00000087540.2","ENSMUST00000144875.2","756","2800"
"ENSMUSG00000087608.2","ENSMUST00000148635.2","1592","305"
"ENSMUSG00000087110.2","ENSMUST00000143755.2","29610","2969"
"ENSMUSG00000085022.3","ENSMUST00000137810.3","36350","1028"
"ENSMUSG00000085022.3","ENSMUST00000151038.2","192","1711"
"ENSMUSG00000087413.2","ENSMUST00000139835.2","38006","1271"
"ENSMUSG00000084851.2","ENSMUST00000137477.2","1201","1071"
"ENSMUSG00000086293.2","ENSMUST00000157011.2","312","595"
"ENSMUSG00000086321.2","ENSMUST00000155822.2","10891","1461"
"ENSMUSG00000087592.2","ENSMUST00000126437.2","8874","268"
"ENSMUSG00000097942.2","ENSMUST00000182894.2",0,"481"
"ENSMUSG00000085378.2","ENSMUST00000128214.2","3641","480"
"ENSMUSG00000085217.2","ENSMUST00000125884.2","2349","492"
"ENSMUSG00000087378.2","ENSMUST00000150794.2","3446","494"
"ENSMUSG00000086413.2","ENSMUST00000141637.2","305","512"
"ENSMUSG00000085108.2","ENSMUST00000131790.2","731","628"
"ENSMUSG00000086512.2","ENSMUST00000146704.2","2201","708"
"ENSMUSG00000084809.2","ENSMUST00000130576.2","861","637"
"ENSMUSG00000086074.3","ENSMUST00000233708.2","31920","2897"
"ENSMUSG00000054351.3","ENSMUST00000232970.2",0,"1148"
"ENSMUSG00000117123.2","ENSMUST00000233522.2","27580","1087"
"ENSMUSG00000117251.2","ENSMUST00000232991.2","42743","1332"
"ENSMUSG00000085183.2","ENSMUST00000146678.2","33586","618"
"ENSMUSG00000085569.2","ENSMUST00000154352.2","26856","707"
"ENSMUSG00000085569.2","ENSMUST00000138655.2","3828","430"
"ENSMUSG00000087659.8","ENSMUST00000129527.8","35705","1184"
"ENSMUSG00000085147.2","ENSMUST00000129908.2","17314","610"
"ENSMUSG00000086035.2","ENSMUST00000139272.2","41059","581"
"ENSMUSG00000085690.2","ENSMUST00000145751.2","3772","711"
"ENSMUSG00000085817.2","ENSMUST00000134966.2","2976","575"
"ENSMUSG00000086042.2","ENSMUST00000123606.2","4262","576"
"ENSMUSG00000087517.2","ENSMUST00000151367.2","309","790"
"ENSMUSG00000085209.2","ENSMUST00000130501.2","19386","368"
"ENSMUSG00000084833.2","ENSMUST00000137509.2","217232","581"
"ENSMUSG00000085931.2","ENSMUST00000126270.2","335357","656"
"ENSMUSG00000087128.8","ENSMUST00000133884.8","15325","925"
"ENSMUSG00000086251.2","ENSMUST00000149367.2","48594","748"
"ENSMUSG00000052767.6","ENSMUST00000145411.2","16369","2039"
"ENSMUSG00000087366.8","ENSMUST00000133772.2","61335","635"
"ENSMUSG00000087366.8","ENSMUST00000130684.8","67111","614"
"ENSMUSG00000087366.8","ENSMUST00000125438.8","66639","559"
"ENSMUSG00000087366.8","ENSMUST00000128094.2","42494","830"
"ENSMUSG00000085377.2","ENSMUST00000156086.2","1637","700"
"ENSMUSG00000100189.2","ENSMUST00000191391.2","4940","824"
"ENSMUSG00000084918.2","ENSMUST00000136941.2","15369","1046"
"ENSMUSG00000084918.2","ENSMUST00000126143.2","12538","349"
