"transcript_id","5'SS","3'SS","gene_id","NA","TPE"
"ENST00000450589.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000450589.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000430245.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000454068.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000451607.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000432536.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000425771.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000425771.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000425771.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000425771.5","gt","ag","ENSG00000234741.8",0.392857142857143,"0.392857142857143"
"ENST00000421851.1","gt","ag","ENSG00000236535.1",0.5,"0.5"
"ENST00000424181.1","gt","ag","ENSG00000224977.1",0.5,"0.5"
"ENST00000665650.1","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000665650.1","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000426899.6","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000426899.6","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000426899.6","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000419983.5","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000419983.5","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000419983.5","gt","ag","ENSG00000227373.6",0.333333333333333,"0.333333333333333"
"ENST00000414890.1","gt","ag","ENSG00000223525.1",0.5,"0.5"
"ENST00000452442.5","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000452442.5","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000452442.5","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000452442.5","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000452442.5","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000448686.2","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000448686.2","gt","ag","ENSG00000229531.6",0.25,"0.25"
"ENST00000412357.1","gt","ag","ENSG00000230687.1",0.5,"0.5"
"ENST00000569593.1","gt","ag","ENSG00000260990.1",0.2,"0.2"
"ENST00000569593.1","gt","ag","ENSG00000260990.1",0.2,"0.2"
"ENST00000569593.1","gt","ag","ENSG00000260990.1",0.2,"0.2"
"ENST00000569593.1","gt","ag","ENSG00000260990.1",0.2,"0.2"
"ENST00000455447.1","gt","ag","ENSG00000235628.1",0.5,"0.5"
"ENST00000457217.1","gt","ag","ENSG00000224718.1",0.333333333333333,"0.333333333333333"
"ENST00000457217.1","gt","ag","ENSG00000224718.1",0.333333333333333,"0.333333333333333"
"ENST00000426575.2","gt","ag","ENSG00000227740.2",0.333333333333333,"0.333333333333333"
"ENST00000426575.2","gt","ag","ENSG00000227740.2",0.333333333333333,"0.333333333333333"
"ENST00000426030.2","gc","ag","ENSG00000228686.2",0.5,"0.5"
"ENST00000662545.1","gt","ag","ENSG00000286754.1",0.5,"0.5"
"ENST00000659805.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000659805.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000659805.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000666721.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000666721.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000666721.1","gt","ag","ENSG00000224968.2",0.285714285714286,"0.285714285714286"
"ENST00000427173.1","gt","ag","ENSG00000236720.2",0.25,"0.25"
"ENST00000427173.1","gt","ag","ENSG00000236720.2",0.25,"0.25"
"ENST00000427173.1","gt","ag","ENSG00000236720.2",0.25,"0.25"
"ENST00000654141.1","gt","ag","ENSG00000224687.2",0.5,"0.5"
"ENST00000647674.1","gt","ag","ENSG00000285910.1",0.5,"0.5"
"ENST00000521244.1","gt","ag","ENSG00000213057.5",0.333333333333333,"0.333333333333333"
"ENST00000521244.1","gt","ag","ENSG00000213057.5",0.333333333333333,"0.333333333333333"
"ENST00000569644.1","gt","ag","ENSG00000261250.1",0.5,"0.5"
"ENST00000669730.1","gt","ag","ENSG00000243062.6",0.5,"0.5"
"ENST00000415218.1","gt","ag","ENSG00000229407.5",0.5,"0.5"
"ENST00000567486.2","gt","ag","ENSG00000261831.2",0.333333333333333,"0.333333333333333"
"ENST00000567486.2","gt","ag","ENSG00000261831.2",0.333333333333333,"0.333333333333333"
"ENST00000566904.1","gt","ag","ENSG00000261817.1",0.333333333333333,"0.333333333333333"
"ENST00000566904.1","gc","ag","ENSG00000261817.1",0.333333333333333,"0.333333333333333"
"ENST00000648175.1","gt","ag","ENSG00000236719.5",0.25,"0.25"
"ENST00000648175.1","gt","ag","ENSG00000236719.5",0.25,"0.25"
"ENST00000648175.1","gt","ag","ENSG00000236719.5",0.25,"0.25"
"ENST00000434447.5","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000434447.5","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000434447.5","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000422858.1","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000422858.1","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000422858.1","gt","ag","ENSG00000225857.5",0.333333333333333,"0.333333333333333"
"ENST00000358073.2","gt","ag","ENSG00000243155.1",0.5,"0.5"
"ENST00000415647.1","gt","ag","ENSG00000232586.1",0.5,"0.5"
"ENST00000435023.1","gt","ag","ENSG00000237292.1",0.333333333333333,"0.333333333333333"
"ENST00000435023.1","gt","ag","ENSG00000237292.1",0.333333333333333,"0.333333333333333"
"ENST00000456771.1","gt","ag","ENSG00000225359.1",0.5,"0.5"
"ENST00000319701.2","gt","ag","ENSG00000179452.2",0.333333333333333,"0.333333333333333"
"ENST00000319701.2","gt","ag","ENSG00000179452.2",0.333333333333333,"0.333333333333333"
"ENST00000661326.1","gt","ag","ENSG00000288574.1",0.5,"0.5"
"ENST00000671017.1","gt","ag","ENSG00000287452.2",0.5,"0.5"
"ENST00000411509.1","gt","ag","ENSG00000224810.1",0.333333333333333,"0.333333333333333"
"ENST00000411509.1","gt","ag","ENSG00000224810.1",0.333333333333333,"0.333333333333333"
"ENST00000428646.1","gt","ag","ENSG00000225982.1",0.333333333333333,"0.333333333333333"
"ENST00000428646.1","gt","ag","ENSG00000225982.1",0.333333333333333,"0.333333333333333"
"ENST00000412174.1","gt","ag","ENSG00000232309.2",0.4,"0.4"
"ENST00000412174.1","gt","ag","ENSG00000232309.2",0.4,"0.4"
"ENST00000649049.1","gt","ag","ENSG00000232309.2",0.4,"0.4"
"ENST00000420760.1","gt","ag","ENSG00000228918.4",0.206896551724138,"0.206896551724138"
"ENST00000658912.1","gt","ag","ENSG00000228918.4",0.206896551724138,"0.206896551724138"
"ENST00000658912.1","gt","ag","ENSG00000228918.4",0.206896551724138,"0.206896551724138"
"ENST00000367563.7","gt","ag","ENSG00000203729.8",0.25,"0.25"
"ENST00000367563.7","gt","ag","ENSG00000203729.8",0.25,"0.25"
"ENST00000367563.7","gt","ag","ENSG00000203729.8",0.25,"0.25"
"ENST00000661321.1","gt","ag","ENSG00000287808.1",0.5,"0.5"
"ENST00000457852.3","gt","ag","ENSG00000224468.3",0.333333333333333,"0.333333333333333"
"ENST00000457852.3","gt","ag","ENSG00000224468.3",0.333333333333333,"0.333333333333333"
"ENST00000661878.1","gt","ag","ENSG00000287929.1",0.5,"0.5"
"ENST00000656270.1","gt","ag","ENSG00000286372.1",0.5,"0.5"
"ENST00000421703.5","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000421703.5","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000421703.5","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000421703.5","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000663067.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000663067.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000663067.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000663067.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000663067.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000432837.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000432837.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000432837.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000432837.1","gt","ag","ENSG00000232860.8",0.272727272727273,"0.272727272727273"
"ENST00000665299.1","gt","ag","ENSG00000286966.1",0.333333333333333,"0.333333333333333"
"ENST00000665299.1","gt","ag","ENSG00000286966.1",0.333333333333333,"0.333333333333333"
"ENST00000451829.1","gt","ag","ENSG00000227554.1",0.333333333333333,"0.333333333333333"
"ENST00000451829.1","gt","ag","ENSG00000227554.1",0.333333333333333,"0.333333333333333"
"ENST00000664793.1","gt","ag","ENSG00000286655.1",0.5,"0.5"
"ENST00000449525.1","gt","ag","ENSG00000231791.1",0.5,"0.5"
"ENST00000414377.1","gt","ag","ENSG00000230470.1",0.5,"0.5"
"ENST00000660403.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000660403.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000660403.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000657103.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000657103.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000657103.1","gc","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000657103.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gc","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000648800.1","gt","ag","ENSG00000285847.2",0.214285714285714,"0.214285714285714"
"ENST00000658878.1","gt","ag","ENSG00000286378.1",0.5,"0.5"
"ENST00000566476.2","gt","ag","ENSG00000260976.2",0.333333333333333,"0.333333333333333"
"ENST00000566476.2","gt","ag","ENSG00000260976.2",0.333333333333333,"0.333333333333333"
"ENST00000436955.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000436955.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000436955.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000436955.1","gt","ag","ENSG00000228309.7",0.25,"0.25"
"ENST00000658071.1","gt","ag","ENSG00000261729.2",0.333333333333333,"0.333333333333333"
"ENST00000658071.1","gt","ag","ENSG00000261729.2",0.333333333333333,"0.333333333333333"
"ENST00000428391.1","gt","ag","ENSG00000224691.1",0.5,"0.5"
"ENST00000659717.1","gt","ag","ENSG00000288078.1",0.5,"0.5"
"ENST00000665030.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000665030.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000665030.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000665030.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000665030.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000660380.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000660380.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000660380.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000660380.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000660380.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000622121.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000622121.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000622121.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000622121.1","gt","ag","ENSG00000229739.4",0.266666666666667,"0.266666666666667"
"ENST00000669256.1","gt","ag","ENSG00000288562.1",0.5,"0.5"
"ENST00000667049.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000667049.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000429725.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000429725.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000643044.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000643044.1","gt","ag","ENSG00000230426.4",0.242424242424242,"0.242424242424242"
"ENST00000426262.1","gt","ag","ENSG00000225006.1",0.25,"0.25"
"ENST00000426262.1","gt","ag","ENSG00000225006.1",0.25,"0.25"
"ENST00000426262.1","gt","ag","ENSG00000225006.1",0.25,"0.25"
"ENST00000432976.2","gt","ag","ENSG00000237283.2",0.333333333333333,"0.333333333333333"
"ENST00000432976.2","gt","ag","ENSG00000237283.2",0.333333333333333,"0.333333333333333"
"ENST00000450681.1","gt","ag","ENSG00000238270.1",0.5,"0.5"
"ENST00000668705.1","gt","ag","ENSG00000287472.1",0.5,"0.5"
"ENST00000424735.1","gt","ag","ENSG00000237457.6",0.5,"0.5"
"ENST00000417409.1","gt","ag","ENSG00000241505.1",0.5,"0.5"
"ENST00000434983.2","gt","ag","ENSG00000233882.2",0.5,"0.5"
"ENST00000432083.1","gt","ag","ENSG00000223344.1",0.5,"0.5"
"ENST00000642657.1","gt","ag","ENSG00000236069.2",0.333333333333333,"0.333333333333333"
"ENST00000642657.1","gt","ag","ENSG00000236069.2",0.333333333333333,"0.333333333333333"
"ENST00000668188.1","gt","ag","ENSG00000232077.2",0.25,"0.25"
"ENST00000668188.1","gt","ag","ENSG00000232077.2",0.25,"0.25"
"ENST00000668188.1","gt","ag","ENSG00000232077.2",0.25,"0.25"
"ENST00000447056.1","gt","ag","ENSG00000237011.1",0.333333333333333,"0.333333333333333"
"ENST00000447056.1","gc","ag","ENSG00000237011.1",0.333333333333333,"0.333333333333333"
"ENST00000655677.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000655677.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000655677.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000655677.1","gt","ag","ENSG00000227240.2",0.181818181818182,"0.181818181818182"
"ENST00000435554.1","gt","ag","ENSG00000231714.1",0.5,"0.5"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000661259.1","gt","ag","ENSG00000287364.1",0.142857142857143,"0.142857142857143"
"ENST00000430519.2","gt","ag","ENSG00000227421.2",0.25,"0.25"
"ENST00000430519.2","gt","ag","ENSG00000227421.2",0.25,"0.25"
"ENST00000430519.2","gt","ag","ENSG00000227421.2",0.25,"0.25"
"ENST00000422250.1","gt","ag","ENSG00000230260.1",0.25,"0.25"
"ENST00000422250.1","gt","ag","ENSG00000230260.1",0.25,"0.25"
"ENST00000422250.1","gt","ag","ENSG00000230260.1",0.25,"0.25"
"ENST00000440885.1","gt","ag","ENSG00000224901.1",0.5,"0.5"
"ENST00000660823.1","gt","ag","ENSG00000287989.1",0.5,"0.5"
"ENST00000429469.1","gt","ag","ENSG00000223881.1",0.5,"0.5"
"ENST00000566394.1","gt","ag","ENSG00000261573.1",0.333333333333333,"0.333333333333333"
"ENST00000566394.1","gt","ag","ENSG00000261573.1",0.333333333333333,"0.333333333333333"
"ENST00000665868.1","gt","ag","ENSG00000229989.4",0.4,"0.4"
"ENST00000661315.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000661315.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000661315.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000658052.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000658052.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000658052.1","gt","ag","ENSG00000225172.6",0.285714285714286,"0.285714285714286"
"ENST00000427439.1","gt","ag","ENSG00000233410.1",0.333333333333333,"0.333333333333333"
"ENST00000427439.1","gt","ag","ENSG00000233410.1",0.333333333333333,"0.333333333333333"
"ENST00000432488.1","gt","ag","ENSG00000235492.1",0.333333333333333,"0.333333333333333"
"ENST00000432488.1","gt","ag","ENSG00000235492.1",0.333333333333333,"0.333333333333333"
"ENST00000660854.1","gt","ag","ENSG00000286541.1",0.5,"0.5"
"ENST00000367355.6","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367355.6","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367355.6","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367355.6","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367356.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367356.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000367356.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000669359.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000669359.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000669359.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000669359.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000669359.1","gt","ag","ENSG00000203721.7",0.272727272727273,"0.272727272727273"
"ENST00000647823.1","gt","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000647823.1","gt","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000647823.1","gt","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000647823.1","gc","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000654000.1","gt","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000654000.1","gt","ag","ENSG00000230623.6",0.230769230769231,"0.230769230769231"
"ENST00000635660.1","gt","ag","ENSG00000282849.1",0.5,"0.5"
"ENST00000458003.1","gt","ag","ENSG00000229191.1",0.5,"0.5"
"ENST00000610411.1","gt","ag","ENSG00000234132.2",0.285714285714286,"0.285714285714286"
"ENST00000610411.1","gt","ag","ENSG00000234132.2",0.285714285714286,"0.285714285714286"
"ENST00000415359.1","gt","ag","ENSG00000234132.2",0.285714285714286,"0.285714285714286"
"ENST00000415359.1","gt","ag","ENSG00000234132.2",0.285714285714286,"0.285714285714286"
"ENST00000415359.1","gt","ag","ENSG00000234132.2",0.285714285714286,"0.285714285714286"
"ENST00000453155.1","gt","ag","ENSG00000229821.1",0.5,"0.5"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000671234.1","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000503578.5","gt","ag","ENSG00000286600.1",0.2,"0.2"
"ENST00000633182.1","gt","ag","ENSG00000282221.1",0.5,"0.5"
"ENST00000430471.1","gt","ag","ENSG00000224818.1",0.5,"0.5"
"ENST00000454651.2","gt","ag","ENSG00000224536.2",0.5,"0.5"
"ENST00000449492.1","gt","ag","ENSG00000236390.1",0.5,"0.5"
"ENST00000429443.1","gt","ag","ENSG00000235121.1",0.5,"0.5"
"ENST00000421159.1","gt","ag","ENSG00000231871.5",0.333333333333333,"0.333333333333333"
"ENST00000421159.1","gt","ag","ENSG00000231871.5",0.333333333333333,"0.333333333333333"
"ENST00000458139.1","gt","ag","ENSG00000223774.5",0.333333333333333,"0.333333333333333"
"ENST00000458139.1","gt","ag","ENSG00000223774.5",0.333333333333333,"0.333333333333333"
"ENST00000419190.2","gt","ag","ENSG00000234678.2",0.5,"0.5"
"ENST00000504773.1","gt","ag","ENSG00000249007.1",0.5,"0.5"
"ENST00000428573.1","gt","ag","ENSG00000226862.1",0.5,"0.5"
"ENST00000411431.1","gt","ag","ENSG00000225620.1",0.5,"0.5"
"ENST00000660963.1","gt","ag","ENSG00000228288.7",0.5,"0.5"
"ENST00000665660.1","gt","ag","ENSG00000234775.2",0.333333333333333,"0.333333333333333"
"ENST00000665660.1","gt","ag","ENSG00000234775.2",0.333333333333333,"0.333333333333333"
"ENST00000434265.2","gt","ag","ENSG00000224671.2",0.25,"0.25"
"ENST00000434265.2","gt","ag","ENSG00000224671.2",0.25,"0.25"
"ENST00000434265.2","gt","ag","ENSG00000224671.2",0.25,"0.25"
"ENST00000657300.1","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
"ENST00000412772.2","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
"ENST00000412772.2","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
"ENST00000412772.2","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
"ENST00000662282.1","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
"ENST00000662282.1","gt","ag","ENSG00000231507.2",0.333333333333333,"0.333333333333333"
