"Gene","Gene_length","Transcript","Exon","A3","A5","AF","AL","MX","RI","SE"
"ENSMUSG00000105818.2",3090,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000022187.3",15978,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104768.2",8374,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105304.2",6070,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000104973.2",2287,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105659.2",1214,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105199.2",2863,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106287.2",1402,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000100188.2",2796,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105195.2",20147,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106251.2",1574,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105655.2",1753,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105925.2",931,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105355.2",9973,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000074346.7",11360,2,6,"0","0","0","1","0","0","0"
"ENSMUSG00000105753.2",1939,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106317.2",1246,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105677.2",1433,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105842.2",3231,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106341.2",2152,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000104910.2",1688,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000104835.5",1817,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000105852.5",25097,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000106093.2",15978,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104592.2",1522,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000091575.3",3931,3,5,"0","0","0","0","0","0","0"
"ENSMUSG00000105102.2",52054,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000098108.8",159512,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000056145.6",14843,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000050179.4",7521,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106426.2",13318,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086968.9",7363,5,16,"6","1","0","0","0","0","0"
"ENSMUSG00000087357.2",6955,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000056411.3",2427,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000085318.2",19464,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105961.2",13460,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085102.2",8076,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084863.2",945,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000078601.5",705,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000074281.4",4464,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000098800.2",3745,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000051638.3",573,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106108.2",2070,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105638.2",1824,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105139.2",2362,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105509.2",3691,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000104543.2",200098,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000052769.9",1578,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000054426.12",6549,5,10,"0","1","0","0","0","0","2"
"ENSMUSG00000104653.2",12565,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000097362.2",15342,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000104607.2",2305,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106005.2",2785,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106415.2",1811,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105339.2",538,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106125.2",423,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000028009.8",17243,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000106342.2",688,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104703.2",4396,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000097311.8",99698,5,15,"0","0","0","1","0","0","1"
"ENSMUSG00000104178.2",1227,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106099.2",3238,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000098097.8",282624,4,20,"0","0","0","1","0","0","0"
"ENSMUSG00000097124.3",4587,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000044522.9",8549,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106036.2",8745,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105767.2",817,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000057359.8",37762,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105057.2",10174,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104554.2",14714,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104574.2",32617,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106194.2",9690,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106365.2",7913,2,4,"0","0","0","1","0","0","0"
"ENSMUSG00000106583.2",40093,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000097852.6",59379,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000105784.2",3119,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104960.2",852,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000104531.2",72747,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106413.2",1696,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106423.2",97351,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106503.2",2030,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000090427.2",6386,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086679.3",1715,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000097456.8",6984,2,6,"0","0","0","0","1","0","0"
"ENSMUSG00000105104.2",1333,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105447.2",1733,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105550.2",3662,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104763.2",39048,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000106437.2",2172,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000105816.5",114591,3,10,"0","0","0","0","0","0","0"
"ENSMUSG00000106245.2",276174,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000105527.2",2017,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000099640.2",2739,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000098515.2",1494,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105837.5",4921,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106120.2",11343,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105596.2",4828,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105960.2",10126,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000105789.2",41183,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105716.2",2846,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106095.3",98882,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104557.2",1498,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105769.2",2751,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106249.2",1354,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106086.2",3064,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000097761.2",14018,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105331.2",270938,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106280.2",1875,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106230.2",36394,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000105957.2",2490,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105085.2",39956,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105952.2",17583,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106069.2",1989,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104645.2",2599,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000097911.3",409973,3,8,"0","0","0","0","0","0","0"
"ENSMUSG00000104556.2",31611,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106139.2",13290,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105765.2",19492,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000097031.3",168678,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000097032.3",2456,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000106306.5",6568,2,7,"0","0","0","0","0","1","0"
"ENSMUSG00000104710.2",262840,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000099508.2",14079,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000106398.2",3307,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104617.2",2303,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104610.2",11069,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000055138.11",2577,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106122.2",8141,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105427.2",8204,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105676.2",1785,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106629.2",2201,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104675.2",426,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105296.2",15105,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104776.2",10801,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000099146.8",29689,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000089635.2",25614,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105838.2",15449,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106505.2",3606,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105880.2",653,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105777.2",68666,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000118659.2",12461,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106540.2",1371,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000089737.2",7357,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000089924.2",20011,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086561.2",1020,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106550.2",16657,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000097858.3",10426,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105652.2",23092,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000106052.2",49955,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105923.5",16829,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000106162.2",1612,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105917.2",3206,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106210.2",2131,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105000.2",1468,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104939.2",12556,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000105511.2",20770,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106109.2",1777,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105279.2",41318,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105324.2",83635,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000106524.2",1909,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105811.2",76381,2,4,"0","0","0","1","0","0","0"
"ENSMUSG00000104865.2",904,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106367.2",33850,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000104969.2",2090,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000105197.2",1095,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106266.2",1534,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000104903.2",3186,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106057.2",772,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106424.2",605,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105900.2",5162,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085773.4",7317,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000106361.2",10436,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105619.2",2032,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105959.2",1026,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000097183.3",27268,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105146.2",1395,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105602.2",11791,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085810.8",9783,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000103334.2",32565,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106023.2",11283,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000102569.2",4400,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000103349.2",14836,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106285.2",11354,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000104786.2",14879,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105876.2",1947,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000070342.4",4058,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106515.5",160883,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000105797.2",41011,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000104785.2",97514,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000105190.2",23437,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000105125.2",3171,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000106157.2",2515,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105401.2",4289,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104909.2",7798,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000104659.2",3878,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000105698.2",944,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000097745.2",14519,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000090017.2",1159,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000090163.2",631,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105337.5",20087,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000105023.2",2145,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104908.2",10994,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000062046.2",2782,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086438.3",15522,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000105820.2",3763,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000093738.3",3433,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000103204.2",23568,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000092522.2",2685,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000104553.2",32238,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000104826.2",5754,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085084.8",14993,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000086708.2",16917,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000105834.2",6575,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000106632.2",6004,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000028177.14",13135,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000104597.2",8926,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000106053.2",231717,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000085180.2",16037,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085394.2",6600,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085996.2",50382,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087099.2",5985,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086066.8",9956,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000085295.8",5425,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086052.2",15991,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086070.2",13113,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085630.2",4260,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086233.2",3419,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000087564.2",15238,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085558.8",52826,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000086080.8",317849,3,14,"0","0","0","0","0","0","1"
"ENSMUSG00000086455.2",1406,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086765.8",4193,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086625.2",1383,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086103.2",3868,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085614.2",27715,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000085027.2",9569,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085467.2",13389,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085909.2",43184,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086227.2",20666,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086927.2",75239,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086068.2",17954,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086587.8",23122,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000087241.2",9405,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000085112.2",102115,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000086072.2",44447,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085478.2",1288,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087402.2",484493,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000086071.8",3467,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086017.2",4112,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000107859.2",2578,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000028244.7",10268,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087098.2",131719,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000100395.2",466,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000099150.2",520,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000087399.2",7630,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000046219.10",6659,2,4,"1","0","0","0","0","0","0"
"ENSMUSG00000085885.2",304582,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000086257.2",69629,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086774.2",779,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087316.2",20732,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086339.2",1057,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087180.2",91671,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085522.2",132067,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000087049.2",14074,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086150.2",12028,2,8,"2","0","0","0","0","0","0"
"ENSMUSG00000085037.2",4181,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086127.2",6568,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087602.2",3946,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085824.8",5357,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086792.2",4745,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084828.2",36325,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000084898.2",35066,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086026.2",83112,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000085632.2",283816,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000090839.2",52204,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000087137.2",4487,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086355.2",42708,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000036162.4",1492,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000087623.2",5129,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000084761.2",2038,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087054.2",892,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085730.8",48814,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000095348.2",34556,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000087577.2",31822,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000091542.2",28315,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000096327.2",405,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085910.2",1501,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000096974.3",7288,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000115420.2",280,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000087142.8",4319,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085351.2",20683,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086043.2",9994,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087326.2",16679,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086211.2",20932,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084854.2",4577,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086000.2",3327,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086205.2",7743,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000070997.5",3719,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000086284.2",9267,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085980.3",6367,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000073860.13",39749,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085305.2",1252,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085876.2",1846,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000087383.8",45508,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000085990.2",3901,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000048824.8",2465,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087500.2",10972,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085660.2",1805,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084787.2",64644,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000085515.2",83016,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085763.2",8680,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087192.8",12791,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000086947.2",4919,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086712.3",8876,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086267.2",2082,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084970.2",1714,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086987.2",11847,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000099421.2",469,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000086371.2",42909,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087077.2",4174,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087614.2",148271,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000087070.2",8399,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086346.2",15130,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000066176.4",36031,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085375.2",31752,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000085643.2",24716,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000085020.2",3904,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085967.2",4483,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000085654.2",7209,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087044.2",3424,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000073846.5",6162,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086470.2",10200,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086660.2",2386,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086952.2",3218,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000073843.4",4938,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086253.2",18328,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000081207.5",18163,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000085404.2",2236,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086530.2",7998,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085177.2",6035,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085223.2",19756,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086139.2",4021,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086953.2",12660,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086817.2",5019,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000073821.12",170070,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000086755.2",8281,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085032.2",22550,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086364.2",114082,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000086790.2",9304,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000084937.2",56024,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086696.2",19082,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000086027.2",681,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084910.2",14004,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085034.2",7126,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000085482.2",1390,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000110373.2",38882,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000092492.2",2222,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000085840.2",1730,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087540.2",3555,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000087608.2",1896,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000087110.2",32578,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000085022.3",37377,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000087413.2",39276,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000084851.2",2271,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000086293.2",906,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000086321.2",12351,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000087592.2",9141,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000097942.2",480,1,1,"0","0","0","0","0","0","0"
