"Gene","Gene_length","Transcript","Exon","A3","A5","AF","AL","MX","RI","SE"
"ENSMUSG00000049560.5",2871,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027468.3",4475,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000074680.2",3894,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000074679.4",3192,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000044249.4",1384,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000090485.3",6561,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000056544.3",2200,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000050645.4",4226,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000062124.8",6208,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000044863.8",8402,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000074678.2",697,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000000359.4",8247,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000019188.17",39209,3,16,"0","0","0","0","0","0","0"
"ENSMUSG00000042814.9",911,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000042745.10",1159,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000009876.14",10864,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000007659.19",51060,3,7,"0","0","1","0","0","0","0"
"ENSMUSG00000027469.17",47357,3,24,"0","1","0","0","0","0","0"
"ENSMUSG00000027470.10",11716,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000074676.3",1310,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000042662.17",10701,3,11,"0","0","0","0","0","0","0"
"ENSMUSG00000074673.16",45997,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000027472.15",6537,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000042631.8",23923,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000027474.14",15780,2,11,"0","0","0","0","0","0","0"
"ENSMUSG00000003283.16",42973,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000068040.11",49163,1,18,"0","0","0","0","0","0","0"
"ENSMUSG00000074671.7",3071,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000051413.18",13667,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000046020.14",28714,5,17,"1","0","0","0","0","0","2"
"ENSMUSG00000027475.10",41977,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000042548.15",58178,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000061411.13",122509,2,13,"0","0","0","0","0","0","0"
"ENSMUSG00000079001.2",1051,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000056941.18",15848,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027478.16",38280,5,30,"0","0","0","1","0","0","1"
"ENSMUSG00000082079.3",33255,1,19,"0","0","0","0","0","0","0"
"ENSMUSG00000027479.15",32036,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000044083.13",64820,1,28,"0","0","0","0","0","0","0"
"ENSMUSG00000027480.13",14896,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027481.3",20225,1,16,"0","0","0","0","0","0","0"
"ENSMUSG00000068009.12",12407,1,17,"0","0","0","0","0","0","0"
"ENSMUSG00000068008.9",14766,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000074665.12",25880,3,20,"0","0","0","0","0","1","0"
"ENSMUSG00000078998.4",25550,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000042459.9",7814,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000027482.13",8020,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000027483.8",6339,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000027484.3",5843,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000027485.16",29551,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000038572.8",17160,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000067998.12",13391,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000067996.6",13419,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000027487.12",37630,3,19,"0","0","0","1","0","0","0"
"ENSMUSG00000027488.13",31786,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000038533.16",102875,3,15,"0","0","0","1","0","0","0"
"ENSMUSG00000027489.16",14491,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000038523.11",2918,2,5,"1","0","0","0","0","0","0"
"ENSMUSG00000078129.4",1500,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000027490.18",10485,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000000876.12",17950,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000059842.13",33524,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000038467.16",43080,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000027593.16",76165,4,15,"0","0","0","0","1","0","0"
"ENSMUSG00000027596.11",259610,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000074656.13",21525,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000084897.2",8838,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027597.16",15187,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000027598.17",93346,2,28,"0","0","0","0","0","0","0"
"ENSMUSG00000047459.15",13744,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000027602.10",1776,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000038383.17",79187,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000038375.16",8791,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000038369.15",83238,3,19,"0","0","0","0","0","0","0"
"ENSMUSG00000027603.16",27858,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000027605.19",67776,3,25,"0","0","0","0","0","0","0"
"ENSMUSG00000027610.18",29629,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000074652.4",23095,1,42,"0","0","0","0","0","0","0"
"ENSMUSG00000038324.14",58113,2,22,"0","0","0","0","0","0","0"
"ENSMUSG00000038312.11",27798,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000092123.2",56,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000027611.13",4354,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027612.8",43024,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000074649.7",1696,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027613.16",7093,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000074647.5",7306,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000005882.19",83416,4,15,"0","0","0","0","0","0","1"
"ENSMUSG00000078972.2",2022,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000038259.5",4344,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000038241.17",42442,2,39,"0","0","0","0","0","1","0"
"ENSMUSG00000074646.11",34698,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000005881.14",10234,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000013338.17",33808,1,45,"0","0","0","0","0","0","0"
"ENSMUSG00000038180.12",5442,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000074643.13",40123,4,26,"1","1","0","0","0","0","0"
"ENSMUSG00000098950.8",55247,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000089824.11",20020,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027618.18",20547,2,15,"0","0","0","0","0","0","1"
"ENSMUSG00000067847.14",1758,4,9,"1","1","0","0","0","0","0"
"ENSMUSG00000027620.17",32999,4,23,"0","0","0","0","0","0","0"
"ENSMUSG00000038116.17",113486,1,18,"0","0","0","0","0","0","0"
"ENSMUSG00000046229.11",901,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000038085.14",63339,3,18,"0","0","0","0","0","0","0"
"ENSMUSG00000027624.21",122305,5,29,"0","0","0","0","0","0","0"
"ENSMUSG00000027628.11",21388,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000061689.16",150658,7,24,"0","1","3","0","0","0","1"
"ENSMUSG00000067818.7",6238,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000062175.14",15563,2,6,"0","0","0","0","0","1","1"
"ENSMUSG00000027637.4",10435,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027636.12",14735,2,11,"1","0","0","0","0","0","0"
"ENSMUSG00000027634.15",64711,3,20,"0","0","0","0","0","0","0"
"ENSMUSG00000027635.16",11889,2,14,"1","0","0","0","0","0","0"
"ENSMUSG00000055485.7",63455,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000074628.10",9427,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000027639.17",37732,3,20,"0","0","0","1","0","0","0"
"ENSMUSG00000027641.14",58641,1,22,"0","0","0","0","0","0","0"
"ENSMUSG00000074627.12",70999,1,25,"0","0","0","0","0","0","0"
"ENSMUSG00000027642.16",47302,2,19,"0","0","0","0","0","0","0"
"ENSMUSG00000027643.10",18009,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000063019.6",29169,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000027646.16",53418,5,23,"1","0","1","0","0","0","1"
"ENSMUSG00000067787.11",14912,2,3,"0","0","0","0","0","0","0"
"ENSMUSG00000067786.17",2444,8,19,"1","1","0","6","2","0","3"
"ENSMUSG00000027649.16",154213,1,16,"0","0","0","0","0","0","0"
"ENSMUSG00000037843.7",30066,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027650.13",46630,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000027651.17",103800,4,13,"0","0","0","0","0","0","0"
"ENSMUSG00000037820.16",30034,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000037813.14",46689,3,18,"0","0","0","0","0","0","0"
"ENSMUSG00000052922.10",26437,3,19,"0","0","1","0","0","0","0"
"ENSMUSG00000016024.10",26359,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000044349.17",10513,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000027652.16",89405,3,35,"0","0","0","0","0","0","0"
"ENSMUSG00000044405.5",5586,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000074625.12",37966,1,15,"0","0","0","0","0","0","0"
"ENSMUSG00000037771.12",4981,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000037761.17",14323,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000037754.14",100936,3,14,"0","0","0","0","0","0","0"
"ENSMUSG00000027654.3",18544,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027655.15",63407,1,22,"0","0","0","0","0","0","0"
"ENSMUSG00000074623.5",22769,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000074622.5",3362,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000070544.7",76876,1,21,"0","0","0","0","0","0","0"
"ENSMUSG00000016933.18",44460,2,36,"0","0","0","0","0","0","0"
"ENSMUSG00000035877.18",124290,3,8,"0","0","0","0","0","0","0"
"ENSMUSG00000027412.13",25332,3,25,"0","0","0","0","0","0","1"
"ENSMUSG00000050700.12",5891,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000057133.15",162097,1,37,"0","0","0","0","0","0","0"
"ENSMUSG00000053141.17",1139157,3,36,"0","0","0","0","0","0","0"
"ENSMUSG00000016921.15",5593,2,9,"0","0","0","0","1","0","0"
"ENSMUSG00000035576.14",31050,1,23,"0","0","0","0","0","0","0"
"ENSMUSG00000017868.17",26797,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000017858.13",28787,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000017861.12",30001,1,14,"0","0","0","0","0","0","0"
"ENSMUSG00000070708.6",821,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000074607.12",121045,3,13,"1","0","0","0","0","0","0"
"ENSMUSG00000017817.12",61751,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000035399.13",18875,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000017943.16",16848,3,11,"1","0","0","0","0","0","0"
"ENSMUSG00000048486.7",6250,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000078949.3",10294,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000017950.17",66102,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000017679.17",16699,2,8,"1","0","0","0","0","0","0"
"ENSMUSG00000017707.10",21859,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000035268.15",67772,5,13,"0","0","1","0","3","0","0"
"ENSMUSG00000017697.4",23655,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027656.8",12285,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000035238.5",6095,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000035226.6",58932,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000018326.10",23628,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000054582.5",25088,1,14,"0","0","0","0","0","0","0"
"ENSMUSG00000018322.11",17629,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000018209.16",85202,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000040164.4",7494,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000040154.12",6415,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000042845.8",1377,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000051769.3",1267,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000018211.14",7206,3,8,"1","0","0","0","0","0","1"
"ENSMUSG00000040132.7",2537,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000050383.6",2277,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000016998.3",2507,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000017003.8",2232,2,6,"1","0","0","0","0","0","0"
"ENSMUSG00000017000.3",1702,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000017004.8",1656,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000017002.15",35025,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000016995.18",15767,3,13,"0","0","0","0","0","0","0"
"ENSMUSG00000017007.10",12307,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000017009.4",19640,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000045503.17",22674,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000090996.2",29793,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000017720.3",3423,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000017734.16",7213,4,7,"0","0","3","0","0","0","0"
"ENSMUSG00000017721.16",10781,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000017723.12",6097,3,7,"0","0","0","0","0","0","0"
"ENSMUSG00000074596.4",3764,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000074595.10",5928,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000017733.5",5251,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000070533.12",17168,3,12,"0","0","1","0","0","0","0"
"ENSMUSG00000070531.5",4690,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000070530.6",4089,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000074594.10",6952,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000070529.8",1322,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000078940.9",11193,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000067704.2",2599,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000017310.8",3952,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000074593.12",2763,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000076434.10",14751,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000017299.14",22624,2,15,"0","0","0","0","0","0","0"
"ENSMUSG00000001403.14",8924,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000017300.10",2806,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000050373.14",7993,4,10,"0","0","0","0","0","0","0"
"ENSMUSG00000017307.17",12117,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000045822.5",17032,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000017764.3",4185,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000017767.4",2148,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000039873.5",2724,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000017760.17",8159,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000017754.14",18193,3,18,"0","0","0","0","0","0","0"
"ENSMUSG00000039849.7",15150,1,17,"0","0","0","0","0","0","0"
"ENSMUSG00000039834.18",19875,1,28,"0","0","0","0","0","0","0"
"ENSMUSG00000017737.3",15070,1,13,"0","0","0","0","0","0","0"
"ENSMUSG00000017740.18",38929,4,33,"0","0","1","0","0","0","0"
"ENSMUSG00000039804.16",34510,3,14,"0","1","0","0","1","0","0"
"ENSMUSG00000017652.17",17321,3,13,"0","0","0","0","0","0","0"
"ENSMUSG00000078935.2",12057,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000053166.15",123346,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000017664.17",11315,3,16,"1","0","0","0","0","1","0"
"ENSMUSG00000017670.17",38448,4,27,"0","0","0","0","0","0","0"
"ENSMUSG00000056824.16",17432,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000017667.10",13995,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000027670.5",6645,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000018459.16",68202,2,14,"0","0","0","0","0","0","0"
"ENSMUSG00000039725.7",3214,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027661.5",16130,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000017897.19",176695,2,18,"0","0","0","0","0","0","0"
"ENSMUSG00000039671.19",114864,7,39,"0","0","0","0","1","0","0"
"ENSMUSG00000027678.18",80606,2,26,"0","0","0","0","0","0","0"
"ENSMUSG00000006800.15",82574,3,25,"0","0","1","0","0","0","0"
"ENSMUSG00000039621.14",147490,3,44,"0","0","1","0","0","0","0"
"ENSMUSG00000042854.10",6974,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000074582.11",92464,1,39,"0","0","0","0","0","0","0"
"ENSMUSG00000002718.15",40349,2,27,"0","0","0","0","0","0","0"
"ENSMUSG00000039536.17",48750,4,20,"0","1","0","0","1","0","0"
"ENSMUSG00000017999.17",19754,2,23,"0","0","0","0","0","0","0"
"ENSMUSG00000039501.15",27222,2,16,"0","0","0","0","0","0","0"
"ENSMUSG00000050556.10",94186,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000017969.14",48799,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000017929.14",50739,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000039463.15",55288,3,21,"0","0","0","0","0","0","0"
"ENSMUSG00000047030.16",11754,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000006418.18",23528,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000042821.8",4619,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000078923.11",24457,3,9,"0","0","0","0","0","0","1"
"ENSMUSG00000089739.3",53646,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000090213.2",47214,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000056501.4",1503,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000027540.14",47328,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000074577.10",30454,1,22,"0","0","0","0","0","0","0"
"ENSMUSG00000044641.8",20199,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000051149.16",26126,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000093752.2",49378,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000078919.11",21543,2,4,"0","0","1","0","0","0","0"
"ENSMUSG00000074576.5",1972,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000074575.5",21619,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000027544.17",125247,5,18,"0","0","0","1","0","0","0"
"ENSMUSG00000027546.16",107971,5,35,"0","0","0","0","0","0","0"
"ENSMUSG00000027547.18",19611,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000027551.16",62256,3,13,"0","0","0","1","0","0","0"
"ENSMUSG00000078912.3",4900,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000047907.12",438803,2,5,"0","0","0","0","0","0","0"
"ENSMUSG00000052056.15",39460,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000013523.14",80854,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000038567.6",14437,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000052033.14",22695,4,10,"0","0","0","0","0","0","1"
"ENSMUSG00000043583.2",22599,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000027560.5",147962,1,8,"0","0","0","0","0","0","0"
"ENSMUSG00000067578.4",7233,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000038537.2",2622,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000027495.5",10184,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000027496.16",14345,2,11,"0","0","0","0","0","0","0"
"ENSMUSG00000027498.15",11767,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000074570.15",39963,4,13,"0","0","0","0","1","0","0"
"ENSMUSG00000027502.12",29352,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000074569.5",8283,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027505.3",1811,1,2,"0","0","0","0","0","0","0"
"ENSMUSG00000028640.12",9029,3,10,"0","0","0","0","0","0","0"
"ENSMUSG00000008999.8",72309,1,7,"0","0","0","0","0","0","0"
"ENSMUSG00000005883.16",15876,3,17,"0","0","0","0","0","0","0"
"ENSMUSG00000027509.12",15622,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027510.18",14236,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000070495.12",25916,1,13,"0","0","0","0","0","1","0"
"ENSMUSG00000027513.12",6225,1,10,"0","0","0","0","0","0","0"
"ENSMUSG00000027514.15",12311,2,10,"0","0","0","0","0","0","0"
"ENSMUSG00000038400.16",52075,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027518.4",5915,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000027517.15",9680,3,8,"0","1","0","0","0","0","0"
"ENSMUSG00000027519.11",47583,2,10,"0","0","0","0","0","0","1"
"ENSMUSG00000057047.6",2674,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000054455.6",46828,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000027522.16",23463,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000039263.17",12721,1,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027523.21",62424,16,33,"1","0","0","1","0","0","0"
"ENSMUSG00000090625.2",16393,1,9,"0","0","0","0","0","0","0"
"ENSMUSG00000016253.13",11698,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000016256.11",11546,1,6,"0","0","0","0","0","0","0"
"ENSMUSG00000016255.6",7187,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000016252.8",3033,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000016257.16",8014,3,11,"0","0","0","0","0","0","1"
"ENSMUSG00000050600.6",67298,1,5,"0","0","0","0","0","0","0"
"ENSMUSG00000027524.10",23423,2,9,"1","0","0","0","0","0","0"
"ENSMUSG00000078906.10",9007,2,7,"0","0","0","0","0","0","0"
"ENSMUSG00000078905.9",6232,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000090093.9",12519,5,12,"0","0","0","0","1","0","0"
"ENSMUSG00000078902.4",9616,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000078903.11",15852,4,11,"0","0","0","1","0","0","0"
"ENSMUSG00000078901.9",11680,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000078899.10",16242,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000078898.10",11765,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000078897.11",13507,3,8,"0","0","0","1","0","0","0"
"ENSMUSG00000078896.12",12186,4,8,"0","0","0","0","0","0","1"
"ENSMUSG00000094475.8",9882,3,5,"0","0","0","0","0","0","0"
"ENSMUSG00000095545.8",11423,3,6,"0","0","0","0","0","0","0"
"ENSMUSG00000094932.8",9882,3,5,"0","0","0","0","0","0","0"
"ENSMUSG00000078889.12",11736,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000078887.11",12029,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000089756.3",12219,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000078886.13",14972,3,9,"0","0","0","0","0","0","0"
"ENSMUSG00000095648.8",8234,3,5,"0","0","0","0","0","0","0"
"ENSMUSG00000078894.10",13759,4,11,"0","0","0","0","0","0","1"
"ENSMUSG00000078895.5",1856,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000089951.9",12167,3,7,"0","0","0","0","0","0","1"
"ENSMUSG00000078881.11",13505,3,9,"0","0","0","0","0","0","1"
"ENSMUSG00000095199.9",12785,6,13,"0","0","0","6","0","0","1"
"ENSMUSG00000078880.11",22980,3,9,"0","1","0","0","0","0","0"
"ENSMUSG00000078879.11",48563,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000078878.10",13485,3,8,"0","0","0","0","0","0","0"
"ENSMUSG00000078877.12",12611,3,8,"0","0","0","0","0","0","1"
"ENSMUSG00000078876.11",5590,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000074527.12",35300,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000078875.11",11831,4,10,"0","0","0","0","0","0","0"
"ENSMUSG00000078872.10",13027,3,7,"0","0","0","0","0","0","0"
"ENSMUSG00000078870.10",22968,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000078869.3",2382,1,3,"0","0","0","0","0","0","0"
"ENSMUSG00000078868.4",9787,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000078867.10",11196,2,7,"0","0","0","0","0","0","1"
"ENSMUSG00000078866.11",13396,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000094786.2",11548,2,6,"0","0","0","0","0","0","0"
"ENSMUSG00000078865.9",9006,2,7,"0","0","0","0","1","0","0"
"ENSMUSG00000078864.11",11184,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000095362.8",8545,3,6,"0","0","1","0","0","0","0"
"ENSMUSG00000074521.10",8688,2,4,"0","0","0","0","0","0","0"
"ENSMUSG00000074529.11",22273,3,7,"0","0","0","0","0","0","0"
"ENSMUSG00000078862.11",21304,4,10,"0","0","0","0","0","0","0"
"ENSMUSG00000074519.12",10738,2,6,"0","0","0","0","0","0","1"
"ENSMUSG00000078861.9",10781,3,7,"0","0","0","0","0","0","1"
"ENSMUSG00000027525.19",219517,6,21,"0","0","0","0","0","0","0"
"ENSMUSG00000060445.12",62392,1,44,"0","0","0","0","0","0","0"
"ENSMUSG00000049999.5",3266,1,1,"0","0","0","0","0","0","0"
"ENSMUSG00000070476.11",9904,1,4,"0","0","0","0","0","0","0"
"ENSMUSG00000039155.16",56835,2,17,"0","0","0","0","0","0","0"
"ENSMUSG00000000305.13",456942,3,20,"0","0","0","0","0","0","0"
"ENSMUSG00000039117.17",64494,1,16,"0","0","0","0","0","0","0"
"ENSMUSG00000039108.15",10478,2,12,"0","0","0","0","0","0","0"
"ENSMUSG00000027566.16",6059,2,9,"0","0","0","0","0","0","0"
"ENSMUSG00000039086.10",27692,1,11,"0","0","0","0","0","0","0"
"ENSMUSG00000039069.20",15314,2,8,"0","0","0","0","0","0","0"
"ENSMUSG00000039059.12",5023,4,12,"0","0","0","0","0","0","1"
