ENSG00000186092.7	ENST00000641515.2
ENSG00000114126.18	ENST00000479040.5
ENSG00000175066.16	ENST00000392993.7
ENSG00000114127.11	ENST00000264951.8
ENSG00000114127.11	ENST00000392981.7
ENSG00000114127.11	ENST00000463916.5
ENSG00000175054.16	ENST00000350721.9
ENSG00000175054.16	ENST00000661310.1
ENSG00000120756.13	ENST00000457734.7
ENSG00000120756.13	ENST00000337777.7
ENSG00000120756.13	ENST00000497002.1
ENSG00000144935.16	ENST00000476941.6
ENSG00000144935.16	ENST00000273482.10
ENSG00000163710.9	ENST00000295992.8
ENSG00000163710.9	ENST00000648195.1
ENSG00000163710.9	ENST00000485766.1
ENSG00000188582.10	ENST00000340634.6
ENSG00000163714.18	ENST00000473835.7
ENSG00000163714.18	ENST00000493598.6
ENSG00000175040.6	ENST00000309575.5
ENSG00000181804.15	ENST00000316549.11
ENSG00000181744.9	ENST00000315691.8
ENSG00000181744.9	ENST00000495414.5
ENSG00000181744.9	ENST00000441925.2
ENSG00000152952.12	ENST00000461497.5
ENSG00000152952.12	ENST00000282903.10
ENSG00000152952.12	ENST00000360060.7
ENSG00000152952.12	ENST00000494950.5
ENSG00000114698.15	ENST00000354952.7
ENSG00000114698.15	ENST00000383083.6
ENSG00000114698.15	ENST00000433593.6
ENSG00000114698.15	ENST00000446574.6
ENSG00000114698.15	ENST00000493382.5
ENSG00000163746.12	ENST00000336685.6
ENSG00000163746.12	ENST00000613069.4
ENSG00000163746.12	ENST00000497985.5
ENSG00000163746.12	ENST00000610787.5
ENSG00000188313.13	ENST00000342435.9
ENSG00000188313.13	ENST00000487389.5
ENSG00000188313.13	ENST00000448787.6
ENSG00000231213.7	ENST00000492200.5
ENSG00000231213.7	ENST00000482567.5
ENSG00000231213.7	ENST00000443512.2
ENSG00000174963.18	ENST00000383075.8
ENSG00000174963.18	ENST00000525172.6
ENSG00000174963.18	ENST00000425731.7
ENSG00000174963.18	ENST00000484399.5
ENSG00000174963.18	ENST00000473123.5
ENSG00000174963.18	ENST00000491672.5
ENSG00000152977.10	ENST00000282928.5
ENSG00000144891.19	ENST00000497524.5
ENSG00000144891.19	ENST00000418473.7
ENSG00000144891.19	ENST00000349243.8
ENSG00000144891.19	ENST00000404754.2
ENSG00000144891.19	ENST00000474935.5
ENSG00000144891.19	ENST00000475347.5
ENSG00000144891.19	ENST00000461609.1
ENSG00000144891.19	ENST00000402260.2
ENSG00000153002.12	ENST00000491148.5
ENSG00000153002.12	ENST00000282957.9
ENSG00000163751.4	ENST00000296046.4
ENSG00000163754.18	ENST00000627418.2
ENSG00000163754.18	ENST00000296048.10
ENSG00000163754.18	ENST00000483267.5
ENSG00000163754.18	ENST00000345003.9
ENSG00000163754.18	ENST00000484197.5
ENSG00000071794.16	ENST00000465259.5
ENSG00000071794.16	ENST00000310053.10
ENSG00000071794.16	ENST00000392912.6
ENSG00000071794.16	ENST00000494055.5
ENSG00000163755.9	ENST00000460120.5
ENSG00000163755.9	ENST00000296051.7
ENSG00000047457.14	ENST00000264613.11
ENSG00000163762.7	ENST00000296059.7
ENSG00000163762.7	ENST00000470080.5
ENSG00000169908.12	ENST00000305366.8
ENSG00000169908.12	ENST00000472441.1
ENSG00000169903.7	ENST00000305354.5
ENSG00000018408.15	ENST00000360632.8
ENSG00000018408.15	ENST00000465804.5
ENSG00000018408.15	ENST00000467467.5
ENSG00000114744.9	ENST00000473414.6
ENSG00000206199.11	ENST00000446160.7
ENSG00000206199.11	ENST00000462519.3
ENSG00000082996.20	ENST00000344229.7
ENSG00000082996.20	ENST00000392894.8
ENSG00000082996.20	ENST00000361785.10
ENSG00000070087.14	ENST00000452853.6
ENSG00000070087.14	ENST00000239940.11
ENSG00000070087.14	ENST00000649949.1
ENSG00000070087.14	ENST00000423691.2
ENSG00000070087.14	ENST00000481767.5
ENSG00000070087.14	ENST00000494827.5
ENSG00000070087.14	ENST00000490975.1
ENSG00000070087.14	ENST00000497148.5
ENSG00000070087.14	ENST00000475518.5
ENSG00000070087.14	ENST00000481275.5
ENSG00000070087.14	ENST00000498307.5
ENSG00000070087.14	ENST00000489155.1
ENSG00000070087.14	ENST00000461930.1
ENSG00000070087.14	ENST00000461868.1
ENSG00000196428.12	ENST00000361875.7
ENSG00000120742.11	ENST00000239944.7
ENSG00000120742.11	ENST00000479209.1
ENSG00000120742.11	ENST00000487153.1
ENSG00000120742.11	ENST00000491660.1
ENSG00000144895.12	ENST00000487799.5
ENSG00000144895.12	ENST00000406576.7
ENSG00000144895.12	ENST00000460851.6
ENSG00000144895.12	ENST00000273435.9
ENSG00000198843.13	ENST00000480740.5
ENSG00000198843.13	ENST00000615547.4
ENSG00000198843.13	ENST00000477889.5
ENSG00000198843.13	ENST00000471696.6
ENSG00000198843.13	ENST00000485923.1
ENSG00000163645.15	ENST00000295910.11
ENSG00000163645.15	ENST00000491361.5
ENSG00000181788.4	ENST00000312960.4
ENSG00000214237.11	ENST00000465419.7
ENSG00000260234.5	ENST00000569170.5
ENSG00000163646.12	ENST00000295911.6
ENSG00000163646.12	ENST00000327047.6
ENSG00000163646.12	ENST00000328863.8
ENSG00000144893.12	ENST00000422248.6
ENSG00000144893.12	ENST00000309237.8
ENSG00000144893.12	ENST00000474524.5
ENSG00000144893.12	ENST00000273432.8
ENSG00000174946.7	ENST00000309180.6
ENSG00000174946.7	ENST00000617554.1
ENSG00000174944.9	ENST00000309170.8
ENSG00000174944.9	ENST00000424796.6
ENSG00000138271.6	ENST00000260843.5
ENSG00000181631.7	ENST00000325602.6
ENSG00000169313.10	ENST00000302632.4
ENSG00000152580.9	ENST00000282466.4
ENSG00000197953.6	ENST00000356517.4
ENSG00000114771.14	ENST00000488869.1
ENSG00000114771.14	ENST00000232892.12
ENSG00000198829.6	ENST00000362032.6
ENSG00000152601.18	ENST00000282486.10
ENSG00000152601.18	ENST00000282488.11
ENSG00000152601.18	ENST00000355460.6
ENSG00000152601.18	ENST00000324210.10
ENSG00000152601.18	ENST00000493459.5
ENSG00000152601.18	ENST00000498502.5
ENSG00000152601.18	ENST00000545754.5
ENSG00000152601.18	ENST00000357472.7
ENSG00000152601.18	ENST00000324196.9
ENSG00000152601.18	ENST00000485910.5
ENSG00000152601.18	ENST00000463374.5
ENSG00000152601.18	ENST00000465907.6
ENSG00000152601.18	ENST00000492948.5
ENSG00000152601.18	ENST00000485509.5
ENSG00000169860.7	ENST00000305097.6
ENSG00000181467.5	ENST00000323534.5
ENSG00000114790.13	ENST00000356448.8
ENSG00000114790.13	ENST00000465093.6
ENSG00000114790.13	ENST00000496710.5
ENSG00000114790.13	ENST00000465817.1
ENSG00000174953.14	ENST00000496811.6
ENSG00000174953.14	ENST00000308361.10
ENSG00000174953.14	ENST00000329463.9
ENSG00000174948.6	ENST00000389740.3
ENSG00000196549.13	ENST00000492661.5
ENSG00000196549.13	ENST00000460393.6
ENSG00000196549.13	ENST00000615825.2
ENSG00000196549.13	ENST00000675418.2
ENSG00000196549.13	ENST00000382989.7
ENSG00000196549.13	ENST00000462745.5
ENSG00000196549.13	ENST00000493237.5
ENSG00000196549.13	ENST00000360490.7
ENSG00000196549.13	ENST00000491026.6
ENSG00000196549.13	ENST00000473730.6
ENSG00000196549.13	ENST00000680057.1
ENSG00000196549.13	ENST00000680282.1
ENSG00000240045.2	ENST00000489090.2
ENSG00000114805.18	ENST00000494598.5
ENSG00000114805.18	ENST00000460012.7
ENSG00000114805.18	ENST00000447496.6
ENSG00000114805.18	ENST00000340059.11
ENSG00000114805.18	ENST00000334686.6
ENSG00000174928.16	ENST00000340171.7
ENSG00000174928.16	ENST00000534941.2
ENSG00000284952.1	ENST00000643876.1
ENSG00000169359.16	ENST00000643144.2
ENSG00000169359.16	ENST00000359479.7
ENSG00000169359.16	ENST00000646424.1
ENSG00000163655.16	ENST00000295920.7
ENSG00000163655.16	ENST00000496455.7
ENSG00000169282.18	ENST00000389636.9
ENSG00000169282.18	ENST00000490337.6
ENSG00000169282.18	ENST00000471742.5
ENSG00000169282.18	ENST00000618897.4
ENSG00000169282.18	ENST00000302490.12
ENSG00000169282.18	ENST00000389634.5
ENSG00000114850.7	ENST00000265044.7
ENSG00000114850.7	ENST00000467789.5
ENSG00000114850.7	ENST00000476217.5
ENSG00000114850.7	ENST00000463503.5
ENSG00000114850.7	ENST00000496050.1
ENSG00000163659.13	ENST00000486483.5
ENSG00000163659.13	ENST00000295924.12
ENSG00000163659.13	ENST00000461166.5
ENSG00000163659.13	ENST00000542783.5
ENSG00000197980.13	ENST00000498839.5
ENSG00000197980.13	ENST00000356539.8
ENSG00000197980.13	ENST00000483177.5
ENSG00000197980.13	ENST00000477399.5
ENSG00000197980.13	ENST00000491763.1
ENSG00000197980.13	ENST00000640869.1
ENSG00000163660.12	ENST00000461804.5
ENSG00000163660.12	ENST00000295926.8
ENSG00000163660.12	ENST00000295925.5
ENSG00000197415.12	ENST00000392833.6
ENSG00000197415.12	ENST00000362010.7
ENSG00000197415.12	ENST00000392832.6
ENSG00000197415.12	ENST00000494677.5
ENSG00000197415.12	ENST00000537559.5
ENSG00000197415.12	ENST00000468233.5
ENSG00000163661.4	ENST00000295927.4
ENSG00000168779.20	ENST00000483851.7
ENSG00000168779.20	ENST00000441443.6
ENSG00000168779.20	ENST00000425436.7
ENSG00000168779.20	ENST00000389589.8
ENSG00000174891.14	ENST00000480820.5
ENSG00000174891.14	ENST00000295930.7
ENSG00000174891.14	ENST00000482822.3
ENSG00000174891.14	ENST00000476899.6
ENSG00000174891.14	ENST00000683899.1
ENSG00000174891.14	ENST00000684604.1
ENSG00000174891.14	ENST00000682164.1
ENSG00000174891.14	ENST00000464171.5
ENSG00000174891.14	ENST00000611884.5
ENSG00000174891.14	ENST00000312179.10
ENSG00000174891.14	ENST00000475278.6
ENSG00000174891.14	ENST00000683137.1
ENSG00000178053.20	ENST00000491767.6
ENSG00000178053.20	ENST00000618075.4
ENSG00000178053.20	ENST00000484955.5
ENSG00000178053.20	ENST00000359117.9
ENSG00000178053.20	ENST00000619577.5
ENSG00000178053.20	ENST00000471745.5
ENSG00000178053.20	ENST00000477042.6
ENSG00000178053.20	ENST00000650753.1
ENSG00000178053.20	ENST00000651984.1
ENSG00000178053.20	ENST00000355893.11
ENSG00000178053.20	ENST00000466246.7
ENSG00000178053.20	ENST00000469452.5
ENSG00000178053.20	ENST00000482628.5
ENSG00000178053.20	ENST00000498592.6
ENSG00000178053.20	ENST00000478894.7
ENSG00000178053.20	ENST00000651874.1
ENSG00000178053.20	ENST00000392822.4
ENSG00000168827.15	ENST00000486715.6
ENSG00000168827.15	ENST00000478576.5
ENSG00000168827.15	ENST00000264263.9
ENSG00000079257.8	ENST00000264265.4
ENSG00000118849.10	ENST00000237696.10
ENSG00000118849.10	ENST00000479756.1
ENSG00000118855.21	ENST00000622669.4
ENSG00000118855.21	ENST00000392813.8
ENSG00000118855.21	ENST00000415822.8
ENSG00000118855.21	ENST00000651862.1
ENSG00000118855.21	ENST00000264266.12
ENSG00000283154.2	ENST00000476809.7
ENSG00000283154.2	ENST00000485419.7
ENSG00000283154.2	ENST00000638749.1
ENSG00000283154.2	ENST00000412423.8
ENSG00000283154.2	ENST00000527095.7
ENSG00000283154.2	ENST00000460298.3
ENSG00000214216.11	ENST00000397832.7
ENSG00000214216.11	ENST00000451172.5
ENSG00000214216.11	ENST00000482126.1
ENSG00000151967.18	ENST00000445224.6
ENSG00000151967.18	ENST00000482804.1
ENSG00000168811.7	ENST00000305579.7
ENSG00000168811.7	ENST00000480787.5
ENSG00000168811.7	ENST00000466512.1
ENSG00000180044.6	ENST00000326474.5
ENSG00000248710.1	ENST00000483754.1
ENSG00000068885.15	ENST00000326448.12
ENSG00000068885.15	ENST00000483465.5
ENSG00000068885.15	ENST00000496589.5
ENSG00000113810.16	ENST00000469762.5
ENSG00000113810.16	ENST00000357388.8
ENSG00000113810.16	ENST00000462787.5
ENSG00000113810.16	ENST00000344722.5
ENSG00000213186.8	ENST00000543469.1
ENSG00000213186.8	ENST00000309784.9
ENSG00000186432.10	ENST00000334256.9
ENSG00000186432.10	ENST00000676866.1
ENSG00000186432.10	ENST00000678765.1
ENSG00000186432.10	ENST00000483437.2
ENSG00000186432.10	ENST00000469804.1
ENSG00000179674.4	ENST00000320767.4
ENSG00000163590.14	ENST00000497343.5
ENSG00000163590.14	ENST00000498165.6
ENSG00000163590.14	ENST00000464260.5
ENSG00000163590.14	ENST00000295839.9
ENSG00000169255.15	ENST00000320474.10
ENSG00000169255.15	ENST00000392781.7
ENSG00000169255.15	ENST00000392779.6
ENSG00000169255.15	ENST00000651430.1
ENSG00000169255.15	ENST00000650695.1
ENSG00000169255.15	ENST00000651801.1
ENSG00000169255.15	ENST00000651379.1
ENSG00000169255.15	ENST00000652111.1
ENSG00000169255.15	ENST00000651686.1
ENSG00000169255.15	ENST00000651972.1
ENSG00000169255.15	ENST00000651953.1
ENSG00000169255.15	ENST00000651292.1
ENSG00000169255.15	ENST00000651380.1
ENSG00000169255.15	ENST00000651689.1
ENSG00000169255.15	ENST00000652059.1
ENSG00000169255.15	ENST00000652730.1
ENSG00000169255.15	ENST00000651791.1
ENSG00000169255.15	ENST00000651117.1
ENSG00000169255.15	ENST00000651254.1
ENSG00000169255.15	ENST00000651178.1
ENSG00000169255.15	ENST00000651916.1
ENSG00000169255.15	ENST00000651282.1
ENSG00000169255.15	ENST00000652377.1
ENSG00000169255.15	ENST00000652143.1
ENSG00000169255.15	ENST00000650733.1
ENSG00000169255.15	ENST00000417187.2
ENSG00000169255.15	ENST00000652593.1
ENSG00000169255.15	ENST00000473285.5
ENSG00000169255.15	ENST00000651509.1
ENSG00000169255.15	ENST00000651305.1
ENSG00000169255.15	ENST00000652669.1
ENSG00000169255.15	ENST00000651147.1
ENSG00000169255.15	ENST00000494818.6
ENSG00000169255.15	ENST00000476999.6
ENSG00000169255.15	ENST00000494173.7
ENSG00000169255.15	ENST00000652032.1
ENSG00000169255.15	ENST00000488170.5
ENSG00000169251.13	ENST00000472947.5
ENSG00000169251.13	ENST00000351193.7
ENSG00000169251.13	ENST00000460469.1
ENSG00000196542.8	ENST00000359175.8
ENSG00000196542.8	ENST00000497137.1
ENSG00000196542.8	ENST00000620149.1
ENSG00000196542.8	ENST00000617024.1
ENSG00000182447.4	ENST00000327928.4
ENSG00000090402.8	ENST00000264382.8
ENSG00000121871.4	ENST00000475390.2
ENSG00000121871.4	ENST00000241274.3
ENSG00000114200.10	ENST00000264381.8
ENSG00000169064.13	ENST00000675490.1
ENSG00000169064.13	ENST00000392766.6
ENSG00000169064.13	ENST00000307529.9
ENSG00000169064.13	ENST00000392767.6
ENSG00000169064.13	ENST00000455345.7
ENSG00000169064.13	ENST00000392764.5
ENSG00000114204.15	ENST00000264677.8
ENSG00000114204.15	ENST00000476257.5
ENSG00000114204.15	ENST00000461846.5
ENSG00000114204.15	ENST00000471111.5
ENSG00000174776.12	ENST00000308378.7
ENSG00000174776.12	ENST00000682715.1
ENSG00000174776.12	ENST00000479765.5
ENSG00000174776.12	ENST00000647816.1
ENSG00000114209.15	ENST00000392750.7
ENSG00000114209.15	ENST00000473645.6
ENSG00000114209.15	ENST00000497056.6
ENSG00000114209.15	ENST00000492396.5
ENSG00000114209.15	ENST00000461494.5
ENSG00000114209.15	ENST00000470131.5
ENSG00000114209.15	ENST00000487947.6
ENSG00000114209.15	ENST00000471885.5
ENSG00000163536.13	ENST00000446050.7
ENSG00000163536.13	ENST00000295777.9
ENSG00000173905.9	ENST00000470487.6
ENSG00000173905.9	ENST00000309027.4
ENSG00000085276.19	ENST00000264674.7
ENSG00000085276.19	ENST00000628990.2
ENSG00000085276.19	ENST00000464456.5
ENSG00000085276.19	ENST00000651503.2
ENSG00000085276.19	ENST00000472280.5
ENSG00000085276.19	ENST00000494292.6
ENSG00000085276.19	ENST00000468789.5
ENSG00000085276.19	ENST00000460814.5
ENSG00000085276.19	ENST00000433243.6
ENSG00000184378.3	ENST00000330368.3
ENSG00000085274.16	ENST00000349841.10
ENSG00000085274.16	ENST00000356716.8
ENSG00000085274.16	ENST00000544106.5
ENSG00000171757.17	ENST00000446859.7
ENSG00000171757.17	ENST00000522830.5
ENSG00000171757.17	ENST00000522526.6
ENSG00000188306.6	ENST00000340806.6
ENSG00000114248.10	ENST00000316428.10
ENSG00000114248.10	ENST00000264676.9
ENSG00000114248.10	ENST00000523069.1
ENSG00000187033.9	ENST00000428432.6
ENSG00000187033.9	ENST00000335556.7
ENSG00000008952.17	ENST00000337002.9
ENSG00000008952.17	ENST00000480708.5
ENSG00000173890.17	ENST00000355897.10
ENSG00000173889.16	ENST00000495893.7
ENSG00000173889.16	ENST00000494943.5
ENSG00000173889.16	ENST00000467570.5
ENSG00000173889.16	ENST00000497658.5
ENSG00000173889.16	ENST00000481639.1
ENSG00000163558.13	ENST00000295797.5
ENSG00000136603.14	ENST00000259119.9
ENSG00000136603.14	ENST00000426052.6
ENSG00000136603.14	ENST00000413427.6
ENSG00000136603.14	ENST00000458537.7
ENSG00000013297.12	ENST00000064724.8
ENSG00000285218.1	ENST00000486975.1
ENSG00000013293.6	ENST00000231706.6
ENSG00000163584.18	ENST00000295830.13
ENSG00000163584.18	ENST00000463836.1
ENSG00000163577.8	ENST00000295822.7
ENSG00000163577.8	ENST00000487522.5
ENSG00000163577.8	ENST00000474096.5
ENSG00000163581.14	ENST00000314251.8
ENSG00000154310.17	ENST00000436636.7
ENSG00000154310.17	ENST00000341852.10
ENSG00000154310.17	ENST00000284483.12
ENSG00000154310.17	ENST00000475336.5
ENSG00000154310.17	ENST00000357327.9
ENSG00000154310.17	ENST00000460047.5
ENSG00000154310.17	ENST00000488470.5
ENSG00000154310.17	ENST00000470834.5
ENSG00000154310.17	ENST00000465393.1
ENSG00000075651.16	ENST00000351298.9
ENSG00000075651.16	ENST00000356327.9
ENSG00000075651.16	ENST00000627725.1
ENSG00000075651.16	ENST00000331659.2
ENSG00000186329.9	ENST00000334567.9
ENSG00000186329.9	ENST00000619900.4
ENSG00000075420.13	ENST00000415807.7
ENSG00000075420.13	ENST00000421757.5
ENSG00000075420.13	ENST00000336824.8
ENSG00000075420.13	ENST00000423424.5
ENSG00000075420.13	ENST00000416957.5
ENSG00000121853.4	ENST00000241256.3
ENSG00000121853.4	ENST00000427970.1
ENSG00000121858.11	ENST00000241261.7
ENSG00000121858.11	ENST00000420541.6
ENSG00000144959.11	ENST00000475381.7
ENSG00000144959.11	ENST00000538775.5
ENSG00000144959.11	ENST00000543711.5
ENSG00000114346.14	ENST00000232458.9
ENSG00000114346.14	ENST00000540509.5
ENSG00000114346.14	ENST00000392692.8
ENSG00000114346.14	ENST00000417960.5
ENSG00000114346.14	ENST00000441497.6
ENSG00000144962.7	ENST00000351008.4
ENSG00000169760.17	ENST00000457714.5
ENSG00000169760.17	ENST00000361589.8
ENSG00000169760.17	ENST00000401917.4
ENSG00000177694.16	ENST00000454872.6
ENSG00000177565.18	ENST00000457928.7
ENSG00000177565.18	ENST00000430069.5
ENSG00000197584.12	ENST00000420517.6
ENSG00000197584.12	ENST00000452583.6
ENSG00000197584.12	ENST00000432997.5
ENSG00000197584.12	ENST00000358316.7
ENSG00000197584.12	ENST00000617329.1
ENSG00000275163.1	ENST00000614557.1
ENSG00000172667.11	ENST00000652290.1
ENSG00000172667.11	ENST00000311417.7
ENSG00000172667.11	ENST00000432729.5
ENSG00000121879.6	ENST00000263967.4
ENSG00000121879.6	ENST00000643187.1
ENSG00000171121.16	ENST00000485523.5
ENSG00000171121.16	ENST00000497599.5
ENSG00000171121.16	ENST00000392685.6
ENSG00000171121.16	ENST00000314235.9
ENSG00000171121.16	ENST00000349697.2
ENSG00000121864.10	ENST00000496856.6
ENSG00000121864.10	ENST00000326361.7
ENSG00000121864.10	ENST00000484866.5
ENSG00000121864.10	ENST00000621687.1
ENSG00000171109.19	ENST00000471841.6
ENSG00000171109.19	ENST00000263969.9
ENSG00000114450.11	ENST00000232564.8
ENSG00000114450.11	ENST00000676128.1
ENSG00000114450.11	ENST00000466899.6
ENSG00000114450.11	ENST00000674713.1
ENSG00000114450.11	ENST00000468623.6
ENSG00000114450.11	ENST00000674862.1
ENSG00000114450.11	ENST00000675901.1
ENSG00000114450.11	ENST00000674927.1
ENSG00000114450.11	ENST00000465153.2
ENSG00000136518.17	ENST00000450518.6
ENSG00000136518.17	ENST00000392662.5
ENSG00000136518.17	ENST00000429709.7
ENSG00000136522.14	ENST00000476781.6
ENSG00000136522.14	ENST00000259038.6
ENSG00000136522.14	ENST00000392659.2
ENSG00000136521.13	ENST00000611971.4
ENSG00000136521.13	ENST00000493866.5
ENSG00000136521.13	ENST00000259037.8
ENSG00000136521.13	ENST00000472629.5
ENSG00000288698.1	ENST00000680408.1
ENSG00000058056.10	ENST00000680587.1
ENSG00000058056.10	ENST00000263966.8
ENSG00000058056.10	ENST00000680008.1
ENSG00000058056.10	ENST00000496897.5
ENSG00000114757.19	ENST00000392649.7
ENSG00000114757.19	ENST00000467460.6
ENSG00000114757.19	ENST00000263962.12
ENSG00000114757.19	ENST00000485199.5
ENSG00000114757.19	ENST00000468741.5
ENSG00000114757.19	ENST00000476138.5
ENSG00000114757.19	ENST00000472994.5
ENSG00000114757.19	ENST00000464614.5
ENSG00000114757.19	ENST00000465751.5
ENSG00000163728.11	ENST00000296015.9
ENSG00000163728.11	ENST00000412756.6
ENSG00000163728.11	ENST00000382584.8
ENSG00000284862.3	ENST00000476379.6
ENSG00000284862.3	ENST00000651046.1
ENSG00000114416.18	ENST00000305586.11
ENSG00000114416.18	ENST00000491674.1
ENSG00000114416.18	ENST00000357559.9
ENSG00000114416.18	ENST00000491062.5
ENSG00000114416.18	ENST00000468861.5
ENSG00000114416.18	ENST00000445140.6
ENSG00000114416.18	ENST00000480918.5
ENSG00000205981.8	ENST00000382564.8
ENSG00000205981.8	ENST00000486355.1
ENSG00000205981.8	ENST00000491873.5
ENSG00000205981.8	ENST00000646965.1
ENSG00000205981.8	ENST00000479269.5
ENSG00000181449.4	ENST00000325404.3
ENSG00000058063.16	ENST00000493826.1
ENSG00000058063.16	ENST00000323116.10
ENSG00000043093.15	ENST00000292782.9
ENSG00000043093.15	ENST00000632685.1
ENSG00000043093.15	ENST00000460412.6
ENSG00000043093.15	ENST00000469954.5
ENSG00000078070.13	ENST00000265594.9
ENSG00000078070.13	ENST00000492597.5
ENSG00000078070.13	ENST00000610757.4
ENSG00000078070.13	ENST00000629669.2
ENSG00000078081.8	ENST00000265598.8
ENSG00000078081.8	ENST00000466939.1
ENSG00000053524.13	ENST00000328913.8
ENSG00000053524.13	ENST00000473233.5
ENSG00000053524.13	ENST00000447025.6
ENSG00000053524.13	ENST00000414362.6
ENSG00000176597.12	ENST00000326505.4
ENSG00000176597.12	ENST00000460419.1
ENSG00000176597.12	ENST00000465010.1
ENSG00000172578.12	ENST00000341319.8
ENSG00000114796.16	ENST00000454652.6
ENSG00000114796.16	ENST00000242810.11
ENSG00000114796.16	ENST00000476808.1
ENSG00000163872.16	ENST00000305135.10
ENSG00000283765.1	ENST00000639401.1
ENSG00000180834.8	ENST00000318631.8
ENSG00000180834.8	ENST00000431348.1
ENSG00000175193.14	ENST00000317096.9
ENSG00000175193.14	ENST00000639100.1
ENSG00000175193.14	ENST00000311101.9
ENSG00000175193.14	ENST00000435888.5
ENSG00000114770.17	ENST00000334444.11
ENSG00000114770.17	ENST00000265586.10
ENSG00000114770.17	ENST00000427120.6
ENSG00000114770.17	ENST00000392579.6
ENSG00000114770.17	ENST00000382494.6
ENSG00000114770.17	ENST00000446941.2
ENSG00000186090.11	ENST00000334128.6
ENSG00000186090.11	ENST00000428798.7
ENSG00000186090.11	ENST00000382489.3
ENSG00000186090.11	ENST00000453435.1
ENSG00000178084.2	ENST00000318351.2
ENSG00000186038.9	ENST00000415389.6
ENSG00000186038.9	ENST00000425359.6
ENSG00000186038.9	ENST00000335304.6
ENSG00000186038.9	ENST00000436361.6
ENSG00000186038.9	ENST00000440596.2
ENSG00000145191.15	ENST00000648915.2
ENSG00000145191.15	ENST00000432569.2
ENSG00000145191.15	ENST00000647909.1
ENSG00000161202.20	ENST00000313143.9
ENSG00000161202.20	ENST00000431765.6
ENSG00000161203.13	ENST00000382456.7
ENSG00000161203.13	ENST00000411763.6
ENSG00000161203.13	ENST00000292807.9
ENSG00000161203.13	ENST00000439647.5
ENSG00000161203.13	ENST00000621863.4
ENSG00000161204.11	ENST00000429586.6
ENSG00000161204.11	ENST00000292808.5
ENSG00000145198.14	ENST00000426955.6
ENSG00000145198.14	ENST00000273794.5
ENSG00000214160.10	ENST00000397676.8
ENSG00000214160.10	ENST00000445626.6
ENSG00000214160.10	ENST00000455059.5
ENSG00000284753.2	ENST00000324557.9
ENSG00000284917.1	ENST00000402825.7
ENSG00000163888.4	ENST00000296238.4
ENSG00000145194.19	ENST00000359140.8
ENSG00000145194.19	ENST00000404464.8
ENSG00000145194.19	ENST00000357474.9
ENSG00000175166.17	ENST00000310118.9
ENSG00000175166.17	ENST00000435761.5
ENSG00000175166.17	ENST00000439383.5
ENSG00000114867.22	ENST00000352767.7
ENSG00000114867.22	ENST00000414031.5
ENSG00000114867.22	ENST00000392537.6
ENSG00000114867.22	ENST00000435046.7
ENSG00000114867.22	ENST00000382330.7
ENSG00000114867.22	ENST00000346169.7
ENSG00000114867.22	ENST00000350481.9
ENSG00000114867.22	ENST00000427845.5
ENSG00000114867.22	ENST00000342981.8
ENSG00000114867.22	ENST00000424196.5
ENSG00000114867.22	ENST00000411531.5
ENSG00000114867.22	ENST00000441154.5
ENSG00000114867.22	ENST00000434061.6
ENSG00000175182.15	ENST00000450976.5
ENSG00000175182.15	ENST00000418281.5
ENSG00000175182.15	ENST00000340957.9
ENSG00000175182.15	ENST00000639617.1
ENSG00000175182.15	ENST00000383847.7
ENSG00000175182.15	ENST00000453072.5
ENSG00000175182.15	ENST00000310585.4
ENSG00000114859.16	ENST00000265593.9
ENSG00000114859.16	ENST00000344937.11
ENSG00000114859.16	ENST00000434054.6
ENSG00000114859.16	ENST00000457512.1
ENSG00000163882.9	ENST00000456318.5
ENSG00000163882.9	ENST00000438240.5
ENSG00000163882.9	ENST00000430783.5
ENSG00000163882.9	ENST00000443489.5
ENSG00000163882.9	ENST00000452961.5
ENSG00000163882.9	ENST00000429568.1
ENSG00000090534.20	ENST00000647395.1
ENSG00000090534.20	ENST00000649095.1
ENSG00000090534.20	ENST00000445696.6
ENSG00000090534.20	ENST00000421442.2
ENSG00000090534.20	ENST00000645603.2
ENSG00000090534.20	ENST00000650229.1
ENSG00000090539.15	ENST00000204604.5
ENSG00000090539.15	ENST00000450923.5
ENSG00000090539.15	ENST00000348986.3
ENSG00000182580.3	ENST00000330394.3
ENSG00000177383.5	ENST00000317897.5
ENSG00000156931.16	ENST00000287546.8
ENSG00000156931.16	ENST00000625842.3
ENSG00000156931.16	ENST00000436792.6
ENSG00000156931.16	ENST00000446204.6
ENSG00000156931.16	ENST00000424463.4
ENSG00000156931.16	ENST00000628962.1
ENSG00000187068.3	ENST00000335012.3
ENSG00000113790.11	ENST00000231887.8
ENSG00000113790.11	ENST00000456310.5
ENSG00000113790.11	ENST00000440662.1
ENSG00000073803.14	ENST00000448876.5
ENSG00000073803.14	ENST00000446828.5
ENSG00000073803.14	ENST00000424227.5
ENSG00000073803.14	ENST00000454237.1
ENSG00000073803.14	ENST00000438798.1
ENSG00000073803.14	ENST00000443863.5
ENSG00000073803.14	ENST00000265026.8
ENSG00000163900.11	ENST00000421852.6
ENSG00000163900.11	ENST00000296254.3
ENSG00000163898.10	ENST00000296252.9
ENSG00000163898.10	ENST00000424591.6
ENSG00000163904.13	ENST00000296257.10
